Tarih,TP_KB_FVD01
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,4430933.0
2006-01-01,4339397.0
2006-02-01,4473674.0
2006-03-01,4794433.0
2006-04-01,4943566.0
2006-05-01,5599356.0
2006-06-01,5661770.0
2006-07-01,5395033.0
2006-08-01,5326240.0
2006-09-01,5519224.0
2006-10-01,5301036.0
2006-11-01,5277818.0
2006-12-01,5187216.0
2007-01-01,5094241.0
2007-02-01,5163265.0
2007-03-01,5265694.0
2007-04-01,5418349.0
2007-05-01,5532924.0
2007-06-01,5814913.0
2007-07-01,6268986.0
2007-08-01,6567746.0
2007-09-01,6634249.0
2007-10-01,7036484.0
2007-11-01,7366531.0
2007-12-01,7741874.0
2008-01-01,7990155.0
2008-02-01,8252841.0
2008-03-01,8731094.0
2008-04-01,9058391.0
2008-05-01,8710658.0
2008-06-01,8851844.0
2008-07-01,8813506.0
2008-08-01,8557095.0
2008-09-01,9340695.0
2008-10-01,10457241.0
2008-11-01,10635121.0
2008-12-01,10924786.0
2009-01-01,11469250.0
2009-02-01,12574652.0
2009-03-01,13053317.0
2009-04-01,13089444.0
2009-05-01,13172643.0
2009-06-01,13521627.0
2009-07-01,13972549.0
2009-08-01,14393925.0
2009-09-01,15099591.0
2009-10-01,15526275.0
2009-11-01,16211471.0
2009-12-01,16810513.0
2010-01-01,16823875.0
2010-02-01,17498126.0
2010-03-01,17704513.0
2010-04-01,18285088.0
2010-05-01,18465207.0
2010-06-01,18721074.0
2010-07-01,18601764.0
2010-08-01,18577654.0
2010-09-01,18937349.0
2010-10-01,19722880.0
2010-11-01,19921882.0
2010-12-01,22119394.0
2011-01-01,22412932.0
2011-02-01,22996392.0
2011-03-01,22639145.0
2011-04-01,22941479.0
2011-05-01,23416746.0
2011-06-01,23689872.0
2011-07-01,23956709.0
2011-08-01,23536253.0
2011-09-01,23157580.0
2011-10-01,23337864.0
2011-11-01,23979112.0
2011-12-01,23896138.0
2012-01-01,23442576.0
2012-02-01,23435190.0
2012-03-01,23471604.0
2012-04-01,23498484.0
2012-05-01,24061436.0
2012-06-01,24292484.0
2012-07-01,24786378.0
2012-08-01,25473691.0
2012-09-01,26735057.0
2012-10-01,27512619.0
2012-11-01,27831679.0
2012-12-01,28408352.0
2013-01-01,28982653.0
2013-02-01,29624735.0
2013-03-01,30411336.0
2013-04-01,30235172.0
2013-05-01,32735183.0
2013-06-01,33780308.0
2013-07-01,33874722.0
2013-08-01,34355013.0
2013-09-01,34736152.0
