Tarih,TP_KB_FVD18
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,116292.0
2006-01-01,113966.0
2006-02-01,125593.0
2006-03-01,132095.0
2006-04-01,143110.0
2006-05-01,135459.0
2006-06-01,129962.0
2006-07-01,128004.0
2006-08-01,126877.0
2006-09-01,130807.0
2006-10-01,127181.0
2006-11-01,127192.0
2006-12-01,118182.0
2007-01-01,119299.0
2007-02-01,118436.0
2007-03-01,139126.0
2007-04-01,173912.0
2007-05-01,177359.0
2007-06-01,157705.0
2007-07-01,171444.0
2007-08-01,199797.0
2007-09-01,277589.0
2007-10-01,358407.0
2007-11-01,386339.0
2007-12-01,451762.0
2008-01-01,458439.0
2008-02-01,464172.0
2008-03-01,426427.0
2008-04-01,415076.0
2008-05-01,391140.0
2008-06-01,375927.0
2008-07-01,383085.0
2008-08-01,386383.0
2008-09-01,393629.0
2008-10-01,402001.0
2008-11-01,384484.0
2008-12-01,392210.0
2009-01-01,425999.0
2009-02-01,460209.0
2009-03-01,498410.0
2009-04-01,527424.0
2009-05-01,546449.0
2009-06-01,493630.0
2009-07-01,548609.0
2009-08-01,514261.0
2009-09-01,555640.0
2009-10-01,526781.0
2009-11-01,546218.0
2009-12-01,561721.0
2010-01-01,563485.0
2010-02-01,545268.0
2010-03-01,566661.0
2010-04-01,593192.0
2010-05-01,548393.0
2010-06-01,559281.0
2010-07-01,527431.0
2010-08-01,520719.0
2010-09-01,545365.0
2010-10-01,516724.0
2010-11-01,551167.0
2010-12-01,557775.0
2011-01-01,580340.0
2011-02-01,570618.0
2011-03-01,534005.0
2011-04-01,522987.0
2011-05-01,447300.0
2011-06-01,508895.0
2011-07-01,493489.0
2011-08-01,495884.0
2011-09-01,540592.0
2011-10-01,603025.0
2011-11-01,625988.0
2011-12-01,655836.0
2012-01-01,627093.0
2012-02-01,628937.0
2012-03-01,646195.0
2012-04-01,632546.0
2012-05-01,541453.0
2012-06-01,482695.0
2012-07-01,531934.0
2012-08-01,585552.0
2012-09-01,615503.0
2012-10-01,607379.0
2012-11-01,606012.0
2012-12-01,739392.0
2013-01-01,852000.0
2013-02-01,946340.0
2013-03-01,1050124.0
2013-04-01,1134933.0
2013-05-01,1285499.0
2013-06-01,1326831.0
2013-07-01,1358916.0
2013-08-01,1244325.0
2013-09-01,1208807.0
2013-10-01,1125747.0
2013-11-01,1052494.0
2013-12-01,988212.0
2014-01-01,1101782.0
2014-02-01,1199382.0
2014-03-01,1428244.0
2014-04-01,1575943.0
