Tarih,TP_KB_FVD35
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,234274.0
2006-01-01,162474.0
2006-02-01,198134.0
2006-03-01,189747.0
2006-04-01,271023.0
2006-05-01,285694.0
2006-06-01,403231.0
2006-07-01,343011.0
2006-08-01,293246.0
2006-09-01,363764.0
2006-10-01,328839.0
2006-11-01,303374.0
2006-12-01,201456.0
2007-01-01,59247.0
2007-02-01,52660.0
2007-03-01,49157.0
2007-04-01,42674.0
2007-05-01,46076.0
2007-06-01,217023.0
2007-07-01,169230.0
2007-08-01,157374.0
2007-09-01,114220.0
2007-10-01,81460.0
2007-11-01,84911.0
2007-12-01,140209.0
2008-01-01,121402.0
2008-02-01,134199.0
2008-03-01,77524.0
2008-04-01,57270.0
2008-05-01,54464.0
2008-06-01,46763.0
2008-07-01,47892.0
2008-08-01,52152.0
2008-09-01,29324.0
2008-10-01,33618.0
2008-11-01,32042.0
2008-12-01,23263.0
2009-01-01,46924.0
2009-02-01,48314.0
2009-03-01,84327.0
2009-04-01,88846.0
2009-05-01,100253.0
2009-06-01,102355.0
2009-07-01,86846.0
2009-08-01,87619.0
2009-09-01,81675.0
2009-10-01,85069.0
2009-11-01,80978.0
2009-12-01,76725.0
2010-01-01,83558.0
2010-02-01,186730.0
2010-03-01,171166.0
2010-04-01,243806.0
2010-05-01,255747.0
2010-06-01,243305.0
2010-07-01,184892.0
2010-08-01,222239.0
2010-09-01,182672.0
2010-10-01,205148.0
2010-11-01,199070.0
2010-12-01,252717.0
2011-01-01,284093.0
2011-02-01,262123.0
2011-03-01,273034.0
2011-04-01,327149.0
2011-05-01,303218.0
2011-06-01,353222.0
2011-07-01,404245.0
2011-08-01,385266.0
2011-09-01,314774.0
2011-10-01,212511.0
2011-11-01,207407.0
2011-12-01,262691.0
2012-01-01,246811.0
2012-02-01,231656.0
2012-03-01,234626.0
2012-04-01,248741.0
2012-05-01,222058.0
2012-06-01,263244.0
2012-07-01,244497.0
2012-08-01,261256.0
2012-09-01,486926.0
2012-10-01,557214.0
2012-11-01,716012.0
2012-12-01,836227.0
2013-01-01,846053.0
2013-02-01,874658.0
2013-03-01,1017688.0
2013-04-01,1471332.0
2013-05-01,1488807.0
2013-06-01,1221954.0
2013-07-01,1159259.0
2013-08-01,1202623.0
2013-09-01,1665789.0
2013-10-01,1702538.0
2013-11-01,1417148.0
2013-12-01,1495430.0
2014-01-01,1437769.0
2014-02-01,1615392.0
2014-03-01,1582952.0
2014-04-01,1551989.0
