Tarih,TP_KB_FVD14
2013-12-01,6884948.0
2014-01-01,8262453.0
2014-02-01,8658981.0
2014-03-01,8631884.0
2014-04-01,8731457.0
2014-05-01,8848889.0
2014-06-01,9310112.0
2014-07-01,9680030.0
2014-08-01,9875048.0
2014-09-01,11101820.0
2014-10-01,11204454.0
2014-11-01,10763043.0
2014-12-01,11775501.0
2015-01-01,12850386.0
2015-02-01,15261675.0
2015-03-01,13356778.0
2015-04-01,15158310.0
2015-05-01,13489393.0
2015-06-01,14524576.0
2015-07-01,13184208.0
2015-08-01,15479526.0
2015-09-01,13656148.0
2015-10-01,14587793.0
2015-11-01,12489867.0
2015-12-01,16043732.0
2016-01-01,14367111.0
2016-02-01,15305404.0
2016-03-01,13803678.0
2016-04-01,15417426.0
2016-05-01,14462164.0
2016-06-01,17035030.0
2016-07-01,15286246.0
2016-08-01,16174012.0
2016-09-01,15613346.0
2016-10-01,15463665.0
2016-11-01,16842471.0
2016-12-01,17086346.0
2017-01-01,16751809.0
2017-02-01,15834881.0
2017-03-01,17517659.0
2017-04-01,16741663.0
2017-05-01,17211767.0
2017-06-01,16965641.0
2017-07-01,16740072.0
2017-08-01,17295961.0
2017-09-01,17873987.0
2017-10-01,16667048.0
2017-11-01,19029482.0
2017-12-01,17222224.0
2018-01-01,18541036.0
2018-02-01,16811043.0
2018-03-01,19533902.0
2018-04-01,18535524.0
2018-05-01,18972458.0
2018-06-01,19418935.0
2018-07-01,21524566.0
2018-08-01,19652750.0
2018-09-01,20511965.0
2018-10-01,18620734.0
2018-11-01,19302331.0
2018-12-01,18184759.0
2019-01-01,19875042.0
2019-02-01,19337439.0
2019-03-01,19320043.0
2019-04-01,20436551.0
2019-05-01,21286277.0
2019-06-01,20118767.0
2019-07-01,20669895.0
2019-08-01,23487984.0
2019-09-01,23371394.0
2019-10-01,27813338.0
2019-11-01,27459698.0
2019-12-01,29965166.0
2020-01-01,30010369.0
2020-02-01,30927290.0
2020-03-01,29133966.0
2020-04-01,30591412.0
2020-05-01,30728990.0
2020-06-01,30527818.0
2020-07-01,31117686.0
2020-08-01,28068955.0
2020-09-01,27200109.0
2020-10-01,27868842.0
2020-11-01,24236764.0
2020-12-01,25664840.0
2021-01-01,24837033.0
2021-02-01,25567113.0
2021-03-01,25409907.0
2021-04-01,28538159.0
2021-05-01,26982562.0
2021-06-01,30206889.0
2021-07-01,28596405.0
2021-08-01,31082813.0
2021-09-01,29751729.0
2021-10-01,34389104.0
2021-11-01,32000901.0
2021-12-01,37299187.0
2022-01-01,49425163.0
2022-02-01,57670864.0
2022-03-01,66846340.0
2022-04-01,71783943.0
2022-05-01,75199679.0
2022-06-01,82784450.0
2022-07-01,90442974.0
2022-08-01,97182606.0
2022-09-01,104092526.0
2022-10-01,106332143.0
2022-11-01,123496062.0
2022-12-01,139406684.0
2023-01-01,148236341.0
2023-02-01,154196652.0
2023-03-01,154220491.0
2023-04-01,159114599.0
2023-05-01,161228069.0
2023-06-01,166601578.0
2023-07-01,179594040.0
2023-08-01,185229374.0
2023-09-01,183117340.0
2023-10-01,175360993.0
2023-11-01,169622270.0
2023-12-01,173519152.0
2024-01-01,161331750.0
2024-02-01,153446393.0
2024-03-01,139855250.0
2024-04-01,147338856.0
2024-05-01,166178983.0
2024-06-01,177477666.0
2024-07-01,186383349.0
2024-08-01,191523852.0
2024-09-01,196599798.0
2024-10-01,206352466.0
2024-11-01,214983912.0
2024-12-01,216888632.0
2025-01-01,224846932.0
2025-02-01,230692781.0
2025-03-01,234544992.0
2025-04-01,245000227.0
2025-05-01,250621884.0
2025-06-01,259839350.0
2025-07-01,268378389.0
2025-08-01,283783408.0
