Tarih,TP_KB_FVD43
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,540359.0
2006-01-01,529186.0
2006-02-01,523080.0
2006-03-01,539766.0
2006-04-01,526457.0
2006-05-01,580345.0
2006-06-01,590570.0
2006-07-01,572827.0
2006-08-01,570947.0
2006-09-01,583294.0
2006-10-01,583970.0
2006-11-01,604788.0
2006-12-01,603553.0
2007-01-01,662239.0
2007-02-01,691263.0
2007-03-01,761478.0
2007-04-01,789328.0
2007-05-01,759368.0
2007-06-01,895681.0
2007-07-01,1081248.0
2007-08-01,1232609.0
2007-09-01,1418433.0
2007-10-01,1538640.0
2007-11-01,1545361.0
2007-12-01,1420824.0
2008-01-01,1423254.0
2008-02-01,1380454.0
2008-03-01,1488463.0
2008-04-01,1455238.0
2008-05-01,1464311.0
2008-06-01,1593954.0
2008-07-01,1684118.0
2008-08-01,1695143.0
2008-09-01,1806172.0
2008-10-01,1795187.0
2008-11-01,1617467.0
2008-12-01,1474688.0
2009-01-01,1784319.0
2009-02-01,1871506.0
2009-03-01,1808040.0
2009-04-01,1706656.0
2009-05-01,1780351.0
2009-06-01,1742558.0
2009-07-01,1616520.0
2009-08-01,1709174.0
2009-09-01,1692480.0
2009-10-01,1757813.0
2009-11-01,1746542.0
2009-12-01,1733759.0
2010-01-01,1715147.0
2010-02-01,1754531.0
2010-03-01,1738311.0
2010-04-01,1808138.0
2010-05-01,1917966.0
2010-06-01,1665521.0
2010-07-01,1845002.0
2010-08-01,1988488.0
2010-09-01,2067670.0
2010-10-01,2190450.0
2010-11-01,2097761.0
2010-12-01,2011631.0
2011-01-01,1886504.0
2011-02-01,1805292.0
2011-03-01,1732247.0
2011-04-01,1799618.0
2011-05-01,1672658.0
2011-06-01,1662725.0
2011-07-01,1647460.0
2011-08-01,1775742.0
2011-09-01,1945071.0
2011-10-01,2233354.0
2011-11-01,2405509.0
2011-12-01,2545685.0
2012-01-01,2536836.0
2012-02-01,2937000.0
2012-03-01,3333660.0
2012-04-01,3648650.0
2012-05-01,4240440.0
2012-06-01,4102674.0
2012-07-01,4260076.0
2012-08-01,4436258.0
2012-09-01,4344271.0
2012-10-01,4631209.0
2012-11-01,4815556.0
2012-12-01,4257144.0
2013-01-01,5179657.0
2013-02-01,5195442.0
2013-03-01,5083884.0
2013-04-01,5272941.0
2013-05-01,5321871.0
2013-06-01,4760951.0
2013-07-01,4929856.0
2013-08-01,5520642.0
2013-09-01,5603953.0
2013-10-01,6186993.0
