Tarih,TP_KB_FVD16
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,687.0
2006-01-01,692.0
2006-02-01,1891.0
2006-03-01,1915.0
2006-04-01,1918.0
2006-05-01,1971.0
2006-06-01,1509.0
2006-07-01,1514.0
2006-08-01,803.0
2006-09-01,788.0
2006-10-01,2061.0
2006-11-01,1609.0
2006-12-01,1883.0
2007-01-01,15926.0
2007-02-01,15926.0
2007-03-01,16249.0
2007-04-01,1381.0
2007-05-01,1574.0
2007-06-01,1623.0
2007-07-01,3657.0
2007-08-01,3990.0
2007-09-01,2933.0
2007-10-01,13505.0
2007-11-01,21811.0
2007-12-01,24535.0
2008-01-01,9825.0
2008-02-01,7906.0
2008-03-01,9096.0
2008-04-01,25793.0
2008-05-01,5934.0
2008-06-01,5600.0
2008-07-01,5453.0
2008-08-01,5649.0
2008-09-01,6614.0
2008-10-01,8748.0
2008-11-01,43575.0
2008-12-01,70506.0
2009-01-01,50395.0
2009-02-01,18921.0
2009-03-01,23279.0
2009-04-01,40098.0
2009-05-01,73326.0
2009-06-01,80522.0
2009-07-01,49538.0
2009-08-01,75661.0
2009-09-01,63282.0
2009-10-01,47309.0
2009-11-01,56389.0
2009-12-01,56754.0
2010-01-01,48363.0
2010-02-01,27629.0
2010-03-01,16937.0
2010-04-01,36835.0
2010-05-01,11500.0
2010-06-01,12120.0
2010-07-01,12176.0
2010-08-01,14287.0
2010-09-01,15268.0
2010-10-01,19541.0
2010-11-01,42272.0
2010-12-01,60216.0
2011-01-01,44589.0
2011-02-01,44007.0
2011-03-01,30597.0
2011-04-01,31055.0
2011-05-01,35916.0
2011-06-01,21481.0
2011-07-01,19113.0
2011-08-01,50951.0
2011-09-01,99029.0
2011-10-01,142997.0
2011-11-01,56855.0
2011-12-01,77511.0
2012-01-01,135194.0
2012-02-01,156621.0
2012-03-01,110320.0
2012-04-01,99897.0
2012-05-01,132614.0
2012-06-01,143875.0
2012-07-01,154321.0
2012-08-01,160274.0
2012-09-01,156074.0
2012-10-01,153992.0
2012-11-01,193267.0
2012-12-01,217437.0
2013-01-01,314871.0
2013-02-01,427473.0
2013-03-01,440290.0
2013-04-01,386346.0
2013-05-01,307527.0
2013-06-01,294823.0
2013-07-01,278593.0
2013-08-01,160543.0
2013-09-01,258731.0
2013-10-01,208041.0
2013-11-01,175314.0
2013-12-01,213416.0
2014-01-01,266434.0
2014-02-01,225720.0
2014-03-01,236687.0
2014-04-01,273034.0
2014-05-01,308372.0
