Tarih,TP_YIYDYSEKTOR_YY24
2000-01-01,
2001-01-01,643.0
2002-01-01,795.0
2003-01-01,834.0
2004-01-01,900.0
2005-01-01,971.0
2006-01-01,1041.0
2007-01-01,1079.0
2008-01-01,1276.0
2009-01-01,593.0
2010-01-01,661.0
2011-01-01,600.0
2012-01-01,759.0
2013-01-01,936.0
2014-01-01,734.0
2015-01-01,643.0
2016-01-01,1117.0
2017-01-01,1710.0
2018-01-01,2180.0
2019-01-01,1348.0
2020-01-01,1292.0
2021-01-01,1497.0
2022-01-01,2236.0
2023-01-01,2599.0
2024-01-01,2684.0
