Tarih,TP_YIYDYSEKTOR_YY3
2000-01-01,
2001-01-01,2170.0
2002-01-01,2431.0
2003-01-01,2507.0
2004-01-01,3105.0
2005-01-01,4135.0
2006-01-01,4334.0
2007-01-01,4822.0
2008-01-01,5773.0
2009-01-01,6563.0
2010-01-01,7261.0
2011-01-01,7459.0
2012-01-01,7247.0
2013-01-01,7890.0
2014-01-01,11080.0
2015-01-01,5157.0
2016-01-01,4684.0
2017-01-01,5314.0
2018-01-01,4522.0
2019-01-01,4953.0
2020-01-01,5275.0
2021-01-01,5012.0
2022-01-01,8711.0
2023-01-01,10269.0
2024-01-01,12253.0
