Tarih,TP_YIYDYSEKTOR_YY5
2000-01-01,
2001-01-01,1366.0
2002-01-01,1413.0
2003-01-01,1409.0
2004-01-01,1428.0
2005-01-01,1637.0
2006-01-01,1685.0
2007-01-01,1786.0
2008-01-01,1789.0
2009-01-01,2680.0
2010-01-01,2653.0
2011-01-01,2623.0
2012-01-01,2457.0
2013-01-01,2944.0
2014-01-01,3176.0
2015-01-01,2479.0
2016-01-01,2573.0
2017-01-01,3414.0
2018-01-01,3865.0
2019-01-01,4429.0
2020-01-01,4854.0
2021-01-01,4774.0
2022-01-01,5493.0
2023-01-01,7284.0
2024-01-01,7465.0
