Tarih,TP_YIYDYSEKTOR_YY27
2000-01-01,
2001-01-01,142.0
2002-01-01,143.0
2003-01-01,143.0
2004-01-01,301.0
2005-01-01,327.0
2006-01-01,388.0
2007-01-01,707.0
2008-01-01,972.0
2009-01-01,955.0
2010-01-01,875.0
2011-01-01,807.0
2012-01-01,1169.0
2013-01-01,1404.0
2014-01-01,1578.0
2015-01-01,2608.0
2016-01-01,2434.0
2017-01-01,1764.0
2018-01-01,1041.0
2019-01-01,1050.0
2020-01-01,925.0
2021-01-01,883.0
2022-01-01,692.0
2023-01-01,490.0
2024-01-01,241.0
