Tarih,TP_YIYDYSEKTOR_YY40
2000-01-01,
2001-01-01,25.0
2002-01-01,25.0
2003-01-01,25.0
2004-01-01,27.0
2005-01-01,39.0
2006-01-01,55.0
2007-01-01,1745.0
2008-01-01,1644.0
2009-01-01,317.0
2010-01-01,387.0
2011-01-01,397.0
2012-01-01,200.0
2013-01-01,287.0
2014-01-01,290.0
2015-01-01,29.0
2016-01-01,35.0
2017-01-01,19.0
2018-01-01,17.0
2019-01-01,89.0
2020-01-01,109.0
2021-01-01,151.0
2022-01-01,291.0
2023-01-01,419.0
2024-01-01,467.0
