Tarih,TP_YIYDYSEKTOR_YY23
2000-01-01,
2001-01-01,70.0
2002-01-01,86.0
2003-01-01,90.0
2004-01-01,94.0
2005-01-01,223.0
2006-01-01,236.0
2007-01-01,255.0
2008-01-01,128.0
2009-01-01,194.0
2010-01-01,233.0
2011-01-01,453.0
2012-01-01,398.0
2013-01-01,251.0
2014-01-01,247.0
2015-01-01,323.0
2016-01-01,329.0
2017-01-01,-221.0
2018-01-01,-42.0
2019-01-01,525.0
2020-01-01,508.0
2021-01-01,1190.0
2022-01-01,653.0
2023-01-01,665.0
2024-01-01,670.0
