Tarih,TP_YIYDYSEKTOR_YY28
2000-01-01,
2001-01-01,1440.0
2002-01-01,2034.0
2003-01-01,2209.0
2004-01-01,2382.0
2005-01-01,2437.0
2006-01-01,2539.0
2007-01-01,3250.0
2008-01-01,7012.0
2009-01-01,10656.0
2010-01-01,10547.0
2011-01-01,12740.0
2012-01-01,15810.0
2013-01-01,16996.0
2014-01-01,17714.0
2015-01-01,17862.0
2016-01-01,20947.0
2017-01-01,26066.0
2018-01-01,29368.0
2019-01-01,32127.0
2020-01-01,33313.0
2021-01-01,35553.0
2022-01-01,35648.0
2023-01-01,39107.0
2024-01-01,39503.0
