Tarih,TP_ODEAYRSUNUM6_Q110
2000-01-01,438.0
2000-02-01,28.0
2000-03-01,45.0
2000-04-01,13.0
2000-05-01,158.0
2000-06-01,153.0
2000-07-01,14.0
2000-08-01,114.0
2000-09-01,219.0
2000-10-01,125.0
2000-11-01,315.0
2000-12-01,85.0
2001-01-01,274.0
2001-02-01,1552.0
2001-03-01,48.0
2001-04-01,45.0
2001-05-01,11.0
2001-06-01,100.0
2001-07-01,212.0
2001-08-01,88.0
2001-09-01,254.0
2001-10-01,541.0
2001-11-01,132.0
2001-12-01,117.0
2002-01-01,10.0
2002-02-01,9.0
2002-03-01,21.0
2002-04-01,17.0
2002-05-01,94.0
2002-06-01,15.0
2002-07-01,17.0
2002-08-01,68.0
2002-09-01,38.0
2002-10-01,246.0
2002-11-01,22.0
2002-12-01,14.0
2003-01-01,51.0
2003-02-01,24.0
2003-03-01,53.0
2003-04-01,36.0
2003-05-01,49.0
2003-06-01,36.0
2003-07-01,24.0
2003-08-01,63.0
2003-09-01,20.0
2003-10-01,14.0
2003-11-01,197.0
2003-12-01,129.0
2004-01-01,53.0
2004-02-01,369.0
2004-03-01,31.0
2004-04-01,58.0
2004-05-01,69.0
2004-06-01,197.0
2004-07-01,31.0
2004-08-01,38.0
2004-09-01,126.0
2004-10-01,65.0
2004-11-01,40.0
2004-12-01,113.0
2005-01-01,81.0
2005-02-01,278.0
2005-03-01,127.0
2005-04-01,294.0
2005-05-01,118.0
2005-06-01,208.0
2005-07-01,1037.0
2005-08-01,517.0
2005-09-01,727.0
2005-10-01,46.0
2005-11-01,3026.0
2005-12-01,2076.0
2006-01-01,110.0
2006-02-01,160.0
2006-03-01,94.0
2006-04-01,347.0
2006-05-01,6571.0
2006-06-01,362.0
2006-07-01,133.0
2006-08-01,3116.0
2006-09-01,451.0
2006-10-01,2691.0
2006-11-01,2070.0
2006-12-01,1534.0
2007-01-01,6082.0
2007-02-01,1352.0
2007-03-01,845.0
2007-04-01,641.0
2007-05-01,688.0
2007-06-01,1266.0
2007-07-01,1651.0
2007-08-01,747.0
2007-09-01,1228.0
2007-10-01,658.0
2007-11-01,276.0
2007-12-01,3703.0
2008-01-01,825.0
2008-02-01,409.0
2008-03-01,2504.0
2008-04-01,753.0
2008-05-01,1852.0
2008-06-01,1997.0
2008-07-01,1203.0
2008-08-01,875.0
2008-09-01,1078.0
2008-10-01,1565.0
2008-11-01,694.0
2008-12-01,993.0
2009-01-01,1337.0
2009-02-01,285.0
2009-03-01,492.0
2009-04-01,518.0
2009-05-01,472.0
2009-06-01,366.0
2009-07-01,627.0
2009-08-01,525.0
2009-09-01,300.0
2009-10-01,262.0
2009-11-01,344.0
2009-12-01,738.0
2010-01-01,270.0
2010-02-01,352.0
2010-03-01,344.0
2010-04-01,175.0
2010-05-01,142.0
2010-06-01,267.0
2010-07-01,1074.0
2010-08-01,415.0
2010-09-01,382.0
2010-10-01,469.0
2010-11-01,598.0
2010-12-01,1768.0
2011-01-01,457.0
2011-02-01,772.0
2011-03-01,4411.0
2011-04-01,672.0
2011-05-01,579.0
2011-06-01,608.0
2011-07-01,2619.0
2011-08-01,772.0
2011-09-01,931.0
2011-10-01,409.0
2011-11-01,375.0
2011-12-01,3531.0
2012-01-01,720.0
2012-02-01,649.0
2012-03-01,2715.0
2012-04-01,473.0
2012-05-01,1374.0
2012-06-01,1185.0
2012-07-01,532.0
2012-08-01,569.0
2012-09-01,391.0
2012-10-01,391.0
2012-11-01,646.0
2012-12-01,1116.0
2013-01-01,615.0
2013-02-01,954.0
2013-03-01,527.0
2013-04-01,533.0
2013-05-01,807.0
2013-06-01,785.0
2013-07-01,2302.0
2013-08-01,323.0
2013-09-01,636.0
2013-10-01,408.0
2013-11-01,918.0
2013-12-01,1715.0
2014-01-01,813.0
2014-02-01,1149.0
2014-03-01,1064.0
2014-04-01,854.0
2014-05-01,331.0
2014-06-01,915.0
2014-07-01,823.0
2014-08-01,146.0
2014-09-01,382.0
2014-10-01,330.0
2014-11-01,722.0
2014-12-01,1103.0
2015-01-01,1496.0
2015-02-01,764.0
2015-03-01,1173.0
2015-04-01,251.0
2015-05-01,633.0
2015-06-01,618.0
2015-07-01,3092.0
2015-08-01,1579.0
2015-09-01,388.0
2015-10-01,311.0
2015-11-01,417.0
2015-12-01,1459.0
2016-01-01,505.0
2016-02-01,169.0
2016-03-01,592.0
2016-04-01,649.0
2016-05-01,384.0
2016-06-01,658.0
2016-07-01,800.0
2016-08-01,581.0
2016-09-01,359.0
2016-10-01,294.0
2016-11-01,547.0
2016-12-01,2041.0
2017-01-01,285.0
2017-02-01,229.0
2017-03-01,1735.0
2017-04-01,488.0
2017-05-01,924.0
2017-06-01,501.0
2017-07-01,455.0
2017-08-01,363.0
2017-09-01,247.0
2017-10-01,1042.0
2017-11-01,304.0
2017-12-01,828.0
2018-01-01,333.0
2018-02-01,274.0
2018-03-01,832.0
2018-04-01,227.0
2018-05-01,432.0
2018-06-01,797.0
2018-07-01,359.0
2018-08-01,606.0
2018-09-01,372.0
2018-10-01,526.0
2018-11-01,648.0
2018-12-01,1293.0
2019-01-01,615.0
2019-02-01,343.0
2019-03-01,838.0
2019-04-01,236.0
2019-05-01,434.0
2019-06-01,714.0
2019-07-01,564.0
2019-08-01,688.0
2019-09-01,361.0
2019-10-01,262.0
2019-11-01,275.0
2019-12-01,551.0
2020-01-01,589.0
2020-02-01,1233.0
2020-03-01,440.0
2020-04-01,279.0
2020-05-01,180.0
2020-06-01,195.0
2020-07-01,855.0
2020-08-01,241.0
2020-09-01,371.0
2020-10-01,97.0
2020-11-01,269.0
2020-12-01,1042.0
2021-01-01,143.0
2021-02-01,571.0
2021-03-01,358.0
2021-04-01,152.0
2021-05-01,226.0
2021-06-01,430.0
2021-07-01,1004.0
2021-08-01,1658.0
2021-09-01,1093.0
2021-10-01,365.0
2021-11-01,364.0
2021-12-01,784.0
2022-01-01,489.0
2022-02-01,214.0
2022-03-01,286.0
2022-04-01,772.0
2022-05-01,1609.0
2022-06-01,502.0
2022-07-01,388.0
2022-08-01,244.0
2022-09-01,670.0
2022-10-01,450.0
2022-11-01,942.0
2022-12-01,397.0
2023-01-01,277.0
2023-02-01,338.0
2023-03-01,499.0
2023-04-01,954.0
2023-05-01,342.0
2023-06-01,188.0
2023-07-01,558.0
2023-08-01,310.0
2023-09-01,214.0
2023-10-01,688.0
2023-11-01,666.0
2023-12-01,829.0
2024-01-01,420.0
2024-02-01,239.0
2024-03-01,623.0
2024-04-01,498.0
2024-05-01,611.0
2024-06-01,582.0
2024-07-01,614.0
2024-08-01,304.0
2024-09-01,441.0
2024-10-01,418.0
2024-11-01,723.0
2024-12-01,1222.0
2025-01-01,941.0
2025-02-01,417.0
2025-03-01,441.0
2025-04-01,441.0
2025-05-01,425.0
2025-06-01,1243.0
2025-07-01,2021.0
2025-08-01,1519.0
