Tarih,TP_ODEAYRSUNUM6_Q80
2000-01-01,65.0
2000-02-01,-103.0
2000-03-01,-76.0
2000-04-01,-14.0
2000-05-01,-15.0
2000-06-01,-77.0
2000-07-01,-48.0
2000-08-01,-22.0
2000-09-01,34.0
2000-10-01,7.0
2000-11-01,-21.0
2000-12-01,-164.0
2001-01-01,-12.0
2001-02-01,-93.0
2001-03-01,-103.0
2001-04-01,7.0
2001-05-01,-22.0
2001-06-01,-138.0
2001-07-01,-19.0
2001-08-01,12.0
2001-09-01,-16.0
2001-10-01,-29.0
2001-11-01,-116.0
2001-12-01,-165.0
2002-01-01,-31.0
2002-02-01,-190.0
2002-03-01,-91.0
2002-04-01,-15.0
2002-05-01,-64.0
2002-06-01,-127.0
2002-07-01,-71.0
2002-08-01,25.0
2002-09-01,-9.0
2002-10-01,-13.0
2002-11-01,-80.0
2002-12-01,-169.0
2003-01-01,-66.0
2003-02-01,-340.0
2003-03-01,-104.0
2003-04-01,-56.0
2003-05-01,-85.0
2003-06-01,-121.0
2003-07-01,-219.0
2003-08-01,11.0
2003-09-01,-21.0
2003-10-01,-59.0
2003-11-01,-103.0
2003-12-01,-44.0
2004-01-01,-296.0
2004-02-01,-272.0
2004-03-01,-72.0
2004-04-01,-2.0
2004-05-01,-68.0
2004-06-01,-101.0
2004-07-01,-179.0
2004-08-01,-39.0
2004-09-01,29.0
2004-10-01,-52.0
2004-11-01,-74.0
2004-12-01,-69.0
2005-01-01,-230.0
2005-02-01,-109.0
2005-03-01,-66.0
2005-04-01,-30.0
2005-05-01,-21.0
2005-06-01,-92.0
2005-07-01,-102.0
2005-08-01,0.0
2005-09-01,-96.0
2005-10-01,-1.0
2005-11-01,-29.0
2005-12-01,-148.0
2006-01-01,-181.0
2006-02-01,-170.0
2006-03-01,-74.0
2006-04-01,39.0
2006-05-01,42.0
2006-06-01,-110.0
2006-07-01,-70.0
2006-08-01,18.0
2006-09-01,-112.0
2006-10-01,6.0
2006-11-01,6.0
2006-12-01,-57.0
2007-01-01,-195.0
2007-02-01,-259.0
2007-03-01,-113.0
2007-04-01,241.0
2007-05-01,164.0
2007-06-01,-32.0
2007-07-01,-37.0
2007-08-01,84.0
2007-09-01,-120.0
2007-10-01,224.0
2007-11-01,366.0
2007-12-01,60.0
2008-01-01,172.0
2008-02-01,-117.0
2008-03-01,-22.0
2008-04-01,140.0
2008-05-01,221.0
2008-06-01,-41.0
2008-07-01,64.0
2008-08-01,24.0
2008-09-01,-9.0
2008-10-01,298.0
2008-11-01,253.0
2008-12-01,-12.0
2009-01-01,-40.0
2009-02-01,-224.0
2009-03-01,-29.0
2009-04-01,91.0
2009-05-01,194.0
2009-06-01,28.0
2009-07-01,-47.0
2009-08-01,54.0
2009-09-01,-5.0
2009-10-01,106.0
2009-11-01,128.0
2009-12-01,13.0
2010-01-01,-156.0
2010-02-01,-96.0
2010-03-01,-89.0
2010-04-01,13.0
2010-05-01,63.0
2010-06-01,23.0
2010-07-01,-142.0
2010-08-01,58.0
2010-09-01,-213.0
2010-10-01,36.0
2010-11-01,-35.0
2010-12-01,42.0
2011-01-01,-272.0
2011-02-01,-123.0
2011-03-01,-202.0
2011-04-01,14.0
2011-05-01,-40.0
2011-06-01,92.0
2011-07-01,-209.0
2011-08-01,3.0
2011-09-01,-175.0
2011-10-01,17.0
2011-11-01,-38.0
2011-12-01,33.0
