Tarih,TP_ODEAYRSUNUM6_Q85
2000-01-01,277.0
2000-02-01,328.0
2000-03-01,403.0
2000-04-01,296.0
2000-05-01,463.0
2000-06-01,529.0
2000-07-01,308.0
2000-08-01,356.0
2000-09-01,473.0
2000-10-01,365.0
2000-11-01,490.0
2000-12-01,537.0
2001-01-01,424.0
2001-02-01,531.0
2001-03-01,450.0
2001-04-01,478.0
2001-05-01,563.0
2001-06-01,432.0
2001-07-01,431.0
2001-08-01,379.0
2001-09-01,497.0
2001-10-01,568.0
2001-11-01,365.0
2001-12-01,379.0
2002-01-01,266.0
2002-02-01,492.0
2002-03-01,301.0
2002-04-01,344.0
2002-05-01,488.0
2002-06-01,250.0
2002-07-01,269.0
2002-08-01,502.0
2002-09-01,344.0
2002-10-01,275.0
2002-11-01,532.0
2002-12-01,332.0
2003-01-01,209.0
2003-02-01,471.0
2003-03-01,491.0
2003-04-01,310.0
2003-05-01,473.0
2003-06-01,304.0
2003-07-01,262.0
2003-08-01,523.0
2003-09-01,348.0
2003-10-01,309.0
2003-11-01,486.0
2003-12-01,358.0
2004-01-01,219.0
2004-02-01,411.0
2004-03-01,310.0
2004-04-01,261.0
2004-05-01,435.0
2004-06-01,280.0
2004-07-01,263.0
2004-08-01,577.0
2004-09-01,328.0
2004-10-01,308.0
2004-11-01,540.0
2004-12-01,380.0
2005-01-01,270.0
2005-02-01,497.0
2005-03-01,310.0
2005-04-01,329.0
2005-05-01,556.0
2005-06-01,351.0
2005-07-01,291.0
2005-08-01,652.0
2005-09-01,390.0
2005-10-01,420.0
2005-11-01,518.0
2005-12-01,426.0
2006-01-01,305.0
2006-02-01,509.0
2006-03-01,380.0
2006-04-01,457.0
2006-05-01,590.0
2006-06-01,454.0
2006-07-01,448.0
2006-08-01,660.0
2006-09-01,556.0
2006-10-01,559.0
2006-11-01,833.0
2006-12-01,570.0
2007-01-01,420.0
2007-02-01,517.0
2007-03-01,598.0
2007-04-01,568.0
2007-05-01,625.0
2007-06-01,662.0
2007-07-01,464.0
2007-08-01,687.0
2007-09-01,701.0
2007-10-01,734.0
2007-11-01,697.0
2007-12-01,804.0
2008-01-01,609.0
2008-02-01,685.0
2008-03-01,773.0
2008-04-01,649.0
2008-05-01,675.0
2008-06-01,776.0
2008-07-01,575.0
2008-08-01,724.0
2008-09-01,726.0
2008-10-01,828.0
2008-11-01,734.0
2008-12-01,912.0
2009-01-01,584.0
2009-02-01,572.0
2009-03-01,827.0
2009-04-01,683.0
2009-05-01,663.0
2009-06-01,694.0
2009-07-01,493.0
2009-08-01,568.0
2009-09-01,632.0
2009-10-01,523.0
2009-11-01,487.0
2009-12-01,680.0
2010-01-01,465.0
2010-02-01,478.0
2010-03-01,575.0
2010-04-01,431.0
2010-05-01,444.0
2010-06-01,520.0
2010-07-01,356.0
2010-08-01,396.0
2010-09-01,452.0
2010-10-01,434.0
2010-11-01,316.0
2010-12-01,635.0
2011-01-01,321.0
2011-02-01,336.0
2011-03-01,425.0
2011-04-01,446.0
2011-05-01,374.0
2011-06-01,517.0
2011-07-01,370.0
2011-08-01,440.0
2011-09-01,605.0
