Tarih,TP_ODEAYRSUNUM6_Q41
2000-01-01,106.0
2000-02-01,82.0
2000-03-01,96.0
2000-04-01,253.0
2000-05-01,503.0
2000-06-01,507.0
2000-07-01,841.0
2000-08-01,1088.0
2000-09-01,955.0
2000-10-01,895.0
2000-11-01,386.0
2000-12-01,211.0
2001-01-01,113.0
2001-02-01,69.0
2001-03-01,164.0
2001-04-01,429.0
2001-05-01,644.0
2001-06-01,743.0
2001-07-01,851.0
2001-08-01,1119.0
2001-09-01,1009.0
2001-10-01,754.0
2001-11-01,314.0
2001-12-01,143.0
2002-01-01,139.0
2002-02-01,113.0
2002-03-01,247.0
2002-04-01,279.0
2002-05-01,603.0
2002-06-01,647.0
2002-07-01,880.0
2002-08-01,1250.0
2002-09-01,1087.0
2002-10-01,862.0
2002-11-01,334.0
2002-12-01,158.0
2003-01-01,248.0
2003-02-01,139.0
2003-03-01,194.0
2003-04-01,338.0
2003-05-01,635.0
2003-06-01,856.0
2003-07-01,1505.0
2003-08-01,2676.0
2003-09-01,2204.0
2003-10-01,1309.0
2003-11-01,610.0
2003-12-01,337.0
2004-01-01,385.0
2004-02-01,221.0
2004-03-01,387.0
2004-04-01,617.0
2004-05-01,986.0
2004-06-01,1124.0
2004-07-01,1887.0
2004-08-01,2863.0
2004-09-01,2368.0
2004-10-01,1609.0
2004-11-01,675.0
2004-12-01,475.0
2005-01-01,449.0
2005-02-01,140.0
2005-03-01,552.0
2005-04-01,720.0
2005-05-01,1257.0
2005-06-01,1328.0
2005-07-01,2433.0
2005-08-01,3396.0
2005-09-01,2696.0
2005-10-01,1838.0
2005-11-01,758.0
2005-12-01,520.0
2006-01-01,421.0
2006-02-01,328.0
2006-03-01,485.0
2006-04-01,761.0
2006-05-01,1052.0
2006-06-01,1294.0
2006-07-01,2068.0
2006-08-01,3019.0
2006-09-01,2420.0
2006-10-01,1299.0
2006-11-01,746.0
2006-12-01,575.0
2007-01-01,494.0
2007-02-01,441.0
2007-03-01,617.0
