Tarih,TP_ODEAYRSUNUM6_Q84
2000-01-01,72.0
2000-02-01,75.0
2000-03-01,104.0
2000-04-01,66.0
2000-05-01,72.0
2000-06-01,122.0
2000-07-01,121.0
2000-08-01,78.0
2000-09-01,159.0
2000-10-01,81.0
2000-11-01,107.0
2000-12-01,111.0
2001-01-01,126.0
2001-02-01,102.0
2001-03-01,96.0
2001-04-01,110.0
2001-05-01,139.0
2001-06-01,72.0
2001-07-01,84.0
2001-08-01,102.0
2001-09-01,61.0
2001-10-01,78.0
2001-11-01,87.0
2001-12-01,82.0
2002-01-01,131.0
2002-02-01,71.0
2002-03-01,46.0
2002-04-01,43.0
2002-05-01,74.0
2002-06-01,69.0
2002-07-01,51.0
2002-08-01,45.0
2002-09-01,41.0
2002-10-01,53.0
2002-11-01,65.0
2002-12-01,95.0
2003-01-01,41.0
2003-02-01,55.0
2003-03-01,38.0
2003-04-01,42.0
2003-05-01,90.0
2003-06-01,106.0
2003-07-01,33.0
2003-08-01,32.0
2003-09-01,46.0
2003-10-01,40.0
2003-11-01,36.0
2003-12-01,75.0
2004-01-01,41.0
2004-02-01,64.0
2004-03-01,49.0
2004-04-01,39.0
2004-05-01,58.0
2004-06-01,64.0
2004-07-01,47.0
2004-08-01,52.0
2004-09-01,68.0
2004-10-01,62.0
2004-11-01,85.0
2004-12-01,68.0
2005-01-01,72.0
2005-02-01,46.0
2005-03-01,69.0
2005-04-01,34.0
2005-05-01,57.0
2005-06-01,92.0
2005-07-01,67.0
2005-08-01,85.0
2005-09-01,164.0
2005-10-01,93.0
2005-11-01,112.0
2005-12-01,114.0
2006-01-01,116.0
2006-02-01,87.0
2006-03-01,93.0
2006-04-01,77.0
2006-05-01,91.0
2006-06-01,133.0
2006-07-01,156.0
2006-08-01,120.0
2006-09-01,113.0
2006-10-01,151.0
2006-11-01,160.0
2006-12-01,156.0
2007-01-01,224.0
2007-02-01,170.0
2007-03-01,144.0
2007-04-01,150.0
2007-05-01,162.0
2007-06-01,213.0
2007-07-01,220.0
2007-08-01,162.0
2007-09-01,175.0
2007-10-01,191.0
2007-11-01,137.0
2007-12-01,210.0
2008-01-01,281.0
2008-02-01,125.0
2008-03-01,161.0
2008-04-01,228.0
2008-05-01,125.0
2008-06-01,194.0
2008-07-01,177.0
2008-08-01,122.0
2008-09-01,156.0
2008-10-01,173.0
2008-11-01,93.0
2008-12-01,187.0
2009-01-01,203.0
2009-02-01,107.0
2009-03-01,313.0
2009-04-01,96.0
2009-05-01,76.0
2009-06-01,243.0
2009-07-01,187.0
2009-08-01,79.0
2009-09-01,80.0
2009-10-01,132.0
2009-11-01,61.0
2009-12-01,108.0
2010-01-01,96.0
2010-02-01,51.0
2010-03-01,71.0
2010-04-01,66.0
2010-05-01,73.0
2010-06-01,104.0
2010-07-01,104.0
2010-08-01,118.0
2010-09-01,73.0
2010-10-01,92.0
2010-11-01,121.0
2010-12-01,125.0
2011-01-01,93.0
2011-02-01,57.0
2011-03-01,82.0
2011-04-01,72.0
2011-05-01,114.0
2011-06-01,139.0
2011-07-01,91.0
2011-08-01,80.0
2011-09-01,141.0
2011-10-01,85.0
2011-11-01,98.0
2011-12-01,155.0
2012-01-01,109.0
2012-02-01,153.0
2012-03-01,199.0
2012-04-01,106.0
2012-05-01,159.0
2012-06-01,251.0
2012-07-01,139.0
2012-08-01,92.0
2012-09-01,118.0
2012-10-01,90.0
2012-11-01,139.0
2012-12-01,499.0
2013-01-01,128.0
2013-02-01,118.0
2013-03-01,211.0
2013-04-01,104.0
2013-05-01,141.0
2013-06-01,184.0
2013-07-01,125.0
2013-08-01,133.0
2013-09-01,141.0
2013-10-01,128.0
2013-11-01,126.0
2013-12-01,239.0
2014-01-01,122.0
2014-02-01,119.0
2014-03-01,131.0
2014-04-01,111.0
2014-05-01,119.0
2014-06-01,190.0
2014-07-01,121.0
2014-08-01,114.0
2014-09-01,170.0
2014-10-01,120.0
2014-11-01,126.0
2014-12-01,223.0
2015-01-01,96.0
2015-02-01,102.0
2015-03-01,133.0
2015-04-01,104.0
2015-05-01,123.0
2015-06-01,198.0
2015-07-01,242.0
2015-08-01,104.0
2015-09-01,142.0
2015-10-01,121.0
2015-11-01,129.0
2015-12-01,228.0
2016-01-01,114.0
2016-02-01,105.0
2016-03-01,225.0
2016-04-01,128.0
2016-05-01,202.0
2016-06-01,284.0
2016-07-01,133.0
2016-08-01,147.0
2016-09-01,168.0
2016-10-01,147.0
2016-11-01,203.0
2016-12-01,286.0
2017-01-01,174.0
2017-02-01,167.0
2017-03-01,200.0
2017-04-01,146.0
2017-05-01,202.0
2017-06-01,309.0
2017-07-01,168.0
2017-08-01,143.0
2017-09-01,222.0
2017-10-01,156.0
2017-11-01,180.0
2017-12-01,288.0
2018-01-01,211.0
2018-02-01,150.0
2018-03-01,223.0
2018-04-01,153.0
2018-05-01,301.0
2018-06-01,280.0
2018-07-01,206.0
2018-08-01,182.0
2018-09-01,220.0
2018-10-01,230.0
2018-11-01,254.0
2018-12-01,334.0
2019-01-01,218.0
2019-02-01,188.0
2019-03-01,246.0
2019-04-01,216.0
2019-05-01,320.0
2019-06-01,324.0
2019-07-01,223.0
2019-08-01,166.0
2019-09-01,261.0
2019-10-01,232.0
2019-11-01,299.0
2019-12-01,417.0
2020-01-01,230.0
2020-02-01,155.0
2020-03-01,190.0
2020-04-01,155.0
2020-05-01,241.0
2020-06-01,256.0
2020-07-01,127.0
2020-08-01,239.0
2020-09-01,145.0
2020-10-01,144.0
2020-11-01,239.0
2020-12-01,303.0
2021-01-01,123.0
2021-02-01,174.0
2021-03-01,213.0
2021-04-01,151.0
2021-05-01,346.0
2021-06-01,201.0
2021-07-01,149.0
2021-08-01,167.0
2021-09-01,232.0
2021-10-01,158.0
2021-11-01,290.0
2021-12-01,364.0
2022-01-01,147.0
2022-02-01,199.0
2022-03-01,178.0
2022-04-01,130.0
2022-05-01,269.0
2022-06-01,250.0
2022-07-01,136.0
2022-08-01,222.0
2022-09-01,186.0
2022-10-01,214.0
2022-11-01,389.0
2022-12-01,650.0
2023-01-01,181.0
2023-02-01,312.0
2023-03-01,325.0
2023-04-01,237.0
2023-05-01,458.0
2023-06-01,454.0
2023-07-01,315.0
2023-08-01,433.0
2023-09-01,538.0
2023-10-01,437.0
2023-11-01,648.0
2023-12-01,763.0
2024-01-01,327.0
2024-02-01,474.0
2024-03-01,513.0
2024-04-01,375.0
2024-05-01,666.0
2024-06-01,611.0
2024-07-01,495.0
2024-08-01,536.0
2024-09-01,555.0
2024-10-01,511.0
2024-11-01,636.0
2024-12-01,687.0
2025-01-01,455.0
2025-02-01,519.0
2025-03-01,604.0
2025-04-01,452.0
2025-05-01,736.0
2025-06-01,811.0
2025-07-01,491.0
2025-08-01,514.0
