Tarih,TP_ODEAYRSUNUM6_Q12
2000-01-01,3041.0
2000-02-01,3693.0
2000-03-01,3900.0
2000-04-01,4171.0
2000-05-01,4316.0
2000-06-01,4657.0
2000-07-01,4386.0
2000-08-01,4554.0
2000-09-01,4317.0
2000-10-01,4699.0
2000-11-01,5075.0
2000-12-01,4173.0
2001-01-01,3785.0
2001-02-01,3267.0
2001-03-01,2857.0
2001-04-01,2774.0
2001-05-01,3214.0
2001-06-01,2972.0
2001-07-01,3068.0
2001-08-01,3112.0
2001-09-01,2959.0
2001-10-01,2909.0
2001-11-01,3163.0
2001-12-01,3023.0
2002-01-01,3061.0
2002-02-01,2719.0
2002-03-01,3388.0
2002-04-01,3700.0
2002-05-01,3880.0
2002-06-01,3549.0
2002-07-01,4111.0
2002-08-01,3823.0
2002-09-01,4009.0
2002-10-01,4166.0
2002-11-01,4448.0
2002-12-01,4847.0
2003-01-01,4064.0
2003-02-01,3793.0
2003-03-01,5219.0
2003-04-01,4772.0
2003-05-01,4991.0
2003-06-01,5191.0
2003-07-01,5617.0
2003-08-01,5298.0
2003-09-01,5612.0
2003-10-01,5998.0
2003-11-01,4917.0
2003-12-01,7813.0
2004-01-01,5704.0
2004-02-01,5525.0
2004-03-01,7607.0
2004-04-01,7090.0
2004-05-01,7194.0
2004-06-01,7613.0
2004-07-01,7589.0
2004-08-01,7036.0
2004-09-01,7669.0
2004-10-01,7351.0
2004-11-01,7915.0
2004-12-01,9480.0
2005-01-01,6550.0
2005-02-01,7445.0
2005-03-01,9169.0
2005-04-01,8765.0
2005-05-01,9067.0
2005-06-01,9153.0
2005-07-01,8719.0
2005-08-01,9431.0
2005-09-01,9559.0
2005-10-01,9525.0
2005-11-01,9158.0
2005-12-01,11018.0
2006-01-01,7786.0
2006-02-01,9187.0
2006-03-01,10931.0
2006-04-01,10838.0
2006-05-01,11581.0
2006-06-01,11894.0
2006-07-01,11209.0
2006-08-01,11454.0
2006-09-01,11226.0
2006-10-01,10543.0
2006-11-01,11984.0
2006-12-01,12057.0
2007-01-01,9893.0
2007-02-01,10743.0
2007-03-01,12405.0
2007-04-01,12131.0
2007-05-01,13635.0
2007-06-01,12922.0
2007-07-01,13437.0
2007-08-01,13407.0
2007-09-01,13352.0
2007-10-01,14519.0
2007-11-01,15455.0
2007-12-01,14985.0
2008-01-01,15297.0
2008-02-01,14782.0
2008-03-01,16290.0
2008-04-01,17009.0
2008-05-01,18021.0
2008-06-01,18056.0
2008-07-01,19371.0
2008-08-01,16892.0
2008-09-01,16289.0
2008-10-01,14494.0
2008-11-01,11446.0
2008-12-01,10885.0
2009-01-01,8731.0
2009-02-01,8620.0
2009-03-01,9984.0
2009-04-01,9559.0
2009-05-01,10444.0
2009-06-01,11828.0
2009-07-01,11933.0
2009-08-01,11908.0
2009-09-01,11749.0
2009-10-01,11867.0
2009-11-01,12082.0
2009-12-01,14157.0
2010-01-01,11157.0
2010-02-01,11164.0
2010-03-01,14218.0
2010-04-01,13982.0
2010-05-01,14023.0
2010-06-01,14471.0
2010-07-01,14643.0
2010-08-01,14415.0
2010-09-01,14875.0
2010-10-01,16110.0
2010-11-01,16226.0
2010-12-01,19510.0
2011-01-01,15490.0
2011-02-01,16411.0
2011-03-01,20550.0
2011-04-01,19899.0
2011-05-01,20184.0
2011-06-01,20507.0
2011-07-01,19681.0
2011-08-01,17928.0
2011-09-01,18897.0
2011-10-01,18432.0
2011-11-01,17778.0
2011-12-01,19543.0
2012-01-01,16594.0
2012-02-01,16855.0
2012-03-01,19659.0
2012-04-01,18007.0
2012-05-01,19715.0
2012-06-01,18293.0
2012-07-01,18038.0
2012-08-01,17413.0
2012-09-01,18782.0
2012-10-01,17892.0
2012-11-01,19747.0
2012-12-01,18684.0
2013-01-01,18007.0
2013-02-01,18394.0
2013-03-01,19324.0
2013-04-01,20102.0
2013-05-01,20604.0
2013-06-01,18672.0
2013-07-01,21257.0
2013-08-01,17666.0
2013-09-01,20049.0
2013-10-01,18822.0
2013-11-01,20074.0
2013-12-01,21183.0
2014-01-01,18824.0
2014-02-01,17777.0
2014-03-01,20059.0
2014-04-01,20095.0
2014-05-01,19816.0
2014-06-01,19461.0
2014-07-01,19707.0
2014-08-01,19185.0
2014-09-01,19752.0
2014-10-01,18733.0
2014-11-01,18777.0
2014-12-01,20571.0
2015-01-01,16056.0
2015-02-01,16787.0
2015-03-01,18373.0
2015-04-01,17620.0
2015-05-01,17312.0
2015-06-01,17659.0
2015-07-01,17503.0
2015-08-01,15138.0
2015-09-01,14997.0
2015-10-01,16370.0
2015-11-01,15303.0
2015-12-01,17330.0
2016-01-01,12679.0
2016-02-01,15066.0
2016-03-01,17118.0
2016-04-01,15262.0
2016-05-01,16250.0
2016-06-01,18367.0
2016-07-01,14166.0
2016-08-01,15621.0
2016-09-01,14470.0
2016-10-01,15220.0
2016-11-01,15709.0
2016-12-01,16181.0
2017-01-01,14867.0
2017-02-01,14655.0
2017-03-01,17111.0
2017-04-01,15917.0
2017-05-01,18238.0
2017-06-01,16751.0
2017-07-01,18212.0
2017-08-01,17446.0
2017-09-01,18483.0
2017-10-01,19864.0
2017-11-01,19274.0
2017-12-01,20394.0
2018-01-01,18814.0
2018-02-01,17891.0
2018-03-01,19603.0
2018-04-01,18762.0
2018-05-01,20431.0
2018-06-01,17974.0
2018-07-01,19231.0
2018-08-01,14495.0
2018-09-01,15644.0
2018-10-01,15159.0
2018-11-01,14945.0
2018-12-01,15385.0
2019-01-01,14701.0
2019-02-01,14461.0
2019-03-01,16066.0
2019-04-01,16133.0
2019-05-01,16935.0
2019-06-01,13714.0
2019-07-01,17494.0
2019-08-01,14077.0
2019-09-01,15224.0
2019-10-01,15850.0
2019-11-01,15535.0
2019-12-01,17522.0
2020-01-01,16432.0
2020-02-01,15276.0
2020-03-01,16019.0
2020-04-01,12082.0
2020-05-01,10964.0
2020-06-01,13063.0
2020-07-01,14759.0
2020-08-01,13543.0
2020-09-01,16335.0
2020-10-01,16508.0
2020-11-01,17235.0
2020-12-01,18853.0
2021-01-01,15328.0
2021-02-01,16973.0
2021-03-01,21017.0
2021-04-01,19863.0
2021-05-01,19234.0
2021-06-01,20890.0
2021-07-01,19386.0
2021-08-01,21342.0
2021-09-01,21626.0
2021-10-01,20474.0
2021-11-01,25214.0
2021-12-01,27148.0
2022-01-01,25569.0
2022-02-01,25742.0
2022-03-01,28090.0
2022-04-01,27277.0
2022-05-01,26409.0
2022-06-01,28446.0
2022-07-01,26027.0
2022-08-01,28393.0
2022-09-01,27691.0
2022-10-01,24354.0
2022-11-01,26287.0
2022-12-01,28213.0
2023-01-01,26879.0
2023-02-01,24914.0
2023-03-01,28042.0
2023-04-01,24833.0
2023-05-01,28893.0
2023-06-01,22054.0
2023-07-01,27371.0
2023-08-01,24975.0
2023-09-01,23505.0
2023-10-01,25386.0
2023-11-01,24847.0
2023-12-01,25565.0
2024-01-01,23025.0
2024-02-01,24355.0
2024-03-01,25695.0
2024-04-01,24834.0
2024-05-01,26150.0
2024-06-01,21696.0
2024-07-01,26026.0
2024-08-01,23315.0
2024-09-01,23542.0
2024-10-01,25160.0
2024-11-01,25061.0
2024-12-01,27477.0
2025-01-01,25156.0
2025-02-01,24510.0
2025-03-01,26681.0
2025-04-01,28235.0
2025-05-01,26966.0
2025-06-01,25305.0
2025-07-01,28297.0
2025-08-01,23046.0
