Tarih,TP_ODEAYRSUNUM6_Q9
2000-01-01,2123.0
2000-02-01,2264.0
2000-03-01,2317.0
2000-04-01,2439.0
2000-05-01,2338.0
2000-06-01,2326.0
2000-07-01,2288.0
2000-08-01,2044.0
2000-09-01,2403.0
2000-10-01,2245.0
2000-11-01,2499.0
2000-12-01,2489.0
2001-01-01,2236.0
2001-02-01,2516.0
2001-03-01,2546.0
2001-04-01,2616.0
2001-05-01,2885.0
2001-06-01,2562.0
2001-07-01,2484.0
2001-08-01,2579.0
2001-09-01,2596.0
2001-10-01,2812.0
2001-11-01,2842.0
2001-12-01,2660.0
2002-01-01,2607.0
2002-02-01,2384.0
2002-03-01,2919.0
2002-04-01,2743.0
2002-05-01,3000.0
2002-06-01,2771.0
2002-07-01,3104.0
2002-08-01,2976.0
2002-09-01,3218.0
2002-10-01,3501.0
2002-11-01,3594.0
2002-12-01,3242.0
2003-01-01,3534.0
2003-02-01,2924.0
2003-03-01,3908.0
2003-04-01,3662.0
2003-05-01,3860.0
2003-06-01,3796.0
2003-07-01,4236.0
2003-08-01,3829.0
2003-09-01,4115.0
2003-10-01,4824.0
2003-11-01,3970.0
2003-12-01,4595.0
2004-01-01,4620.0
2004-02-01,3665.0
2004-03-01,5218.0
2004-04-01,5073.0
2004-05-01,5170.0
2004-06-01,5284.0
2004-07-01,5632.0
2004-08-01,4707.0
2004-09-01,5656.0
2004-10-01,5867.0
2004-11-01,5734.0
2004-12-01,6541.0
2005-01-01,4997.0
2005-02-01,5652.0
2005-03-01,6592.0
2005-04-01,6128.0
2005-05-01,5977.0
2005-06-01,6039.0
2005-07-01,5763.0
2005-08-01,5553.0
2005-09-01,6814.0
2005-10-01,6772.0
2005-11-01,5943.0
2005-12-01,7246.0
2006-01-01,5133.0
2006-02-01,6058.0
2006-03-01,7411.0
2006-04-01,6456.0
2006-05-01,7042.0
2006-06-01,7816.0
2006-07-01,7067.0
2006-08-01,6811.0
2006-09-01,7607.0
2006-10-01,6889.0
2006-11-01,8641.0
2006-12-01,8604.0
2007-01-01,6565.0
2007-02-01,7657.0
2007-03-01,8958.0
2007-04-01,8313.0
2007-05-01,9147.0
2007-06-01,8980.0
2007-07-01,8938.0
2007-08-01,8737.0
2007-09-01,9039.0
2007-10-01,9895.0
2007-11-01,11319.0
2007-12-01,9724.0
2008-01-01,10632.0
2008-02-01,11078.0
2008-03-01,11429.0
2008-04-01,11364.0
2008-05-01,12478.0
2008-06-01,11771.0
2008-07-01,12595.0
2008-08-01,11047.0
2008-09-01,12793.0
2008-10-01,9723.0
2008-11-01,9396.0
2008-12-01,7722.0
2009-01-01,7884.0
2009-02-01,8435.0
2009-03-01,8155.0
2009-04-01,7562.0
2009-05-01,7346.0
2009-06-01,8330.0
2009-07-01,9056.0
2009-08-01,7840.0
2009-09-01,8481.0
2009-10-01,10096.0
2009-11-01,8903.0
2009-12-01,10055.0
2010-01-01,7829.0
2010-02-01,8263.0
2010-03-01,9886.0
2010-04-01,9396.0
2010-05-01,9800.0
2010-06-01,9543.0
2010-07-01,9565.0
2010-08-01,8523.0
2010-09-01,8909.0
2010-10-01,10964.0
2010-11-01,9382.0
2010-12-01,11823.0
2011-01-01,9551.0
2011-02-01,10059.0
2011-03-01,11811.0
2011-04-01,11873.0
2011-05-01,10943.0
2011-06-01,11350.0
2011-07-01,11860.0
2011-08-01,11245.0
2011-09-01,10751.0
2011-10-01,11907.0
2011-11-01,11079.0
2011-12-01,12477.0
