Tarih,TP_ODEAYRSUNUM6_Q78
2000-01-01,1.0
2000-02-01,5.0
2000-03-01,209.0
2000-04-01,12.0
2000-05-01,10.0
2000-06-01,4.0
2000-07-01,21.0
2000-08-01,2.0
2000-09-01,4.0
2000-10-01,12.0
2000-11-01,17.0
2000-12-01,71.0
2001-01-01,20.0
2001-02-01,5.0
2001-03-01,148.0
2001-04-01,76.0
2001-05-01,9.0
2001-06-01,3.0
2001-07-01,43.0
2001-08-01,2.0
2001-09-01,9.0
2001-10-01,39.0
2001-11-01,1.0
2001-12-01,6.0
2002-01-01,1.0
2002-02-01,4.0
2002-03-01,62.0
2002-04-01,18.0
2002-05-01,1.0
2002-06-01,155.0
2002-07-01,32.0
2002-08-01,0.0
2002-09-01,4.0
2002-10-01,3.0
2002-11-01,2.0
2002-12-01,11.0
2003-01-01,8.0
2003-02-01,2.0
2003-03-01,144.0
2003-04-01,10.0
2003-05-01,3.0
2003-06-01,5.0
2003-07-01,3.0
2003-08-01,2.0
2003-09-01,15.0
2003-10-01,2.0
2003-11-01,0.0
2003-12-01,9.0
2004-01-01,40.0
2004-02-01,29.0
2004-03-01,72.0
2004-04-01,10.0
2004-05-01,3.0
2004-06-01,2.0
2004-07-01,3.0
2004-08-01,5.0
2004-09-01,8.0
2004-10-01,3.0
2004-11-01,3.0
2004-12-01,66.0
2005-01-01,20.0
2005-02-01,2.0
2005-03-01,26.0
2005-04-01,15.0
2005-05-01,73.0
2005-06-01,23.0
2005-07-01,1.0
2005-08-01,1.0
2005-09-01,25.0
2005-10-01,9.0
2005-11-01,4.0
2005-12-01,2.0
2006-01-01,11.0
2006-02-01,1.0
2006-03-01,25.0
2006-04-01,33.0
2006-05-01,2.0
2006-06-01,13.0
2006-07-01,9.0
2006-08-01,3.0
2006-09-01,23.0
2006-10-01,6.0
2006-11-01,1.0
2006-12-01,2.0
2007-01-01,9.0
2007-02-01,6.0
2007-03-01,7.0
2007-04-01,2.0
2007-05-01,49.0
2007-06-01,1.0
2007-07-01,2.0
2007-08-01,19.0
2007-09-01,1.0
2007-10-01,3.0
2007-11-01,2.0
2007-12-01,7.0
2008-01-01,2.0
2008-02-01,5.0
2008-03-01,63.0
2008-04-01,20.0
2008-05-01,4.0
2008-06-01,18.0
2008-07-01,13.0
2008-08-01,1.0
2008-09-01,5.0
