Tarih,TP_ODEAYRSUNUM6_Q7
2000-01-01,-736.0
2000-02-01,-1188.0
2000-03-01,-1347.0
2000-04-01,-1480.0
2000-05-01,-1778.0
2000-06-01,-2134.0
2000-07-01,-1838.0
2000-08-01,-2254.0
2000-09-01,-1611.0
2000-10-01,-2110.0
2000-11-01,-2246.0
2000-12-01,-1435.0
2001-01-01,-1328.0
2001-02-01,-440.0
2001-03-01,-17.0
2001-04-01,173.0
2001-05-01,-91.0
2001-06-01,-175.0
2001-07-01,-339.0
2001-08-01,-222.0
2001-09-01,-59.0
2001-10-01,236.0
2001-11-01,-11.0
2001-12-01,-127.0
2002-01-01,-209.0
2002-02-01,22.0
2002-03-01,-71.0
2002-04-01,-540.0
2002-05-01,-531.0
2002-06-01,-496.0
2002-07-01,-691.0
2002-08-01,-393.0
2002-09-01,-311.0
2002-10-01,-175.0
2002-11-01,-411.0
2002-12-01,-1229.0
2003-01-01,-305.0
2003-02-01,-521.0
2003-03-01,-938.0
2003-04-01,-745.0
2003-05-01,-701.0
2003-06-01,-1003.0
2003-07-01,-1021.0
2003-08-01,-992.0
2003-09-01,-985.0
2003-10-01,-576.0
2003-11-01,-489.0
2003-12-01,-2691.0
2004-01-01,-708.0
2004-02-01,-1495.0
2004-03-01,-1953.0
2004-04-01,-1525.0
2004-05-01,-1525.0
2004-06-01,-1890.0
2004-07-01,-1599.0
2004-08-01,-1844.0
2004-09-01,-1524.0
2004-10-01,-1015.0
2004-11-01,-1770.0
2004-12-01,-2481.0
2005-01-01,-1256.0
2005-02-01,-1445.0
2005-03-01,-2184.0
2005-04-01,-2202.0
2005-05-01,-2641.0
2005-06-01,-2707.0
2005-07-01,-2662.0
2005-08-01,-3473.0
2005-09-01,-2299.0
2005-10-01,-2297.0
2005-11-01,-2776.0
2005-12-01,-3384.0
2006-01-01,-2332.0
2006-02-01,-2742.0
2006-03-01,-2995.0
2006-04-01,-3842.0
2006-05-01,-3976.0
2006-06-01,-3600.0
2006-07-01,-3593.0
2006-08-01,-3766.0
2006-09-01,-2764.0
2006-10-01,-2943.0
2006-11-01,-2502.0
2006-12-01,-2660.0
2007-01-01,-2871.0
2007-02-01,-2602.0
2007-03-01,-2851.0
2007-04-01,-3157.0
2007-05-01,-3695.0
2007-06-01,-3234.0
2007-07-01,-3915.0
2007-08-01,-3991.0
2007-09-01,-3869.0
2007-10-01,-3995.0
2007-11-01,-3605.0
2007-12-01,-4706.0
2008-01-01,-5044.0
2008-02-01,-3797.0
