Tarih,TP_ODEAYRSUNUM6_Q76
2000-01-01,297.0
2000-02-01,595.0
2000-03-01,579.0
2000-04-01,441.0
2000-05-01,627.0
2000-06-01,694.0
2000-07-01,466.0
2000-08-01,536.0
2000-09-01,547.0
2000-10-01,504.0
2000-11-01,726.0
2000-12-01,826.0
2001-01-01,578.0
2001-02-01,837.0
2001-03-01,625.0
2001-04-01,596.0
2001-05-01,794.0
2001-06-01,735.0
2001-07-01,549.0
2001-08-01,479.0
2001-09-01,582.0
2001-10-01,701.0
2001-11-01,589.0
2001-12-01,688.0
2002-01-01,459.0
2002-02-01,873.0
2002-03-01,505.0
2002-04-01,464.0
2002-05-01,700.0
2002-06-01,526.0
2002-07-01,527.0
2002-08-01,605.0
2002-09-01,459.0
2002-10-01,467.0
2002-11-01,771.0
2002-12-01,684.0
2003-01-01,437.0
2003-02-01,996.0
2003-03-01,732.0
2003-04-01,568.0
2003-05-01,747.0
2003-06-01,577.0
2003-07-01,717.0
2003-08-01,663.0
2003-09-01,529.0
2003-10-01,515.0
2003-11-01,706.0
2003-12-01,616.0
2004-01-01,738.0
2004-02-01,877.0
2004-03-01,667.0
2004-04-01,583.0
2004-05-01,734.0
2004-06-01,581.0
2004-07-01,685.0
2004-08-01,781.0
2004-09-01,514.0
2004-10-01,520.0
2004-11-01,795.0
2004-12-01,785.0
2005-01-01,841.0
2005-02-01,1026.0
2005-03-01,601.0
2005-04-01,756.0
2005-05-01,886.0
2005-06-01,735.0
2005-07-01,722.0
2005-08-01,902.0
2005-09-01,754.0
2005-10-01,628.0
2005-11-01,753.0
2005-12-01,783.0
2006-01-01,759.0
2006-02-01,938.0
2006-03-01,677.0
2006-04-01,698.0
2006-05-01,887.0
2006-06-01,804.0
2006-07-01,802.0
2006-08-01,883.0
2006-09-01,912.0
2006-10-01,740.0
2006-11-01,1191.0
2006-12-01,813.0
2007-01-01,967.0
2007-02-01,1270.0
2007-03-01,986.0
2007-04-01,1012.0
2007-05-01,807.0
2007-06-01,952.0
2007-07-01,942.0
2007-08-01,937.0
2007-09-01,1234.0
2007-10-01,1123.0
2007-11-01,816.0
2007-12-01,1194.0
2008-01-01,1080.0
2008-02-01,1132.0
2008-03-01,1525.0
2008-04-01,1211.0
2008-05-01,1222.0
2008-06-01,1415.0
2008-07-01,1033.0
2008-08-01,920.0
2008-09-01,1121.0
2008-10-01,1169.0
2008-11-01,786.0
2008-12-01,1296.0
2009-01-01,894.0
2009-02-01,1375.0
2009-03-01,1203.0
2009-04-01,1096.0
2009-05-01,860.0
2009-06-01,1341.0
2009-07-01,876.0
2009-08-01,796.0
2009-09-01,1085.0
2009-10-01,770.0
2009-11-01,674.0
2009-12-01,921.0
2010-01-01,794.0
2010-02-01,849.0
2010-03-01,1225.0
2010-04-01,720.0
2010-05-01,639.0
2010-06-01,787.0
2010-07-01,805.0
2010-08-01,531.0
2010-09-01,832.0
2010-10-01,995.0
2010-11-01,644.0
2010-12-01,1037.0
2011-01-01,733.0
2011-02-01,623.0
2011-03-01,2064.0
2011-04-01,769.0
2011-05-01,699.0
2011-06-01,807.0
2011-07-01,760.0
2011-08-01,661.0
2011-09-01,946.0
2011-10-01,621.0
2011-11-01,512.0
2011-12-01,841.0
2012-01-01,772.0
2012-02-01,687.0
2012-03-01,1225.0
2012-04-01,982.0
2012-05-01,820.0
2012-06-01,774.0
2012-07-01,896.0
2012-08-01,638.0
2012-09-01,803.0
2012-10-01,773.0
2012-11-01,606.0
2012-12-01,1002.0
2013-01-01,761.0
2013-02-01,620.0
2013-03-01,1221.0
2013-04-01,875.0
2013-05-01,2298.0
2013-06-01,771.0
2013-07-01,845.0
2013-08-01,647.0
2013-09-01,995.0
2013-10-01,885.0
2013-11-01,504.0
2013-12-01,1309.0
2014-01-01,691.0
2014-02-01,797.0
2014-03-01,1426.0
2014-04-01,954.0
2014-05-01,763.0
2014-06-01,964.0
2014-07-01,847.0
2014-08-01,726.0
2014-09-01,1003.0
2014-10-01,817.0
2014-11-01,661.0
2014-12-01,1219.0
2015-01-01,614.0
2015-02-01,978.0
2015-03-01,1473.0
2015-04-01,1704.0
2015-05-01,886.0
2015-06-01,1089.0
2015-07-01,727.0
2015-08-01,645.0
2015-09-01,1040.0
2015-10-01,799.0
2015-11-01,794.0
2015-12-01,1102.0
2016-01-01,589.0
2016-02-01,838.0
2016-03-01,1085.0
2016-04-01,1342.0
2016-05-01,957.0
2016-06-01,1341.0
2016-07-01,756.0
2016-08-01,920.0
2016-09-01,1123.0
2016-10-01,938.0
2016-11-01,716.0
2016-12-01,1270.0
2017-01-01,628.0
2017-02-01,864.0
2017-03-01,1338.0
2017-04-01,1411.0
2017-05-01,1159.0
2017-06-01,1494.0
2017-07-01,788.0
2017-08-01,833.0
2017-09-01,1310.0
2017-10-01,1229.0
2017-11-01,1274.0
2017-12-01,1585.0
2018-01-01,738.0
2018-02-01,861.0
2018-03-01,1541.0
2018-04-01,1678.0
2018-05-01,1523.0
2018-06-01,1347.0
2018-07-01,807.0
2018-08-01,1038.0
2018-09-01,1317.0
2018-10-01,1404.0
2018-11-01,1587.0
2018-12-01,1441.0
2019-01-01,821.0
2019-02-01,868.0
2019-03-01,1414.0
2019-04-01,1447.0
2019-05-01,1783.0
2019-06-01,1510.0
2019-07-01,977.0
2019-08-01,1295.0
2019-09-01,1391.0
2019-10-01,1332.0
2019-11-01,1383.0
2019-12-01,1698.0
2020-01-01,608.0
2020-02-01,1024.0
2020-03-01,1335.0
2020-04-01,1313.0
2020-05-01,1291.0
2020-06-01,898.0
2020-07-01,519.0
2020-08-01,877.0
2020-09-01,1199.0
2020-10-01,918.0
2020-11-01,1161.0
2020-12-01,1048.0
2021-01-01,872.0
2021-02-01,1257.0
2021-03-01,1684.0
2021-04-01,1443.0
2021-05-01,1594.0
2021-06-01,1204.0
2021-07-01,838.0
2021-08-01,983.0
2021-09-01,1274.0
2021-10-01,1047.0
2021-11-01,1185.0
2021-12-01,1189.0
2022-01-01,585.0
2022-02-01,1046.0
2022-03-01,1783.0
2022-04-01,1159.0
2022-05-01,1257.0
2022-06-01,1188.0
2022-07-01,689.0
2022-08-01,988.0
2022-09-01,1179.0
2022-10-01,1057.0
2022-11-01,1329.0
2022-12-01,1425.0
2023-01-01,682.0
2023-02-01,1267.0
2023-03-01,1811.0
2023-04-01,1624.0
2023-05-01,2060.0
2023-06-01,1411.0
2023-07-01,1317.0
2023-08-01,1368.0
2023-09-01,1553.0
2023-10-01,1445.0
2023-11-01,2102.0
2023-12-01,1800.0
2024-01-01,1308.0
2024-02-01,1598.0
2024-03-01,2372.0
2024-04-01,1885.0
2024-05-01,2311.0
2024-06-01,1943.0
2024-07-01,1890.0
2024-08-01,2046.0
2024-09-01,1976.0
2024-10-01,1799.0
2024-11-01,2168.0
2024-12-01,2593.0
2025-01-01,2162.0
2025-02-01,1708.0
2025-03-01,2847.0
2025-04-01,2601.0
2025-05-01,2320.0
2025-06-01,2401.0
2025-07-01,2096.0
2025-08-01,1836.0
