Tarih,TP_ODEAYRSUNUM6_Q14
2000-01-01,-194.0
2000-02-01,-236.0
2000-03-01,-250.0
2000-04-01,-269.0
2000-05-01,-282.0
2000-06-01,-298.0
2000-07-01,-281.0
2000-08-01,-293.0
2000-09-01,-279.0
2000-10-01,-301.0
2000-11-01,-322.0
2000-12-01,-266.0
2001-01-01,-244.0
2001-02-01,-216.0
2001-03-01,-187.0
2001-04-01,-182.0
2001-05-01,-214.0
2001-06-01,-198.0
2001-07-01,-206.0
2001-08-01,-210.0
2001-09-01,-205.0
2001-10-01,-202.0
2001-11-01,-214.0
2001-12-01,-206.0
2002-01-01,-206.0
2002-02-01,-182.0
2002-03-01,-236.0
2002-04-01,-253.0
2002-05-01,-258.0
2002-06-01,-236.0
2002-07-01,-276.0
2002-08-01,-265.0
2002-09-01,-271.0
2002-10-01,-290.0
2002-11-01,-298.0
2002-12-01,-322.0
2003-01-01,-261.0
2003-02-01,-246.0
2003-03-01,-339.0
2003-04-01,-303.0
2003-05-01,-327.0
2003-06-01,-339.0
2003-07-01,-369.0
2003-08-01,-359.0
2003-09-01,-370.0
2003-10-01,-390.0
2003-11-01,-312.0
2003-12-01,-485.0
2004-01-01,-376.0
2004-02-01,-366.0
2004-03-01,-504.0
2004-04-01,-470.0
2004-05-01,-475.0
2004-06-01,-506.0
2004-07-01,-519.0
2004-08-01,-473.0
2004-09-01,-508.0
2004-10-01,-479.0
2004-11-01,-507.0
2004-12-01,-604.0
2005-01-01,-431.0
2005-02-01,-500.0
2005-03-01,-612.0
2005-04-01,-577.0
2005-05-01,-583.0
2005-06-01,-585.0
2005-07-01,-570.0
2005-08-01,-618.0
2005-09-01,-615.0
2005-10-01,-591.0
2005-11-01,-551.0
2005-12-01,-666.0
2006-01-01,-384.0
2006-02-01,-473.0
2006-03-01,-521.0
2006-04-01,-545.0
2006-05-01,-584.0
2006-06-01,-552.0
2006-07-01,-540.0
2006-08-01,-583.0
2006-09-01,-550.0
2006-10-01,-618.0
2006-11-01,-727.0
2006-12-01,-715.0
2007-01-01,-532.0
2007-02-01,-616.0
2007-03-01,-665.0
