Tarih,TP_ODEAYRSUNUM6_Q86
2000-01-01,217.0
2000-02-01,262.0
2000-03-01,322.0
2000-04-01,215.0
2000-05-01,380.0
2000-06-01,424.0
2000-07-01,239.0
2000-08-01,274.0
2000-09-01,353.0
2000-10-01,283.0
2000-11-01,401.0
2000-12-01,415.0
2001-01-01,279.0
2001-02-01,412.0
2001-03-01,333.0
2001-04-01,322.0
2001-05-01,462.0
2001-06-01,320.0
2001-07-01,295.0
2001-08-01,302.0
2001-09-01,415.0
2001-10-01,484.0
2001-11-01,319.0
2001-12-01,328.0
2002-01-01,232.0
2002-02-01,451.0
2002-03-01,256.0
2002-04-01,321.0
2002-05-01,467.0
2002-06-01,229.0
2002-07-01,240.0
2002-08-01,473.0
2002-09-01,315.0
2002-10-01,257.0
2002-11-01,494.0
2002-12-01,296.0
2003-01-01,186.0
2003-02-01,448.0
2003-03-01,454.0
2003-04-01,279.0
2003-05-01,458.0
2003-06-01,280.0
2003-07-01,233.0
2003-08-01,496.0
2003-09-01,323.0
2003-10-01,288.0
2003-11-01,463.0
2003-12-01,328.0
2004-01-01,197.0
2004-02-01,386.0
2004-03-01,280.0
2004-04-01,232.0
2004-05-01,416.0
2004-06-01,248.0
2004-07-01,214.0
2004-08-01,532.0
2004-09-01,293.0
2004-10-01,264.0
2004-11-01,506.0
2004-12-01,348.0
2005-01-01,236.0
2005-02-01,448.0
2005-03-01,284.0
2005-04-01,303.0
2005-05-01,513.0
2005-06-01,292.0
2005-07-01,244.0
2005-08-01,583.0
2005-09-01,340.0
2005-10-01,368.0
2005-11-01,481.0
2005-12-01,365.0
2006-01-01,258.0
2006-02-01,455.0
2006-03-01,339.0
2006-04-01,410.0
2006-05-01,507.0
2006-06-01,381.0
2006-07-01,387.0
2006-08-01,570.0
2006-09-01,473.0
2006-10-01,489.0
2006-11-01,771.0
2006-12-01,475.0
2007-01-01,350.0
2007-02-01,474.0
2007-03-01,535.0
2007-04-01,512.0
2007-05-01,587.0
2007-06-01,614.0
2007-07-01,409.0
2007-08-01,630.0
2007-09-01,611.0
2007-10-01,675.0
2007-11-01,643.0
2007-12-01,743.0
2008-01-01,559.0
2008-02-01,617.0
2008-03-01,735.0
2008-04-01,603.0
2008-05-01,630.0
2008-06-01,719.0
2008-07-01,525.0
2008-08-01,663.0
2008-09-01,670.0
2008-10-01,768.0
2008-11-01,685.0
2008-12-01,851.0
2009-01-01,533.0
2009-02-01,508.0
2009-03-01,747.0
2009-04-01,626.0
2009-05-01,618.0
2009-06-01,642.0
2009-07-01,446.0
2009-08-01,520.0
2009-09-01,593.0
2009-10-01,479.0
2009-11-01,450.0
2009-12-01,657.0
2010-01-01,440.0
2010-02-01,457.0
2010-03-01,553.0
2010-04-01,400.0
2010-05-01,425.0
2010-06-01,496.0
2010-07-01,321.0
2010-08-01,350.0
2010-09-01,423.0
2010-10-01,394.0
2010-11-01,293.0
2010-12-01,598.0
2011-01-01,274.0
2011-02-01,312.0
2011-03-01,378.0
2011-04-01,369.0
2011-05-01,333.0
2011-06-01,468.0
2011-07-01,315.0
2011-08-01,334.0
2011-09-01,522.0
2011-10-01,366.0
2011-11-01,296.0
2011-12-01,575.0
2012-01-01,347.0
2012-02-01,333.0
2012-03-01,380.0
2012-04-01,409.0
2012-05-01,327.0
2012-06-01,527.0
2012-07-01,339.0
2012-08-01,288.0
2012-09-01,397.0
2012-10-01,390.0
2012-11-01,297.0
2012-12-01,604.0
2013-01-01,308.0
2013-02-01,281.0
2013-03-01,408.0
2013-04-01,394.0
2013-05-01,516.0
2013-06-01,449.0
2013-07-01,328.0
2013-08-01,298.0
2013-09-01,398.0
2013-10-01,376.0
2013-11-01,261.0
2013-12-01,576.0
2014-01-01,279.0
2014-02-01,256.0
2014-03-01,401.0
2014-04-01,341.0
2014-05-01,325.0
2014-06-01,533.0
2014-07-01,263.0
2014-08-01,247.0
2014-09-01,384.0
2014-10-01,353.0
