Tarih,TP_ODEAYRSUNUM6_Q8
2000-01-01,2305.0
2000-02-01,2505.0
2000-03-01,2553.0
2000-04-01,2691.0
2000-05-01,2538.0
2000-06-01,2523.0
2000-07-01,2548.0
2000-08-01,2300.0
2000-09-01,2706.0
2000-10-01,2589.0
2000-11-01,2829.0
2000-12-01,2738.0
2001-01-01,2457.0
2001-02-01,2827.0
2001-03-01,2840.0
2001-04-01,2947.0
2001-05-01,3123.0
2001-06-01,2797.0
2001-07-01,2729.0
2001-08-01,2890.0
2001-09-01,2900.0
2001-10-01,3145.0
2001-11-01,3152.0
2001-12-01,2896.0
2002-01-01,2852.0
2002-02-01,2741.0
2002-03-01,3317.0
2002-04-01,3160.0
2002-05-01,3349.0
2002-06-01,3053.0
2002-07-01,3420.0
2002-08-01,3430.0
2002-09-01,3698.0
2002-10-01,3991.0
2002-11-01,4037.0
2002-12-01,3618.0
2003-01-01,3759.0
2003-02-01,3272.0
2003-03-01,4281.0
2003-04-01,4027.0
2003-05-01,4290.0
2003-06-01,4188.0
2003-07-01,4596.0
2003-08-01,4306.0
2003-09-01,4627.0
2003-10-01,5422.0
2003-11-01,4428.0
2003-12-01,5122.0
2004-01-01,4996.0
2004-02-01,4030.0
2004-03-01,5654.0
2004-04-01,5565.0
2004-05-01,5669.0
2004-06-01,5723.0
2004-07-01,5990.0
2004-08-01,5192.0
2004-09-01,6145.0
2004-10-01,6336.0
2004-11-01,6145.0
2004-12-01,6999.0
2005-01-01,5294.0
2005-02-01,6000.0
2005-03-01,6985.0
2005-04-01,6563.0
2005-05-01,6426.0
2005-06-01,6446.0
2005-07-01,6057.0
2005-08-01,5958.0
2005-09-01,7260.0
2005-10-01,7228.0
2005-11-01,6382.0
2005-12-01,7634.0
2006-01-01,5454.0
2006-02-01,6445.0
2006-03-01,7936.0
2006-04-01,6996.0
2006-05-01,7605.0
2006-06-01,8294.0
2006-07-01,7616.0
2006-08-01,7688.0
2006-09-01,8462.0
2006-10-01,7600.0
2006-11-01,9482.0
2006-12-01,9397.0
2007-01-01,7022.0
2007-02-01,8141.0
2007-03-01,9554.0
2007-04-01,8974.0
2007-05-01,9940.0
2007-06-01,9688.0
2007-07-01,9522.0
2007-08-01,9416.0
2007-09-01,9483.0
2007-10-01,10524.0
2007-11-01,11850.0
2007-12-01,10279.0
2008-01-01,10253.0
2008-02-01,10985.0
2008-03-01,11818.0
2008-04-01,11907.0
2008-05-01,13161.0
2008-06-01,12408.0
2008-07-01,13307.0
2008-08-01,11977.0
2008-09-01,13606.0
2008-10-01,10226.0
2008-11-01,9749.0
2008-12-01,7778.0
2009-01-01,7412.0
2009-02-01,7342.0
2009-03-01,7872.0
2009-04-01,7995.0
2009-05-01,7933.0
2009-06-01,8988.0
2009-07-01,9609.0
2009-08-01,8476.0
2009-09-01,8981.0
2009-10-01,10715.0
2009-11-01,9454.0
2009-12-01,10232.0
2010-01-01,8225.0
2010-02-01,8713.0
2010-03-01,10327.0
2010-04-01,9888.0
2010-05-01,9578.0
2010-06-01,9907.0
2010-07-01,10098.0
2010-08-01,9070.0
2010-09-01,9435.0
2010-10-01,11457.0
2010-11-01,9859.0
2010-12-01,12272.0
2011-01-01,10006.0
2011-02-01,10424.0
2011-03-01,12248.0
2011-04-01,12220.0
2011-05-01,11291.0
2011-06-01,11652.0
2011-07-01,12333.0
2011-08-01,12131.0
2011-09-01,11841.0
2011-10-01,12592.0
2011-11-01,11304.0
2011-12-01,12778.0
2012-01-01,10715.0
2012-02-01,11803.0
2012-03-01,13258.0
2012-04-01,12064.0
2012-05-01,12415.0
2012-06-01,12532.0
2012-07-01,11733.0
2012-08-01,11491.0
2012-09-01,12407.0
2012-10-01,13063.0
2012-11-01,14013.0
2012-12-01,13013.0
2013-01-01,12237.0
2013-02-01,13044.0
2013-03-01,14116.0
2013-04-01,13673.0
2013-05-01,14391.0
2013-06-01,13195.0
2013-07-01,13896.0
2013-08-01,12159.0
2013-09-01,13986.0
2013-10-01,13294.0
2013-11-01,15549.0
2013-12-01,14302.0
2014-01-01,13388.0
2014-02-01,13450.0
2014-03-01,14578.0
2014-04-01,14564.0
2014-05-01,14878.0
2014-06-01,13930.0
2014-07-01,14387.0
2014-08-01,12869.0
2014-09-01,14987.0
2014-10-01,14053.0
2014-11-01,14280.0
2014-12-01,14525.0
2015-01-01,11854.0
2015-02-01,11373.0
2015-03-01,12429.0
2015-04-01,12826.0
2015-05-01,11943.0
2015-06-01,12981.0
2015-07-01,12133.0
2015-08-01,11728.0
2015-09-01,11733.0
2015-10-01,13457.0
2015-11-01,12482.0
2015-12-01,12464.0
2016-01-01,9880.0
2016-02-01,11710.0
2016-03-01,12670.0
2016-04-01,12488.0
2016-05-01,11815.0
2016-06-01,12897.0
2016-07-01,9829.0
2016-08-01,12135.0
2016-09-01,11423.0
2016-10-01,13024.0
2016-11-01,13032.0
2016-12-01,13402.0
2017-01-01,11562.0
2017-02-01,12358.0
2017-03-01,14810.0
2017-04-01,12988.0
2017-05-01,13979.0
2017-06-01,13406.0
2017-07-01,12620.0
2017-08-01,13714.0
2017-09-01,12389.0
2017-10-01,14886.0
2017-11-01,14980.0
2017-12-01,14857.0
2018-01-01,13267.0
2018-02-01,13917.0
2018-03-01,16154.0
2018-04-01,14520.0
2018-05-01,15345.0
2018-06-01,13808.0
2018-07-01,14721.0
2018-08-01,12247.0
2018-09-01,14926.0
2018-10-01,16376.0
2018-11-01,16401.0
2018-12-01,14599.0
2019-01-01,13842.0
2019-02-01,14302.0
2019-03-01,16338.0
2019-04-01,15386.0
2019-05-01,16879.0
2019-06-01,11771.0
2019-07-01,15728.0
2019-08-01,13083.0
2019-09-01,15185.0
2019-10-01,16437.0
2019-11-01,16050.0
2019-12-01,15148.0
2020-01-01,14749.0
2020-02-01,14506.0
2020-03-01,13152.0
2020-04-01,8796.0
2020-05-01,9101.0
2020-06-01,12817.0
2020-07-01,14576.0
2020-08-01,11966.0
2020-09-01,15858.0
2020-10-01,16783.0
2020-11-01,15903.0
2020-12-01,17362.0
2021-01-01,14325.0
2021-02-01,15734.0
2021-03-01,18293.0
2021-04-01,18101.0
2021-05-01,16125.0
2021-06-01,19418.0
2021-07-01,16335.0
2021-08-01,18682.0
2021-09-01,20751.0
2021-10-01,20391.0
2021-11-01,20981.0
2021-12-01,22003.0
2022-01-01,17540.0
2022-02-01,19787.0
2022-03-01,22560.0
2022-04-01,23356.0
2022-05-01,18910.0
2022-06-01,23158.0
2022-07-01,18444.0
2022-08-01,20974.0
2022-09-01,22278.0
2022-10-01,20922.0
2022-11-01,21542.0
2022-12-01,22744.0
2023-01-01,19077.0
2023-02-01,18178.0
2023-03-01,22953.0
2023-04-01,18853.0
2023-05-01,21069.0
2023-06-01,19925.0
2023-07-01,19075.0
2023-08-01,20876.0
2023-09-01,21153.0
2023-10-01,21632.0
2023-11-01,21531.0
2023-12-01,22146.0
2024-01-01,19611.0
2024-02-01,20653.0
2024-03-01,22187.0
2024-04-01,18328.0
2024-05-01,22995.0
2024-06-01,18503.0
2024-07-01,21212.0
2024-08-01,21162.0
2024-09-01,21433.0
2024-10-01,23237.0
2024-11-01,21571.0
2024-12-01,22877.0
2025-01-01,20678.0
2025-02-01,20872.0
2025-03-01,22957.0
2025-04-01,20513.0
2025-05-01,23945.0
