Tarih,TP_SEKBIL5050_R
2000-01-01,
2001-01-01,
2002-01-01,
2003-01-01,
2004-01-01,
2005-01-01,
2006-01-01,
2007-01-01,
2008-01-01,
2009-01-01,-29498.7
2010-01-01,-68579.3
2011-01-01,-92883.6
2012-01-01,38638.4
2013-01-01,-153733.0
2014-01-01,-42662.6
2015-01-01,-180374.2
2016-01-01,-182916.2
2017-01-01,-166362.8
2018-01-01,-247486.9
2019-01-01,1600281.5
2020-01-01,-246184.8
2021-01-01,43252.5
2022-01-01,1776436.8
2023-01-01,3668616.0
