Tarih,TP_SEKBIL5050_15
2000-01-01,
2001-01-01,
2002-01-01,
2003-01-01,
2004-01-01,
2005-01-01,
2006-01-01,
2007-01-01,
2008-01-01,
2009-01-01,131257.0
2010-01-01,200356.8
2011-01-01,99647.2
2012-01-01,243937.0
2013-01-01,255929.6
2014-01-01,216548.4
2015-01-01,290149.6
2016-01-01,135127.5
2017-01-01,472958.0
2018-01-01,167289.0
2019-01-01,650652.2
2020-01-01,1013015.9
2021-01-01,1192804.9
2022-01-01,3610961.0
2023-01-01,4640990.9
