Tarih,TP_IYABGS2S_S18_X
2015-02-01,1106.0
2015-03-01,1120.0
2015-04-01,1073.0
2015-05-01,1121.0
2015-06-01,1130.0
2015-07-01,1103.0
2015-08-01,1104.0
2015-09-01,1104.0
2015-10-01,1101.0
2015-11-01,1108.0
2015-12-01,1100.0
2016-01-01,1068.0
2016-02-01,1065.0
2016-03-01,1066.0
2016-04-01,1053.0
2016-05-01,1044.0
2016-06-01,1045.0
2016-07-01,1052.0
2016-08-01,1042.0
2016-09-01,1027.0
2016-10-01,1025.0
2016-11-01,1029.0
2016-12-01,1046.0
2017-01-01,1028.0
2017-02-01,1040.0
2017-03-01,1060.0
2017-04-01,1016.0
2017-05-01,1072.0
2017-06-01,1074.0
2017-07-01,1073.0
2017-08-01,1077.0
2017-09-01,1069.0
2017-10-01,1066.0
2017-11-01,1058.0
2017-12-01,1067.0
2018-01-01,1052.0
2018-02-01,1064.0
2018-03-01,1055.0
2018-04-01,1067.0
2018-05-01,1074.0
2018-06-01,1053.0
2018-07-01,1049.0
2018-08-01,1036.0
2018-09-01,1050.0
2018-10-01,1048.0
2018-11-01,1043.0
2018-12-01,1030.0
2019-01-01,835.0
2019-02-01,833.0
2019-03-01,827.0
2019-04-01,827.0
2019-05-01,809.0
2019-06-01,810.0
2019-07-01,812.0
2019-08-01,863.0
2019-09-01,859.0
2019-10-01,858.0
2019-11-01,836.0
2019-12-01,850.0
2020-01-01,849.0
2020-02-01,842.0
2020-03-01,854.0
2020-04-01,807.0
2020-05-01,797.0
2020-06-01,797.0
2020-07-01,807.0
2020-08-01,823.0
2020-09-01,819.0
2020-10-01,807.0
2020-11-01,788.0
2020-12-01,802.0
2021-01-01,793.0
2021-02-01,819.0
2021-03-01,833.0
2021-04-01,804.0
2021-05-01,789.0
2021-06-01,808.0
2021-07-01,780.0
2021-08-01,784.0
2021-09-01,807.0
2021-10-01,791.0
2021-11-01,790.0
2021-12-01,812.0
2022-01-01,785.0
2022-02-01,793.0
2022-03-01,800.0
2022-04-01,787.0
2022-05-01,775.0
2022-06-01,786.0
2022-07-01,753.0
2022-08-01,781.0
2022-09-01,774.0
2022-10-01,769.0
2022-11-01,768.0
2022-12-01,769.0
2023-01-01,765.0
2023-02-01,758.0
2023-03-01,766.0
2023-04-01,771.0
2023-05-01,761.0
2023-06-01,771.0
2023-07-01,769.0
2023-08-01,758.0
2023-09-01,752.0
2023-10-01,761.0
2023-11-01,774.0
2023-12-01,756.0
2024-01-01,766.0
2024-02-01,759.0
2024-03-01,756.0
2024-04-01,755.0
2024-05-01,770.0
2024-06-01,754.0
2024-07-01,767.0
2024-08-01,760.0
2024-09-01,754.0
2024-10-01,769.0
2024-11-01,742.0
2024-12-01,745.0
2025-01-01,740.0
2025-02-01,749.0
2025-03-01,744.0
2025-04-01,741.0
2025-05-01,793.0
2025-06-01,781.0
2025-07-01,782.0
2025-08-01,769.0
2025-09-01,769.0
