Tarih,TP_IYABGS2S_S19_X
2015-01-01,1261.0
2015-02-01,1257.0
2015-03-01,1280.0
2015-04-01,1213.0
2015-05-01,1282.0
2015-06-01,1299.0
2015-07-01,1251.0
2015-08-01,1254.0
2015-09-01,1256.0
2015-10-01,1245.0
2015-11-01,1252.0
2015-12-01,1255.0
2016-01-01,1204.0
2016-02-01,1210.0
2016-03-01,1210.0
2016-04-01,1193.0
2016-05-01,1191.0
2016-06-01,1192.0
2016-07-01,1190.0
2016-08-01,1185.0
2016-09-01,1169.0
2016-10-01,1157.0
2016-11-01,1171.0
2016-12-01,1181.0
2017-01-01,1171.0
2017-02-01,1175.0
2017-03-01,1195.0
2017-04-01,1148.0
2017-05-01,1232.0
2017-06-01,1235.0
2017-07-01,1223.0
2017-08-01,1228.0
2017-09-01,1218.0
2017-10-01,1208.0
2017-11-01,1206.0
2017-12-01,1203.0
2018-01-01,1190.0
2018-02-01,1207.0
2018-03-01,1200.0
2018-04-01,1197.0
2018-05-01,1218.0
2018-06-01,1186.0
2018-07-01,1180.0
2018-08-01,1176.0
2018-09-01,1189.0
2018-10-01,1187.0
2018-11-01,1175.0
2018-12-01,1166.0
2019-01-01,922.0
2019-02-01,933.0
2019-03-01,925.0
2019-04-01,922.0
2019-05-01,909.0
2019-06-01,903.0
2019-07-01,905.0
2019-08-01,974.0
2019-09-01,963.0
2019-10-01,962.0
2019-11-01,961.0
2019-12-01,963.0
2020-01-01,955.0
2020-02-01,959.0
2020-03-01,967.0
2020-04-01,904.0
2020-05-01,909.0
2020-06-01,904.0
2020-07-01,912.0
2020-08-01,928.0
2020-09-01,917.0
2020-10-01,912.0
2020-11-01,887.0
2020-12-01,903.0
2021-01-01,878.0
2021-02-01,919.0
2021-03-01,939.0
2021-04-01,901.0
2021-05-01,900.0
2021-06-01,898.0
2021-07-01,865.0
2021-08-01,896.0
2021-09-01,906.0
2021-10-01,897.0
2021-11-01,892.0
2021-12-01,910.0
2022-01-01,883.0
2022-02-01,886.0
2022-03-01,908.0
2022-04-01,883.0
2022-05-01,859.0
2022-06-01,879.0
2022-07-01,841.0
2022-08-01,869.0
2022-09-01,868.0
2022-10-01,855.0
2022-11-01,861.0
2022-12-01,869.0
2023-01-01,858.0
2023-02-01,853.0
2023-03-01,863.0
2023-04-01,853.0
2023-05-01,862.0
2023-06-01,872.0
2023-07-01,846.0
2023-08-01,857.0
2023-09-01,853.0
2023-10-01,851.0
2023-11-01,870.0
2023-12-01,847.0
2024-01-01,843.0
2024-02-01,845.0
2024-03-01,839.0
2024-04-01,832.0
2024-05-01,854.0
2024-06-01,829.0
2024-07-01,835.0
2024-08-01,841.0
2024-09-01,834.0
2024-10-01,843.0
2024-11-01,834.0
2024-12-01,820.0
2025-01-01,812.0
2025-02-01,826.0
2025-03-01,811.0
2025-04-01,804.0
2025-05-01,863.0
2025-06-01,858.0
2025-07-01,853.0
2025-08-01,848.0
2025-09-01,850.0
