Tarih,TP_IYABGS2S_S17_X
2015-01-01,1275.0
2015-02-01,1272.0
2015-03-01,1283.0
2015-04-01,1231.0
2015-05-01,1289.0
2015-06-01,1298.0
2015-07-01,1270.0
2015-08-01,1268.0
2015-09-01,1255.0
2015-10-01,1250.0
2015-11-01,1250.0
2015-12-01,1256.0
2016-01-01,1217.0
2016-02-01,1218.0
2016-03-01,1225.0
2016-04-01,1215.0
2016-05-01,1191.0
2016-06-01,1204.0
2016-07-01,1194.0
2016-08-01,1188.0
2016-09-01,1178.0
2016-10-01,1164.0
2016-11-01,1172.0
2016-12-01,1178.0
2017-01-01,1172.0
2017-02-01,1173.0
2017-03-01,1198.0
2017-04-01,1160.0
2017-05-01,1238.0
2017-06-01,1229.0
2017-07-01,1230.0
2017-08-01,1226.0
2017-09-01,1219.0
2017-10-01,1221.0
2017-11-01,1197.0
2017-12-01,1200.0
2018-01-01,1197.0
2018-02-01,1196.0
2018-03-01,1204.0
2018-04-01,1211.0
2018-05-01,1219.0
2018-06-01,1188.0
2018-07-01,1186.0
2018-08-01,1163.0
2018-09-01,1182.0
2018-10-01,1180.0
2018-11-01,1162.0
2018-12-01,1163.0
2019-01-01,926.0
2019-02-01,922.0
2019-03-01,907.0
2019-04-01,908.0
2019-05-01,897.0
2019-06-01,897.0
2019-07-01,899.0
2019-08-01,959.0
2019-09-01,947.0
2019-10-01,948.0
2019-11-01,941.0
2019-12-01,946.0
2020-01-01,944.0
2020-02-01,950.0
2020-03-01,942.0
2020-04-01,884.0
2020-05-01,880.0
2020-06-01,860.0
2020-07-01,888.0
2020-08-01,892.0
2020-09-01,889.0
2020-10-01,881.0
2020-11-01,871.0
2020-12-01,885.0
2021-01-01,862.0
2021-02-01,898.0
2021-03-01,916.0
2021-04-01,893.0
2021-05-01,862.0
2021-06-01,867.0
2021-07-01,846.0
2021-08-01,872.0
2021-09-01,889.0
2021-10-01,881.0
2021-11-01,868.0
2021-12-01,892.0
2022-01-01,871.0
2022-02-01,862.0
2022-03-01,880.0
2022-04-01,871.0
2022-05-01,847.0
2022-06-01,851.0
2022-07-01,822.0
2022-08-01,849.0
2022-09-01,848.0
2022-10-01,843.0
2022-11-01,838.0
2022-12-01,844.0
2023-01-01,844.0
2023-02-01,824.0
2023-03-01,846.0
2023-04-01,843.0
2023-05-01,841.0
2023-06-01,852.0
2023-07-01,834.0
2023-08-01,837.0
2023-09-01,833.0
2023-10-01,844.0
2023-11-01,847.0
2023-12-01,819.0
2024-01-01,830.0
2024-02-01,815.0
2024-03-01,816.0
2024-04-01,822.0
2024-05-01,837.0
2024-06-01,818.0
2024-07-01,836.0
2024-08-01,820.0
2024-09-01,819.0
2024-10-01,837.0
2024-11-01,819.0
2024-12-01,812.0
2025-01-01,804.0
2025-02-01,809.0
2025-03-01,799.0
2025-04-01,800.0
2025-05-01,855.0
2025-06-01,839.0
2025-07-01,837.0
2025-08-01,833.0
2025-09-01,836.0
