Tarih,TP_IYABGS2S_S16_C
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,18.63453
2007-02-01,
2007-03-01,
2007-04-01,20.32972
2007-05-01,
2007-06-01,
2007-07-01,16.5791
2007-08-01,
2007-09-01,
2007-10-01,27.46158
2007-11-01,
2007-12-01,
2008-01-01,25.4412
2008-02-01,
2008-03-01,
2008-04-01,19.73725
2008-05-01,
2008-06-01,
2008-07-01,26.47878
2008-08-01,
2008-09-01,
2008-10-01,31.60589
2008-11-01,
2008-12-01,
2009-01-01,34.84038
2009-02-01,
2009-03-01,
2009-04-01,25.72587
2009-05-01,
2009-06-01,
2009-07-01,25.25937
2009-08-01,
2009-09-01,
2009-10-01,19.55312
2009-11-01,
2009-12-01,
2010-01-01,20.17076
2010-02-01,
2010-03-01,
2010-04-01,14.3414
2010-05-01,
2010-06-01,
2010-07-01,13.41972
2010-08-01,
2010-09-01,
2010-10-01,14.96239
2010-11-01,
2010-12-01,
2011-01-01,10.14251
2011-02-01,
2011-03-01,
2011-04-01,13.82589
2011-05-01,
2011-06-01,
2011-07-01,11.28937
2011-08-01,
2011-09-01,
2011-10-01,11.93338
2011-11-01,
2011-12-01,
2012-01-01,9.53043
2012-02-01,
2012-03-01,
2012-04-01,9.3458
2012-05-01,
2012-06-01,
2012-07-01,10.68575
2012-08-01,
2012-09-01,
2012-10-01,13.71692
2012-11-01,
2012-12-01,
2013-01-01,8.63711
2013-02-01,
2013-03-01,
2013-04-01,8.71201
2013-05-01,
2013-06-01,
2013-07-01,7.1661
2013-08-01,
2013-09-01,
2013-10-01,8.06277
2013-11-01,
2013-12-01,
2014-01-01,7.55359
2014-02-01,
2014-03-01,
2014-04-01,9.94841
2014-05-01,
2014-06-01,
2014-07-01,15.31033
2014-08-01,
2014-09-01,
2014-10-01,13.25009
2014-11-01,
2014-12-01,
2015-01-01,16.82232
2015-02-01,
2015-03-01,
2015-04-01,19.06654
2015-05-01,
2015-06-01,
2015-07-01,11.09952
2015-08-01,
2015-09-01,
2015-10-01,16.83193
2015-11-01,
2015-12-01,
2016-01-01,19.00795
2016-02-01,
2016-03-01,
2016-04-01,18.00988
2016-05-01,
2016-06-01,
2016-07-01,15.7055
2016-08-01,
2016-09-01,
2016-10-01,12.8326
2016-11-01,
2016-12-01,
2017-01-01,15.92517
2017-02-01,
2017-03-01,
2017-04-01,12.30587
2017-05-01,
2017-06-01,
2017-07-01,8.78245
2017-08-01,
2017-09-01,
2017-10-01,7.39644
2017-11-01,
2017-12-01,
2018-01-01,7.08714
2018-02-01,
2018-03-01,
2018-04-01,13.03613
2018-05-01,
2018-06-01,
2018-07-01,11.11696
2018-08-01,
2018-09-01,
2018-10-01,17.99925
2018-11-01,
2018-12-01,
2019-01-01,14.93472
2019-02-01,
2019-03-01,
2019-04-01,12.46575
2019-05-01,
2019-06-01,
2019-07-01,16.01116
2019-08-01,
2019-09-01,
2019-10-01,14.20144
2019-11-01,
2019-12-01,
2020-01-01,9.3387
2020-02-01,
2020-03-01,
2020-04-01,24.36946
2020-05-01,
2020-06-01,
2020-07-01,21.92857
2020-08-01,
2020-09-01,
2020-10-01,13.88721
2020-11-01,
2020-12-01,
2021-01-01,10.12883
2021-02-01,
2021-03-01,
2021-04-01,14.65492
2021-05-01,
2021-06-01,
2021-07-01,9.32497
2021-08-01,
2021-09-01,
2021-10-01,11.60353
2021-11-01,
2021-12-01,
2022-01-01,12.91075
2022-02-01,
2022-03-01,
2022-04-01,13.34845
2022-05-01,
2022-06-01,
2022-07-01,18.60678
2022-08-01,
2022-09-01,
2022-10-01,21.37051
2022-11-01,
2022-12-01,
2023-01-01,16.75799
2023-02-01,
2023-03-01,
2023-04-01,15.47987
2023-05-01,
2023-06-01,
2023-07-01,15.61416
2023-08-01,
2023-09-01,
2023-10-01,15.87858
2023-11-01,
2023-12-01,
2024-01-01,15.8185
2024-02-01,
2024-03-01,
2024-04-01,16.35307
2024-05-01,
2024-06-01,
2024-07-01,17.924
2024-08-01,
2024-09-01,
2024-10-01,23.42644
2024-11-01,
2024-12-01,
2025-01-01,20.09438
2025-02-01,
2025-03-01,
2025-04-01,19.44305
2025-05-01,
2025-06-01,
2025-07-01,23.82008
