Tarih,TP_IYABGS2S_S24_X
2015-01-01,1285.0
2015-02-01,1280.0
2015-03-01,1295.0
2015-04-01,1231.0
2015-05-01,1302.0
2015-06-01,1314.0
2015-07-01,1269.0
2015-08-01,1282.0
2015-09-01,1271.0
2015-10-01,1259.0
2015-11-01,1272.0
2015-12-01,1271.0
2016-01-01,1218.0
2016-02-01,1226.0
2016-03-01,1218.0
2016-04-01,1211.0
2016-05-01,1198.0
2016-06-01,1212.0
2016-07-01,1198.0
2016-08-01,1201.0
2016-09-01,1189.0
2016-10-01,1174.0
2016-11-01,1186.0
2016-12-01,1203.0
2017-01-01,1183.0
2017-02-01,1185.0
2017-03-01,1216.0
2017-04-01,1157.0
2017-05-01,1246.0
2017-06-01,1251.0
2017-07-01,1230.0
2017-08-01,1243.0
2017-09-01,1235.0
2017-10-01,1223.0
2017-11-01,1219.0
2017-12-01,1218.0
2018-01-01,1199.0
2018-02-01,1222.0
2018-03-01,1216.0
2018-04-01,1219.0
2018-05-01,1234.0
2018-06-01,1199.0
2018-07-01,1188.0
2018-08-01,1180.0
2018-09-01,1207.0
2018-10-01,1202.0
2018-11-01,1187.0
2018-12-01,1180.0
2019-01-01,937.0
2019-02-01,942.0
2019-03-01,930.0
2019-04-01,928.0
2019-05-01,908.0
2019-06-01,912.0
2019-07-01,913.0
2019-08-01,970.0
2019-09-01,961.0
2019-10-01,964.0
2019-11-01,959.0
2019-12-01,975.0
2020-01-01,955.0
2020-02-01,951.0
2020-03-01,966.0
2020-04-01,899.0
2020-05-01,901.0
2020-06-01,901.0
2020-07-01,915.0
2020-08-01,917.0
2020-09-01,909.0
2020-10-01,906.0
2020-11-01,882.0
2020-12-01,899.0
2021-01-01,887.0
2021-02-01,913.0
2021-03-01,930.0
2021-04-01,907.0
2021-05-01,887.0
2021-06-01,889.0
2021-07-01,871.0
2021-08-01,890.0
2021-09-01,903.0
2021-10-01,898.0
2021-11-01,887.0
2021-12-01,903.0
2022-01-01,888.0
2022-02-01,883.0
2022-03-01,907.0
2022-04-01,887.0
2022-05-01,862.0
2022-06-01,877.0
2022-07-01,847.0
2022-08-01,875.0
2022-09-01,867.0
2022-10-01,859.0
2022-11-01,861.0
2022-12-01,866.0
2023-01-01,865.0
2023-02-01,851.0
2023-03-01,869.0
2023-04-01,861.0
2023-05-01,860.0
2023-06-01,869.0
2023-07-01,863.0
2023-08-01,859.0
2023-09-01,852.0
2023-10-01,864.0
2023-11-01,868.0
2023-12-01,857.0
2024-01-01,856.0
2024-02-01,848.0
2024-03-01,836.0
2024-04-01,848.0
2024-05-01,862.0
2024-06-01,829.0
2024-07-01,846.0
2024-08-01,837.0
2024-09-01,836.0
2024-10-01,853.0
2024-11-01,837.0
2024-12-01,827.0
2025-01-01,821.0
2025-02-01,829.0
2025-03-01,809.0
2025-04-01,810.0
2025-05-01,872.0
2025-06-01,865.0
2025-07-01,865.0
2025-08-01,854.0
2025-09-01,861.0
