Tarih,TP_IYABGS2S_S26_X
2015-01-01,1150.0
2015-02-01,1144.0
2015-03-01,1144.0
2015-04-01,1118.0
2015-05-01,1163.0
2015-06-01,1173.0
2015-07-01,1133.0
2015-08-01,1135.0
2015-09-01,1136.0
2015-10-01,1132.0
2015-11-01,1132.0
2015-12-01,1140.0
2016-01-01,1100.0
2016-02-01,1100.0
2016-03-01,1089.0
2016-04-01,1089.0
2016-05-01,1078.0
2016-06-01,1079.0
2016-07-01,1069.0
2016-08-01,1073.0
2016-09-01,1053.0
2016-10-01,1058.0
2016-11-01,1064.0
2016-12-01,1074.0
2017-01-01,1063.0
2017-02-01,1066.0
2017-03-01,1075.0
2017-04-01,1046.0
2017-05-01,1102.0
2017-06-01,1105.0
2017-07-01,1113.0
2017-08-01,1105.0
2017-09-01,1098.0
2017-10-01,1099.0
2017-11-01,1090.0
2017-12-01,1091.0
2018-01-01,1095.0
2018-02-01,1098.0
2018-03-01,1090.0
2018-04-01,1104.0
2018-05-01,1100.0
2018-06-01,1068.0
2018-07-01,1074.0
2018-08-01,1062.0
2018-09-01,1076.0
2018-10-01,1083.0
2018-11-01,1071.0
2018-12-01,1059.0
2019-01-01,846.0
2019-02-01,858.0
2019-03-01,848.0
2019-04-01,852.0
2019-05-01,832.0
2019-06-01,826.0
2019-07-01,832.0
2019-08-01,872.0
2019-09-01,874.0
2019-10-01,866.0
2019-11-01,858.0
2019-12-01,876.0
2020-01-01,870.0
2020-02-01,858.0
2020-03-01,860.0
2020-04-01,817.0
2020-05-01,790.0
2020-06-01,785.0
2020-07-01,803.0
2020-08-01,810.0
2020-09-01,785.0
2020-10-01,787.0
2020-11-01,787.0
2020-12-01,801.0
2021-01-01,805.0
2021-02-01,832.0
2021-03-01,843.0
2021-04-01,839.0
2021-05-01,808.0
2021-06-01,817.0
2021-07-01,792.0
2021-08-01,810.0
2021-09-01,821.0
2021-10-01,819.0
2021-11-01,811.0
2021-12-01,824.0
2022-01-01,805.0
2022-02-01,805.0
2022-03-01,827.0
2022-04-01,806.0
2022-05-01,796.0
2022-06-01,798.0
2022-07-01,780.0
2022-08-01,798.0
2022-09-01,793.0
2022-10-01,788.0
2022-11-01,790.0
2022-12-01,792.0
2023-01-01,792.0
2023-02-01,770.0
2023-03-01,788.0
2023-04-01,778.0
2023-05-01,781.0
2023-06-01,792.0
2023-07-01,782.0
2023-08-01,779.0
2023-09-01,769.0
2023-10-01,774.0
2023-11-01,787.0
2023-12-01,782.0
2024-01-01,768.0
2024-02-01,761.0
2024-03-01,756.0
2024-04-01,761.0
2024-05-01,776.0
2024-06-01,759.0
2024-07-01,765.0
2024-08-01,762.0
2024-09-01,774.0
2024-10-01,778.0
2024-11-01,769.0
2024-12-01,759.0
2025-01-01,754.0
2025-02-01,757.0
2025-03-01,748.0
2025-04-01,753.0
2025-05-01,806.0
2025-06-01,788.0
2025-07-01,798.0
2025-08-01,786.0
2025-09-01,783.0
