Tarih,TP_FHGE_S02
2016-12-01,152.6
2017-01-01,177.0
2017-02-01,152.2
2017-03-01,163.8
2017-04-01,187.1
2017-05-01,177.1
2017-06-01,171.8
2017-07-01,158.1
2017-08-01,179.6
2017-09-01,159.1
2017-10-01,146.3
2017-11-01,153.3
2017-12-01,153.0
2018-01-01,156.3
2018-02-01,157.1
2018-03-01,144.9
2018-04-01,143.7
2018-05-01,166.6
2018-06-01,155.6
2018-07-01,159.3
2018-08-01,161.9
2018-09-01,163.2
2018-10-01,133.9
2018-11-01,127.2
2018-12-01,95.6
2019-01-01,109.6
2019-02-01,106.6
2019-03-01,138.8
2019-04-01,160.9
2019-05-01,157.4
2019-06-01,142.9
2019-07-01,144.4
2019-08-01,121.1
2019-09-01,134.3
2019-10-01,125.5
2019-11-01,159.9
2019-12-01,142.5
2020-01-01,159.1
2020-02-01,172.8
2020-03-01,171.0
2020-04-01,146.2
2020-05-01,133.6
2020-06-01,166.6
2020-07-01,178.6
2020-08-01,183.9
2020-09-01,183.5
2020-10-01,156.1
2020-11-01,161.0
2020-12-01,163.9
2021-01-01,133.8
2021-02-01,106.3
2021-03-01,133.2
2021-04-01,169.1
2021-05-01,156.4
2021-06-01,149.6
2021-07-01,156.3
2021-08-01,147.3
2021-09-01,165.5
2021-10-01,169.6
2021-11-01,170.1
2021-12-01,168.9
2022-01-01,180.5
2022-02-01,172.4
2022-03-01,157.7
2022-04-01,188.8
2022-05-01,187.5
2022-06-01,179.2
2022-07-01,190.3
2022-08-01,184.2
2022-09-01,174.6
2022-10-01,179.4
2022-11-01,165.7
2022-12-01,166.5
2023-01-01,137.1
2023-02-01,142.1
2023-03-01,143.2
2023-04-01,151.2
2023-05-01,160.0
2023-06-01,156.7
2023-07-01,163.2
2023-08-01,156.6
2023-09-01,159.6
2023-10-01,156.6
2023-11-01,161.9
2023-12-01,158.4
2024-01-01,148.0
2024-02-01,140.6
2024-03-01,140.2
2024-04-01,159.1
2024-05-01,164.6
2024-06-01,144.2
2024-07-01,150.2
2024-08-01,150.1
2024-09-01,148.8
2024-10-01,158.4
2024-11-01,171.7
2024-12-01,160.4
2025-01-01,158.6
2025-02-01,163.1
2025-03-01,166.6
2025-04-01,181.9
2025-05-01,170.1
2025-06-01,169.4
2025-07-01,151.9
2025-08-01,154.3
2025-09-01,166.0
