Tarih,TP_PBD_H01
2000-01-01,4575790.0
2000-02-01,4744196.0
2000-03-01,4908530.0
2000-04-01,5043408.0
2000-05-01,5452217.0
2000-06-01,5727259.0
2000-07-01,6403326.0
2000-08-01,6302058.0
2000-09-01,6447812.0
2000-10-01,6541495.0
2000-11-01,6609130.0
2000-12-01,7549243.0
2001-01-01,6735996.0
2001-02-01,8215871.0
2001-03-01,8173524.0
2001-04-01,8616500.0
2001-05-01,8885029.0
2001-06-01,9636585.0
2001-07-01,10022361.0
2001-08-01,10588417.0
2001-09-01,10227299.0
2001-10-01,10155594.0
2001-11-01,10162624.0
2001-12-01,11368782.0
2002-01-01,10264332.0
2002-02-01,12004316.0
2002-03-01,11078409.0
2002-04-01,11393122.0
2002-05-01,11890683.0
2002-06-01,12773245.0
2002-07-01,13293684.0
2002-08-01,13262725.0
2002-09-01,14276762.0
2002-10-01,14580631.0
2002-11-01,14836343.0
2002-12-01,15827630.0
2003-01-01,14466094.0
2003-02-01,15051253.0
2003-03-01,15073340.0
2003-04-01,15012026.0
2003-05-01,15261114.0
2003-06-01,17514935.0
2003-07-01,18080611.0
2003-08-01,18284896.0
2003-09-01,19903806.0
2003-10-01,20687040.0
2003-11-01,21510284.0
2003-12-01,23014336.0
2004-01-01,23935826.0
2004-02-01,22020154.0
2004-03-01,23044225.0
2004-04-01,24380744.0
2004-05-01,24502747.0
2004-06-01,25978341.0
2004-07-01,26090862.0
2004-08-01,27481550.0
2004-09-01,27798192.0
2004-10-01,27908450.0
2004-11-01,27601958.0
2004-12-01,28793392.0
2005-01-01,26906087.0
2005-02-01,28189500.0
2005-03-01,29520606.0
2005-04-01,31217625.0
2005-05-01,31099565.0
2005-06-01,33653953.0
2005-07-01,34129555.0
2005-08-01,34829731.0
2005-09-01,36484194.0
2005-10-01,38850009.0
2005-11-01,36854850.0
2005-12-01,61991240.52
2006-01-01,56634439.5
2006-02-01,56869047.1
2006-03-01,58367649.6
2006-04-01,60339370.6
2006-05-01,70201297.3
2006-06-01,70101406.4
2006-07-01,66235991.3
2006-08-01,67525225.3
2006-09-01,68300344.1
2006-10-01,67694724.6
2006-11-01,65815095.4
2006-12-01,71770961.55
2007-01-01,64096720.4
2007-02-01,64582766.4
2007-03-01,64834448.6
2007-04-01,67930000.1
2007-05-01,67834119.4
2007-06-01,71260062.7
2007-07-01,71835102.2
2007-08-01,73009239.0
2007-09-01,71637835.2
2007-10-01,71480928.0
2007-11-01,72367477.0
2007-12-01,76350721.0
2008-01-01,71699185.0
2008-02-01,73098077.0
2008-03-01,78129288.0
2008-04-01,79783986.0
2008-05-01,78117282.0
2008-06-01,81221441.0
