Tarih,TP_PBD_H07
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,73180.11
2006-01-01,58903.9
2006-02-01,61139.1
2006-03-01,58493.8
2006-04-01,59247.5
2006-05-01,73637.7
2006-06-01,66093.8
2006-07-01,74324.2
2006-08-01,113865.5
2006-09-01,73998.6
2006-10-01,78484.2
2006-11-01,75986.3
2006-12-01,88145.45
2007-01-01,75692.1
2007-02-01,73510.8
2007-03-01,73722.6
2007-04-01,72398.4
2007-05-01,76424.0
2007-06-01,80414.3
2007-07-01,70170.3
2007-08-01,71060.1
2007-09-01,68815.9
2007-10-01,74808.0
2007-11-01,70957.0
2007-12-01,83198.0
2008-01-01,71121.0
2008-02-01,72457.0
2008-03-01,84198.0
2008-04-01,81413.0
2008-05-01,77016.0
2008-06-01,74591.0
2008-07-01,71164.0
2008-08-01,67378.0
2008-09-01,92147.0
2008-10-01,75623.0
2008-11-01,77998.0
2008-12-01,75772.0
2009-01-01,78792.0
2009-02-01,75568.0
2009-03-01,79796.0
2009-04-01,74603.0
2009-05-01,81852.0
2009-06-01,99489.0
2009-07-01,67630.0
2009-08-01,69071.0
2009-09-01,68763.0
2009-10-01,70192.0
2009-11-01,71031.0
2009-12-01,78760.0
2010-01-01,58116.0
2010-02-01,57809.0
2010-03-01,58375.0
2010-04-01,54503.0
2010-05-01,57254.0
2010-06-01,47108.0
2010-07-01,47957.0
2010-08-01,47200.0
2010-09-01,49417.0
2010-10-01,48415.0
2010-11-01,95095.0
2010-12-01,44122.0
2011-01-01,46835.0
2011-02-01,93614.0
2011-03-01,48016.0
2011-04-01,48251.0
2011-05-01,108585.0
2011-06-01,44097.0
2011-07-01,46110.0
2011-08-01,48343.0
2011-09-01,47243.0
2011-10-01,47901.0
2011-11-01,46185.0
2011-12-01,38571.0
2012-01-01,36952.0
2012-02-01,37133.0
2012-03-01,37214.0
2012-04-01,36613.0
2012-05-01,59144.0
2012-06-01,29249.0
2012-07-01,28602.0
2012-08-01,29368.0
2012-09-01,29687.0
2012-10-01,30058.0
2012-11-01,29926.0
2012-12-01,23949.0
2013-01-01,24233.0
2013-02-01,24052.0
2013-03-01,23623.0
2013-04-01,23924.0
2013-05-01,24643.0
2013-06-01,18680.0
2013-07-01,19000.0
2013-08-01,20437.0
2013-09-01,20447.0
2013-10-01,20356.0
2013-11-01,20402.0
2013-12-01,13814.0
2014-01-01,14585.0
2014-02-01,14352.0
2014-03-01,14147.0
2014-04-01,13809.0
2014-05-01,13399.0
