Tarih,TP_PBD_G09
2000-01-01,19299979.0
2000-02-01,19674130.0
2000-03-01,20158288.0
2000-04-01,20885492.0
2000-05-01,20130655.0
2000-06-01,20533195.0
2000-07-01,20326574.0
2000-08-01,20880356.0
2000-09-01,21076287.0
2000-10-01,21061206.0
2000-11-01,23844816.0
2000-12-01,31560164.0
2001-01-01,30759498.0
2001-02-01,34140215.0
2001-03-01,40238102.0
2001-04-01,46247437.0
2001-05-01,57862953.0
2001-06-01,62929898.0
2001-07-01,66695904.0
2001-08-01,74503645.0
2001-09-01,79480394.0
2001-10-01,86133062.0
2001-11-01,87416700.0
2001-12-01,90190345.0
2002-01-01,88282142.0
2002-02-01,100049370.0
2002-03-01,101316808.0
2002-04-01,102646521.0
2002-05-01,102636971.0
2002-06-01,110948729.0
2002-07-01,114809023.0
2002-08-01,115227778.0
2002-09-01,117439085.0
2002-10-01,119685328.0
2002-11-01,117586114.0
2002-12-01,122788098.0
2003-01-01,124570374.0
2003-02-01,130153925.0
2003-03-01,130902569.0
2003-04-01,130235926.0
2003-05-01,126988561.0
2003-06-01,129038246.0
2003-07-01,129461588.0
2003-08-01,125985923.0
2003-09-01,127230821.0
2003-10-01,133361730.0
2003-11-01,138441481.0
2003-12-01,139064505.0
2004-01-01,144266342.0
2004-02-01,143862085.0
2004-03-01,142640334.0
2004-04-01,144106509.0
2004-05-01,147659095.0
2004-06-01,140787331.0
2004-07-01,141989147.0
2004-08-01,144365260.0
2004-09-01,146148691.0
2004-10-01,148774794.0
2004-11-01,155614443.0
2004-12-01,151368719.0
2005-01-01,149180059.0
2005-02-01,146606061.0
2005-03-01,151026255.0
2005-04-01,155351678.0
2005-05-01,152521424.0
2005-06-01,149015817.0
2005-07-01,148655047.0
2005-08-01,153409470.0
2005-09-01,153698839.0
2005-10-01,154951774.0
2005-11-01,153616363.0
2005-12-01,158405455.5
2006-01-01,151595712.5
2006-02-01,153624167.5
2006-03-01,155855400.2
2006-04-01,159070505.7
2006-05-01,156881766.5
2006-06-01,153485012.7
2006-07-01,146201045.9
2006-08-01,145546672.4
2006-09-01,147447308.7
2006-10-01,148068111.2
2006-11-01,145328762.7
2006-12-01,149535057.5
2007-01-01,147630162.3
2007-02-01,145561365.68
2007-03-01,145422922.82
2007-04-01,144123755.59
2007-05-01,141835149.36
2007-06-01,146153577.13
2007-07-01,144769291.4
2007-08-01,146459994.7
2007-09-01,150992141.25
2007-10-01,152640220.0
2007-11-01,151779899.0
2007-12-01,156312432.0
2008-01-01,151215652.0
2008-02-01,149138575.0
2008-03-01,154950465.0
2008-04-01,155213397.0
2008-05-01,145703265.0
2008-06-01,141927074.0
2008-07-01,145850592.0
2008-08-01,143967881.0
2008-09-01,151519109.0
2008-10-01,151923484.0
2008-11-01,159127392.0
2008-12-01,170408625.0
2009-01-01,168799888.0
2009-02-01,174253163.0
2009-03-01,181658067.0
2009-04-01,183895764.0
2009-05-01,181720342.0
2009-06-01,188968131.0
2009-07-01,192808474.0
2009-08-01,194565864.0
2009-09-01,204157836.0
2009-10-01,208720719.0
2009-11-01,215475150.0
2009-12-01,223066505.0
2010-01-01,224311910.0
2010-02-01,230372799.0
2010-03-01,234799769.0
2010-04-01,229633824.0
2010-05-01,220800919.0
2010-06-01,227156704.0
2010-07-01,225892666.0
2010-08-01,219225633.0
2010-09-01,227232018.0
2010-10-01,228841732.0
2010-11-01,227976378.0
2010-12-01,235248087.0
2011-01-01,227002455.0
2011-02-01,223109860.0
2011-03-01,221921873.0
2011-04-01,217985379.0
2011-05-01,211750605.0
2011-06-01,204046470.0
2011-07-01,201705843.0
2011-08-01,195162917.0
2011-09-01,196672801.0
2011-10-01,200614154.0
2011-11-01,194045880.0
2011-12-01,198146539.0
2012-01-01,200447051.0
2012-02-01,204367468.0
2012-03-01,204461244.0
2012-04-01,204552872.0
2012-05-01,196731557.0
2012-06-01,200331055.0
2012-07-01,193938162.0
2012-08-01,190422607.0
2012-09-01,190046716.0
2012-10-01,190225211.0
2012-11-01,180735675.0
2012-12-01,183757494.0
2013-01-01,182438892.0
2013-02-01,182329319.0
2013-03-01,183209819.0
2013-04-01,173297103.0
2013-05-01,161595472.0
2013-06-01,159824193.0
2013-07-01,166829300.0
2013-08-01,151028567.0
2013-09-01,158671143.0
2013-10-01,163489317.0
2013-11-01,157122753.0
2013-12-01,165671734.0
2014-01-01,159066211.0
2014-02-01,158627010.0
2014-03-01,170440947.0
2014-04-01,176804428.0
2014-05-01,170760728.0
2014-06-01,168579172.0
2014-07-01,177208428.0
2014-08-01,169115045.0
2014-09-01,172192400.0
2014-10-01,176899409.0
2014-11-01,168723095.0
2014-12-01,170480711.0
2015-01-01,162991975.0
2015-02-01,157679784.0
2015-03-01,169569012.0
2015-04-01,158904621.0
2015-05-01,159537150.0
2015-06-01,159726641.0
2015-07-01,166574614.0
