Tarih,TP_PBD_G05
2000-01-01,-15391003.0
2000-02-01,-16103910.0
2000-03-01,-17015291.0
2000-04-01,-17402180.0
2000-05-01,-17930993.0
2000-06-01,-19023677.0
2000-07-01,-19376233.0
2000-08-01,-21405919.0
2000-09-01,-21788651.0
2000-10-01,-21812158.0
2000-11-01,-21990253.0
2000-12-01,-25647975.0
2001-01-01,-24683481.0
2001-02-01,-31678711.0
2001-03-01,-34903371.0
2001-04-01,-37990909.0
2001-05-01,-40982481.0
2001-06-01,-44244395.0
2001-07-01,-45255527.0
2001-08-01,-49586795.0
2001-09-01,-55529589.0
2001-10-01,-56641495.0
2001-11-01,-51899000.0
2001-12-01,-50833298.0
2002-01-01,-46278456.0
2002-02-01,-52879774.0
2002-03-01,-51123666.0
2002-04-01,-52250059.0
2002-05-01,-58382548.0
2002-06-01,-68401485.0
2002-07-01,-73861869.0
2002-08-01,-71336112.0
2002-09-01,-72303867.0
2002-10-01,-74490514.0
2002-11-01,-68997549.0
2002-12-01,-75838854.0
2003-01-01,-77348903.0
2003-02-01,-76308407.0
2003-03-01,-81812064.0
2003-04-01,-77552319.0
2003-05-01,-71358966.0
2003-06-01,-69661947.0
2003-07-01,-71101952.0
2003-08-01,-69040405.0
2003-09-01,-71287850.0
2003-10-01,-77275797.0
2003-11-01,-75137650.0
2003-12-01,-77706149.0
2004-01-01,-73172570.0
2004-02-01,-71787345.0
2004-03-01,-71335116.0
2004-04-01,-78280806.0
2004-05-01,-82122450.0
2004-06-01,-82701152.0
2004-07-01,-79528091.0
2004-08-01,-85076145.0
2004-09-01,-85239886.0
2004-10-01,-85440029.0
2004-11-01,-84846563.0
2004-12-01,-80739597.0
2005-01-01,-78391381.0
2005-02-01,-75438145.0
2005-03-01,-80181268.0
2005-04-01,-81124190.0
2005-05-01,-79911662.0
2005-06-01,-80669634.0
2005-07-01,-80936241.0
2005-08-01,-82988779.0
2005-09-01,-83612855.0
2005-10-01,-82187352.0
2005-11-01,-80755017.0
2005-12-01,-90533399.0
2006-01-01,-88418839.4
2006-02-01,-89364897.6
2006-03-01,-93101056.0
2006-04-01,-95128975.1
2006-05-01,-111240456.8
2006-06-01,-114417585.0
2006-07-01,-107767105.3
2006-08-01,-103160917.2
2006-09-01,-107711861.5
2006-10-01,-103945074.4
2006-11-01,-103197333.4
2006-12-01,-103655771.3
2007-01-01,-100555878.3
2007-02-01,-98154683.1
2007-03-01,-98372836.9
2007-04-01,-94974464.1
2007-05-01,-96892920.6
2007-06-01,-98827567.6
2007-07-01,-96606875.9
2007-08-01,-97813556.7
2007-09-01,-91390622.4
2007-10-01,-88628424.0
2007-11-01,-90233845.0
2007-12-01,-92171902.0
2008-01-01,-92295409.0
2008-02-01,-95651087.0
2008-03-01,-107595348.0
2008-04-01,-105817143.0
2008-05-01,-106269415.0
2008-06-01,-109241856.0
2008-07-01,-105876282.0
2008-08-01,-104998558.0
2008-09-01,-111027418.0
2008-10-01,-123480275.0
2008-11-01,-121371853.0
2008-12-01,-120333701.0
2009-01-01,-121464900.0
2009-02-01,-119639462.0
2009-03-01,-119955061.0
2009-04-01,-112254746.0
2009-05-01,-109308092.0
2009-06-01,-111268507.0
2009-07-01,-106467678.0
2009-08-01,-107697573.0
2009-09-01,-110798967.0
2009-10-01,-109975950.0
2009-11-01,-113308105.0
2009-12-01,-116065050.0
2010-01-01,-115563002.0
2010-02-01,-121480665.0
2010-03-01,-125106918.0
2010-04-01,-124169381.0
2010-05-01,-130364160.0
2010-06-01,-137611076.0
2010-07-01,-142277617.0
2010-08-01,-139466864.0
2010-09-01,-140072009.0
2010-10-01,-141817622.0
2010-11-01,-147933170.0
2010-12-01,-160560797.0
2011-01-01,-169426995.0
2011-02-01,-169039766.0
2011-03-01,-169388963.0
2011-04-01,-172599471.0
2011-05-01,-184672625.0
2011-06-01,-189967875.0
2011-07-01,-198429227.0
2011-08-01,-208129278.0
2011-09-01,-216934843.0
2011-10-01,-207381002.0
2011-11-01,-214489997.0
2011-12-01,-211133025.0
2012-01-01,-208123387.0
2012-02-01,-208370591.0
2012-03-01,-210900957.0
2012-04-01,-219804968.0
2012-05-01,-227466511.0
2012-06-01,-226250364.0
2012-07-01,-223474475.0
2012-08-01,-231190043.0
2012-09-01,-228390054.0
2012-10-01,-232314319.0
2012-11-01,-233421014.0
2012-12-01,-238807491.0
2013-01-01,-244701570.0
2013-02-01,-251311051.0
2013-03-01,-266195485.0
2013-04-01,-276289150.0
2013-05-01,-287846973.0
2013-06-01,-303222255.0
2013-07-01,-307045078.0
2013-08-01,-330290917.0
2013-09-01,-330906158.0
2013-10-01,-327085029.0
2013-11-01,-339799295.0
2013-12-01,-368331493.0
2014-01-01,-383340355.0
2014-02-01,-374586771.0
2014-03-01,-368872567.0
2014-04-01,-369360548.0
2014-05-01,-369613416.0
2014-06-01,-375560595.0
2014-07-01,-378315695.0
2014-08-01,-383828438.0
2014-09-01,-410260882.0
2014-10-01,-407763628.0
2014-11-01,-413459672.0
2014-12-01,-427207301.0
2015-01-01,-451611870.0
2015-02-01,-459302721.0
2015-03-01,-483791857.0
2015-04-01,-505433223.0
2015-05-01,-504112747.0
2015-06-01,-510090406.0
2015-07-01,-530504880.0
2015-08-01,-554908645.0
2015-09-01,-573136803.0
2015-10-01,-551671174.0
2015-11-01,-539914898.0
2015-12-01,-509313711.0
2016-01-01,-523722160.0
2016-02-01,-533363637.0
2016-03-01,-512401019.0
2016-04-01,-511437623.0
2016-05-01,-532105384.0
2016-06-01,-525289554.0
2016-07-01,-542334655.0
2016-08-01,-528864971.0
2016-09-01,-531348187.0
2016-10-01,-547257861.0
2016-11-01,-602509342.0
2016-12-01,-604165524.0
2017-01-01,-678320654.0
2017-02-01,-645316072.0
2017-03-01,-649650031.0
2017-04-01,-646884328.0
2017-05-01,-661522629.0
2017-06-01,-650820571.0
2017-07-01,-646532616.0
2017-08-01,-641263281.0
2017-09-01,-656535066.0
2017-10-01,-702997229.0
2017-11-01,-730384896.0
2017-12-01,-710763529.0
2018-01-01,-725340699.0
2018-02-01,-728462434.0
2018-03-01,-759099823.0
2018-04-01,-776138358.0
2018-05-01,-861822617.0
2018-06-01,-862905431.0
2018-07-01,-921904888.0
2018-08-01,-1237310832.0
2018-09-01,-1085521844.0
2018-10-01,-967932959.0
2018-11-01,-891436012.0
2018-12-01,-879188144.0
2019-01-01,-876630992.0
2019-02-01,-880643655.0
2019-03-01,-954567458.0
2019-04-01,-969701751.0
2019-05-01,-939495378.0
2019-06-01,-914827796.0
2019-07-01,-874540037.0
2019-08-01,-896554176.0
2019-09-01,-859465071.0
2019-10-01,-853152690.0
2019-11-01,-850820702.0
2019-12-01,-877958266.0
2020-01-01,-882603543.0
2020-02-01,-924409907.0
2020-03-01,-946856064.0
2020-04-01,-998220030.0
2020-05-01,-979161706.0
2020-06-01,-980982367.0
2020-07-01,-1044150841.0
2020-08-01,-1100646828.0
2020-09-01,-1147492333.0
2020-10-01,-1206356560.0
2020-11-01,-1140585364.0
2020-12-01,-1111927696.0
2021-01-01,-1124372334.0
2021-02-01,-1129485982.0
2021-03-01,-1248037858.0
2021-04-01,-1234377678.0
2021-05-01,-1260246330.0
2021-06-01,-1266756664.0
2021-07-01,-1233248191.0
2021-08-01,-1267875977.0
2021-09-01,-1323544391.0
2021-10-01,-1395830773.0
2021-11-01,-1845248481.0
2021-12-01,-1879558373.0
2022-01-01,-1939353017.0
2022-02-01,-2013961842.0
2022-03-01,-2102524314.0
2022-04-01,-2119795140.0
2022-05-01,-2297331562.0
2022-06-01,-2352461077.0
2022-07-01,-2498832403.0
2022-08-01,-2562172592.0
2022-09-01,-2608116439.0
2022-10-01,-2635270273.0
2022-11-01,-2675393014.0
2022-12-01,-2696643525.0
2023-01-01,-2782689189.0
2023-02-01,-2833471860.0
2023-03-01,-3039667175.0
2023-04-01,-3146708272.0
2023-05-01,-3365672369.0
2023-06-01,-4185064625.0
2023-07-01,-4329753511.0
2023-08-01,-4296683932.0
2023-09-01,-4452604154.0
2023-10-01,-4650948208.0
2023-11-01,-4870480334.0
2023-12-01,-5024183723.0
2024-01-01,-5231551926.0
2024-02-01,-5426917436.0
2024-03-01,-5753544799.0
2024-04-01,-5780943131.0
2024-05-01,-5890299859.0
2024-06-01,-6075732565.0
2024-07-01,-6037182459.0
2024-08-01,-6200122221.0
2024-09-01,-6361107762.0
2024-10-01,-6455608354.0
2024-11-01,-6456493258.0
2024-12-01,-6654374339.0
2025-01-01,-6989015386.0
2025-02-01,-7088129392.0
2025-03-01,-7604349950.0
2025-04-01,-7598360107.0
2025-05-01,-7936288779.0
2025-06-01,-8307586320.0
2025-07-01,-8546010966.0
2025-08-01,-8809681814.0
