Tarih,TP_PBD_G34
2000-01-01,-1681918.0
2000-02-01,-1634222.0
2000-03-01,-2607581.0
2000-04-01,-2216931.0
2000-05-01,-1651427.0
2000-06-01,-2274252.0
2000-07-01,-2879686.0
2000-08-01,-3221470.0
2000-09-01,-3015609.0
2000-10-01,-2668102.0
2000-11-01,-1691248.0
2000-12-01,-7229570.0
2001-01-01,-6844704.0
2001-02-01,-2419030.0
2001-03-01,-704420.0
2001-04-01,-1947816.0
2001-05-01,-11126415.0
2001-06-01,-10312207.0
2001-07-01,-11212072.0
2001-08-01,-11099136.0
2001-09-01,-9879071.0
2001-10-01,-12042913.0
2001-11-01,-13406071.0
2001-12-01,-17385180.0
2002-01-01,-20402022.0
2002-02-01,-18351226.0
2002-03-01,-19788315.0
2002-04-01,-18802536.0
2002-05-01,-10863772.0
2002-06-01,-7331361.0
2002-07-01,-7710775.0
2002-08-01,-11117588.0
2002-09-01,-12295875.0
2002-10-01,-13125000.0
2002-11-01,-13871471.0
2002-12-01,-16567097.0
2003-01-01,-17928583.0
2003-02-01,-18040948.0
2003-03-01,-18719955.0
2003-04-01,-21309523.0
2003-05-01,-21908550.0
2003-06-01,-24526731.0
2003-07-01,-22707295.0
2003-08-01,-22242928.0
2003-09-01,-23734214.0
2003-10-01,-24682108.0
2003-11-01,-25052735.0
2003-12-01,-27029830.0
2004-01-01,-29091612.0
2004-02-01,-30099951.0
2004-03-01,-31772661.0
2004-04-01,-31261111.0
2004-05-01,-30881372.0
2004-06-01,-30911521.0
2004-07-01,-30524896.0
2004-08-01,-32218807.0
2004-09-01,-33564529.0
2004-10-01,-36854579.0
2004-11-01,-39772624.0
2004-12-01,-40952998.0
2005-01-01,-44157876.0
2005-02-01,-45905250.0
2005-03-01,-44766129.0
2005-04-01,-43123964.0
2005-05-01,-43107050.0
2005-06-01,-45194873.0
2005-07-01,-44609614.0
2005-08-01,-46475710.0
2005-09-01,-47091732.0
2005-10-01,-49169987.0
2005-11-01,-51589904.0
2005-12-01,-61000219.23
2006-01-01,-64016536.8
2006-02-01,-67789865.4
2006-03-01,-67052540.5
2006-04-01,-66428503.6
2006-05-01,-60164474.7
2006-06-01,-61749520.2
2006-07-01,-64976919.7
2006-08-01,-68538333.0
2006-09-01,-66928334.0
2006-10-01,-72593141.7
2006-11-01,-73971559.2
2006-12-01,-74308199.5
2007-01-01,-79786656.4
2007-02-01,-83777572.46
2007-03-01,-84400488.65
2007-04-01,-84217259.0
2007-05-01,-82293313.75
2007-06-01,-84481850.35
2007-07-01,-89626905.3
2007-08-01,-92162844.97
2007-09-01,-94519425.89
2007-10-01,-98355121.0
2007-11-01,-99516400.0
2007-12-01,-101428159.0
2008-01-01,-97282377.0
2008-02-01,-98320588.0
2008-03-01,-101105896.0
2008-04-01,-100415339.0
2008-05-01,-97968814.0
2008-06-01,-103648881.0
2008-07-01,-104568901.0
2008-08-01,-104319355.0
2008-09-01,-105525981.0
2008-10-01,-106491319.0
2008-11-01,-104858107.0
2008-12-01,-107334729.0
2009-01-01,-106812139.0
2009-02-01,-107974767.0
2009-03-01,-115791221.0
2009-04-01,-119654868.0
2009-05-01,-117360009.0
2009-06-01,-124522599.0
2009-07-01,-127306082.0
2009-08-01,-133836801.0
2009-09-01,-135590410.0
2009-10-01,-136681370.0
2009-11-01,-135299565.0
2009-12-01,-141499592.0
2010-01-01,-143325096.0
2010-02-01,-146307451.0
2010-03-01,-152719097.0
2010-04-01,-153547985.0
2010-05-01,-152784343.0
2010-06-01,-154643378.0
2010-07-01,-155487880.0
2010-08-01,-159611885.0
2010-09-01,-162256188.0
2010-10-01,-158455730.0
2010-11-01,-164643874.0
2010-12-01,-162410416.0
2011-01-01,-166966904.0
2011-02-01,-170047623.0
2011-03-01,-169071794.0
2011-04-01,-164468682.0
2011-05-01,-168861381.0
2011-06-01,-175554610.0
2011-07-01,-170658570.0
2011-08-01,-165677351.0
2011-09-01,-181462012.0
2011-10-01,-190119981.0
2011-11-01,-190774592.0
2011-12-01,-190095986.0
2012-01-01,-198329527.0
2012-02-01,-200325859.0
2012-03-01,-208100924.0
2012-04-01,-209400443.0
2012-05-01,-205588306.0
2012-06-01,-210746649.0
2012-07-01,-223434418.0
2012-08-01,-224560222.0
2012-09-01,-221732871.0
2012-10-01,-232269760.0
2012-11-01,-237511049.0
2012-12-01,-244607974.0
2013-01-01,-244496447.0
2013-02-01,-251436724.0
2013-03-01,-247763167.0
2013-04-01,-251028553.0
2013-05-01,-253472294.0
2013-06-01,-248839298.0
2013-07-01,-265859943.0
2013-08-01,-259958738.0
2013-09-01,-280197503.0
2013-10-01,-277430431.0
2013-11-01,-272659541.0
2013-12-01,-281376425.0
2014-01-01,-288365334.0
2014-02-01,-292793564.0
2014-03-01,-302587644.0
2014-04-01,-302309499.0
2014-05-01,-303086422.0
2014-06-01,-319515916.0
2014-07-01,-320925054.0
2014-08-01,-309740025.0
2014-09-01,-330149850.0
2014-10-01,-331767023.0
2014-11-01,-332315371.0
2014-12-01,-335755469.0
2015-01-01,-337615107.0
2015-02-01,-338559376.0
2015-03-01,-352303407.0
2015-04-01,-348341782.0
2015-05-01,-344061366.0
2015-06-01,-366096681.0
2015-07-01,-371346734.0
2015-08-01,-371322419.0
2015-09-01,-378561289.0
2015-10-01,-380762989.0
2015-11-01,-399675255.0
2015-12-01,-393036408.0
2016-01-01,-396955110.0
