Tarih,TP_PBD_G06
2018-08-01,-24681291.0
2018-09-01,-26264400.0
2018-10-01,-23606485.0
2018-11-01,-22201496.0
2018-12-01,-21738891.0
2019-01-01,-21718650.0
2019-02-01,-22353088.0
2019-03-01,-47239593.0
2019-04-01,-25270828.0
2019-05-01,-24443389.0
2019-06-01,-23294631.0
2019-07-01,-22638721.0
2019-08-01,-24847317.0
2019-09-01,-22745956.0
2019-10-01,-24020888.0
2019-11-01,-24287973.0
2019-12-01,-24766768.0
2020-01-01,-25501556.0
2020-02-01,-35050525.0
2020-03-01,-29065396.0
2020-04-01,-42910465.0
2020-05-01,-28418715.0
2020-06-01,-28557819.0
2020-07-01,-40274966.0
2020-08-01,-36401278.0
2020-09-01,-42062496.0
2020-10-01,-48745336.0
2020-11-01,-43171252.0
2020-12-01,-41577953.0
2021-01-01,-51267610.0
2021-02-01,-50806239.0
2021-03-01,-57164827.0
2021-04-01,-56904594.0
2021-05-01,-59525135.0
2021-06-01,-59394335.0
2021-07-01,-58495019.0
2021-08-01,-110171414.0
2021-09-01,-116009868.0
2021-10-01,-123898974.0
2021-11-01,-163471250.0
2021-12-01,-173950627.0
2022-01-01,-197326211.0
2022-02-01,-215553396.0
2022-03-01,-216102804.0
2022-04-01,-227281784.0
2022-05-01,-225262862.0
2022-06-01,-246245919.0
2022-07-01,-266488957.0
2022-08-01,-301889968.0
2022-09-01,-309400600.0
2022-10-01,-303538491.0
2022-11-01,-311995416.0
2022-12-01,-315087687.0
2023-01-01,-344966113.0
2023-02-01,-339787088.0
2023-03-01,-502097334.0
2023-04-01,-559722480.0
2023-05-01,-655999651.0
2023-06-01,-818738371.0
2023-07-01,-821289796.0
2023-08-01,-804179091.0
2023-09-01,-818629983.0
2023-10-01,-845960172.0
2023-11-01,-877784590.0
2023-12-01,-898152079.0
2024-01-01,-920694120.0
2024-02-01,-944978885.0
2024-03-01,-983244940.0
2024-04-01,-978306105.0
2024-05-01,-941965639.0
2024-06-01,-955533633.0
2024-07-01,-766854347.0
2024-08-01,-801325277.0
2024-09-01,-809405161.0
2024-10-01,-783049264.0
2024-11-01,-740531554.0
2024-12-01,-706190920.0
2025-01-01,-695425513.0
2025-02-01,-712844424.0
2025-03-01,-750129862.0
2025-04-01,-685125890.0
2025-05-01,-693715352.0
2025-06-01,-703453169.0
2025-07-01,-693607000.0
2025-08-01,-649310875.0
