Tarih,TP_PBD_G13
2000-01-01,-3887073.0
2000-02-01,-3120425.0
2000-03-01,-2907490.0
2000-04-01,-3237294.0
2000-05-01,-3281955.0
2000-06-01,-3609062.0
2000-07-01,-4536336.0
2000-08-01,-3521738.0
2000-09-01,-3786567.0
2000-10-01,-3722283.0
2000-11-01,-4574855.0
2000-12-01,-4562190.0
2001-01-01,-4494286.0
2001-02-01,-4497160.0
2001-03-01,-4646164.0
2001-04-01,-4815761.0
2001-05-01,-4725236.0
2001-06-01,-5336698.0
2001-07-01,-7295532.0
2001-08-01,-6217832.0
2001-09-01,-7391007.0
2001-10-01,-5774847.0
2001-11-01,-7371892.0
2001-12-01,-6403476.0
2002-01-01,-6688128.0
2002-02-01,-5982808.0
2002-03-01,-6688318.0
2002-04-01,-8595338.0
2002-05-01,-8551149.0
2002-06-01,-7220384.0
2002-07-01,-8307677.0
2002-08-01,-11544996.0
2002-09-01,-11241165.0
2002-10-01,-12002518.0
2002-11-01,-10133472.0
2002-12-01,-10329208.0
2003-01-01,-11527525.0
2003-02-01,-8485692.0
2003-03-01,-9030429.0
2003-04-01,-10520611.0
2003-05-01,-10058881.0
2003-06-01,-10376149.0
2003-07-01,-8566287.0
2003-08-01,-11204946.0
2003-09-01,-11390638.0
2003-10-01,-10780393.0
2003-11-01,-10847691.0
2003-12-01,-13281162.0
2004-01-01,-12423462.0
2004-02-01,-10827502.0
2004-03-01,-12000182.0
2004-04-01,-11892339.0
2004-05-01,-11559235.0
2004-06-01,-13659142.0
2004-07-01,-11714012.0
2004-08-01,-13539187.0
2004-09-01,-14030728.0
2004-10-01,-16033615.0
2004-11-01,-14039547.0
2004-12-01,-13025430.0
2005-01-01,-15046141.0
2005-02-01,-18305189.0
2005-03-01,-16946830.0
2005-04-01,-15966724.0
2005-05-01,-14666188.0
2005-06-01,-17228379.0
2005-07-01,-16895472.0
2005-08-01,-16822588.0
2005-09-01,-19260446.0
2005-10-01,-18027450.0
2005-11-01,-19710741.0
2005-12-01,-30490316.56
2006-01-01,-35916173.5
2006-02-01,-34740987.6
2006-03-01,-34019842.4
2006-04-01,-31018063.5
2006-05-01,-35507465.2
2006-06-01,-34746525.5
2006-07-01,-37703340.0
2006-08-01,-39280650.5
2006-09-01,-35782569.0
2006-10-01,-34381785.8
2006-11-01,-37958494.6
2006-12-01,-33993944.35
2007-01-01,-36631448.0
2007-02-01,-41556524.6
2007-03-01,-44391820.0
2007-04-01,-41274272.5
2007-05-01,-40853349.1
2007-06-01,-39293450.0
2007-07-01,-38633066.9
2007-08-01,-41460571.8
