Tarih,TP_PBD_H08
2013-10-01,56802079.0
2013-11-01,57424084.0
2013-12-01,63472150.0
2014-01-01,60926319.0
2014-02-01,60666811.0
2014-03-01,65925657.0
2014-04-01,61898488.0
2014-05-01,62099196.0
2014-06-01,67651559.0
2014-07-01,64765244.0
2014-08-01,63518796.0
2014-09-01,71135440.0
2014-10-01,69125618.0
2014-11-01,70939540.0
2014-12-01,72146113.0
2015-01-01,69509883.0
2015-02-01,66393912.0
2015-03-01,75014088.0
2015-04-01,74851855.0
2015-05-01,80812850.0
2015-06-01,89686736.0
2015-07-01,84802878.0
2015-08-01,88017894.0
2015-09-01,97452160.0
2015-10-01,96396386.0
2015-11-01,90559947.0
2015-12-01,93426149.0
2016-01-01,89941460.0
2016-02-01,90955310.0
2016-03-01,100839317.0
2016-04-01,99912419.0
2016-05-01,90638728.0
2016-06-01,96253160.0
2016-07-01,87742187.0
2016-08-01,91293004.0
2016-09-01,90118345.0
2016-10-01,92923305.0
2016-11-01,99047113.0
2016-12-01,111303849.0
2017-01-01,117837688.0
2017-02-01,116058406.0
2017-03-01,126141623.0
2017-04-01,135837236.0
2017-05-01,138122091.0
2017-06-01,138676507.0
2017-07-01,134230304.0
2017-08-01,140124436.0
2017-09-01,141280002.0
2017-10-01,134477515.0
2017-11-01,139738633.0
2017-12-01,151536296.0
2018-01-01,146936728.0
2018-02-01,147825116.0
2018-03-01,148222069.0
2018-04-01,154022012.0
2018-05-01,181041259.0
2018-06-01,186430558.0
2018-07-01,180435528.0
2018-08-01,234518682.0
2018-09-01,234901376.0
2018-10-01,215740808.0
2018-11-01,199079405.0
2018-12-01,218421070.0
2019-01-01,217905450.0
2019-02-01,227651511.0
2019-03-01,270919041.0
2019-04-01,265584769.0
2019-05-01,282160807.0
2019-06-01,291642796.0
2019-07-01,281373798.0
2019-08-01,291715679.0
2019-09-01,302696206.0
2019-10-01,305358246.0
2019-11-01,309931307.0
2019-12-01,326596145.0
2020-01-01,333321763.0
2020-02-01,378545921.0
2020-03-01,409112962.0
2020-04-01,454561289.0
2020-05-01,488127425.0
2020-06-01,517047495.0
2020-07-01,583646651.0
2020-08-01,651279448.0
2020-09-01,695738883.0
2020-10-01,749658328.0
2020-11-01,743833062.0
2020-12-01,741213931.0
2021-01-01,723161787.0
2021-02-01,715817116.0
2021-03-01,742527301.0
2021-04-01,758321991.0
2021-05-01,790551978.0
2021-06-01,808727590.0
2021-07-01,818180099.0
2021-08-01,825701278.0
2021-09-01,864600229.0
2021-10-01,930664911.0
2021-11-01,1280739813.0
2021-12-01,1444000346.0
2022-01-01,1403504021.0
2022-02-01,1425876760.0
2022-03-01,1518819339.0
2022-04-01,1525962311.0
2022-05-01,1698335201.0
2022-06-01,1678259813.0
2022-07-01,1780059843.0
2022-08-01,1767402340.0
2022-09-01,1809129304.0
2022-10-01,1840244459.0
2022-11-01,1820764889.0
2022-12-01,1828596480.0
2023-01-01,1949171324.0
2023-02-01,1930687172.0
2023-03-01,2008601413.0
2023-04-01,2141361927.0
2023-05-01,2193544128.0
2023-06-01,2588065806.0
2023-07-01,2805178417.0
2023-08-01,2861257917.0
2023-09-01,2793496413.0
2023-10-01,2931304201.0
2023-11-01,2979327408.0
2023-12-01,3050919471.0
2024-01-01,3177561521.0
2024-02-01,3341570406.0
2024-03-01,3713955540.0
2024-04-01,3557083571.0
2024-05-01,3411871948.0
2024-06-01,3350361285.0
2024-07-01,3437281917.0
2024-08-01,3715109866.0
2024-09-01,3779288871.0
2024-10-01,3833158263.0
2024-11-01,3790503511.0
2024-12-01,3820798518.0
2025-01-01,3858479638.0
2025-02-01,4022767111.0
2025-03-01,4454459123.0
2025-04-01,4753119311.0
2025-05-01,4758032280.0
2025-06-01,4881761804.0
2025-07-01,4993892586.0
2025-08-01,5153206767.0
