Tarih,TP_PBD_G02
2000-01-01,21646416.0
2000-02-01,22062820.0
2000-03-01,23534687.0
2000-04-01,23360747.0
2000-05-01,23936228.0
2000-06-01,25704540.0
2000-07-01,27078276.0
2000-08-01,27867954.0
2000-09-01,28362838.0
2000-10-01,28370878.0
2000-11-01,24991382.0
2000-12-01,28121837.0
2001-01-01,28101930.0
2001-02-01,32784745.0
2001-03-01,35513556.0
2001-04-01,36873790.0
2001-05-01,40877288.0
2001-06-01,42380925.0
2001-07-01,42595460.0
2001-08-01,47070193.0
2001-09-01,52616686.0
2001-10-01,52068383.0
2001-11-01,47591934.0
2001-12-01,48527755.0
2002-01-01,44119333.0
2002-02-01,48068675.0
2002-03-01,45683618.0
2002-04-01,46413466.0
2002-05-01,50806906.0
2002-06-01,56667067.0
2002-07-01,62792621.0
2002-08-01,62137433.0
2002-09-01,63746983.0
2002-10-01,66348691.0
2002-11-01,62638497.0
2002-12-01,68887662.0
2003-01-01,70496611.0
2003-02-01,65899522.0
2003-03-01,65672926.0
2003-04-01,62431202.0
2003-05-01,59428390.0
2003-06-01,59243253.0
2003-07-01,61140672.0
2003-08-01,62259950.0
2003-09-01,66008620.0
2003-10-01,71632305.0
2003-11-01,68395982.0
2003-12-01,70100912.0
2004-01-01,66012503.0
2004-02-01,63423916.0
2004-03-01,63276451.0
2004-04-01,69764933.0
2004-05-01,73031673.0
2004-06-01,74824983.0
2004-07-01,73861956.0
2004-08-01,80550605.0
2004-09-01,81817506.0
2004-10-01,82811064.0
2004-11-01,81793007.0
2004-12-01,79562509.0
2005-01-01,79161404.0
2005-02-01,76660227.0
2005-03-01,79247987.0
2005-04-01,79966760.0
2005-05-01,79850267.0
2005-06-01,85073037.0
2005-07-01,88034180.0
2005-08-01,90904706.0
2005-09-01,93236331.0
2005-10-01,90135922.0
2005-11-01,95581597.0
2005-12-01,103764530.5
2006-01-01,106949216.3
2006-02-01,109032950.7
2006-03-01,112091134.1
2006-04-01,110496478.4
2006-05-01,134101240.0
2006-06-01,138510602.4
2006-07-01,131367441.4
2006-08-01,132609155.0
2006-09-01,137709388.5
2006-10-01,137528083.8
2006-11-01,141829938.0
2006-12-01,143929346.0
2007-01-01,146374910.48
2007-02-01,147152628.26
2007-03-01,150445046.45
2007-04-01,148057653.2
2007-05-01,153093020.55
2007-06-01,154098346.95
2007-07-01,154216468.2
2007-08-01,156290866.67
2007-09-01,144417504.99
2007-10-01,138874931.0
2007-11-01,139109816.0
2007-12-01,142102530.0
2008-01-01,142450939.0
2008-02-01,146811755.0
2008-03-01,164229748.0
2008-04-01,157271337.0
2008-05-01,156869079.0
2008-06-01,162565750.0
2008-07-01,158153512.0
2008-08-01,156031855.0
2008-09-01,163361843.0
2008-10-01,190158308.0
2008-11-01,192100662.0
2008-12-01,193948858.0
2009-01-01,201177536.0
2009-02-01,204840077.0
2009-03-01,204799215.0
2009-04-01,192166278.0
2009-05-01,190364309.0
2009-06-01,187901195.0
