Tarih,TP_PBD_G35
2000-01-01,43111773.0
2000-02-01,44094962.0
2000-03-01,45107328.0
2000-04-01,46429227.0
2000-05-01,47640660.0
2000-06-01,49880791.0
2000-07-01,52563837.0
2000-08-01,52378942.0
2000-09-01,54174570.0
2000-10-01,55644587.0
2000-11-01,56859591.0
2000-12-01,58467538.0
2001-01-01,59501591.0
2001-02-01,66860110.0
2001-03-01,74575053.0
2001-04-01,77956996.0
2001-05-01,80544608.0
2001-06-01,86243458.0
2001-07-01,88699323.0
2001-08-01,96667638.0
2001-09-01,103776092.0
2001-10-01,108016465.0
2001-11-01,106565706.0
2001-12-01,108748347.0
2002-01-01,101988469.0
2002-02-01,113585995.0
2002-03-01,111950660.0
2002-04-01,114190887.0
2002-05-01,118883944.0
2002-06-01,126217979.0
2002-07-01,133709606.0
2002-08-01,132450114.0
2002-09-01,134851479.0
2002-10-01,137210055.0
2002-11-01,136408329.0
2002-12-01,141223904.0
2003-01-01,143071812.0
2003-02-01,144572044.0
2003-03-01,143122168.0
2003-04-01,140546927.0
2003-05-01,139072177.0
2003-06-01,141475487.0
2003-07-01,144657882.0
2003-08-01,145047431.0
2003-09-01,149268100.0
2003-10-01,157211934.0
2003-11-01,163038013.0
2003-12-01,164056795.0
2004-01-01,167416711.0
2004-02-01,167347674.0
2004-03-01,168464826.0
2004-04-01,174547717.0
2004-05-01,182671469.0
2004-06-01,180374223.0
2004-07-01,184024208.0
2004-08-01,189605934.0
2004-09-01,193624847.0
2004-10-01,195824591.0
2004-11-01,201533087.0
2004-12-01,199524010.0
2005-01-01,197358381.0
2005-02-01,196535108.0
2005-03-01,203396617.0
2005-04-01,212089871.0
2005-05-01,214412284.0
2005-06-01,217471574.0
2005-07-01,222570370.0
2005-08-01,230950737.0
2005-09-01,234009172.0
2005-10-01,235793685.0
2005-11-01,241099644.0
2005-12-01,261306414.8
2006-01-01,256656712.5
2006-02-01,261671862.2
2006-03-01,270638356.8
2006-04-01,276085569.4
2006-05-01,300653985.0
2006-06-01,302530957.9
2006-07-01,293354085.3
2006-08-01,296246876.2
2006-09-01,303201992.7
2006-10-01,304583665.8
2006-11-01,310095053.2
2006-12-01,319366193.2
2007-01-01,319598578.7
2007-02-01,321707601.41
2007-03-01,326821379.72
2007-04-01,332414663.99
2007-05-01,337816294.76
2007-06-01,344520110.13
2007-07-01,348345279.4
2007-08-01,354080359.7
2007-09-01,351260586.95
2007-10-01,353130368.0
2007-11-01,357246768.0
2007-12-01,368167283.0
2008-01-01,368827938.0
2008-02-01,375189944.0
2008-03-01,397283656.0
2008-04-01,399529465.0
2008-05-01,394044967.0
2008-06-01,402038651.0
2008-07-01,404068238.0
2008-08-01,404567975.0
2008-09-01,422930961.0
2008-10-01,439409789.0
2008-11-01,447242669.0
2008-12-01,458630123.0
2009-01-01,460108658.0
2009-02-01,469678544.0
2009-03-01,472682172.0
2009-04-01,466585043.0
2009-05-01,470549977.0
2009-06-01,474889844.0
2009-07-01,476345385.0
2009-08-01,481729186.0
2009-09-01,492262342.0
2009-10-01,497202545.0
2009-11-01,510145307.0
2009-12-01,518279353.0
2010-01-01,517503712.0
2010-02-01,526767260.0
2010-03-01,533101084.0
2010-04-01,531832063.0
2010-05-01,540942824.0
2010-06-01,556808328.0
2010-07-01,557782753.0
2010-08-01,562175214.0
2010-09-01,571779145.0
2010-10-01,578865131.0
2010-11-01,586143590.0
2010-12-01,615102828.0
2011-01-01,614625616.0
2011-02-01,630113718.0
2011-03-01,642447476.0
2011-04-01,648467295.0
2011-05-01,663318885.0
2011-06-01,673025974.0
2011-07-01,682453066.0
2011-08-01,695943160.0
2011-09-01,697956602.0
2011-10-01,691395892.0
2011-11-01,695539727.0
2011-12-01,708614707.0
2012-01-01,695567823.0
2012-02-01,699852764.0
2012-03-01,708333995.0
2012-04-01,713767780.0
2012-05-01,722481085.0
2012-06-01,734741857.0
2012-07-01,735889218.0
2012-08-01,745487926.0
2012-09-01,758687700.0
2012-10-01,765678361.0
2012-11-01,763843051.0
2012-12-01,783144269.0
2013-01-01,784371328.0
2013-02-01,793511794.0
2013-03-01,805412816.0
2013-04-01,814125900.0
2013-05-01,834358615.0
2013-06-01,849103621.0
2013-07-01,869091808.0
2013-08-01,888378276.0
2013-09-01,902141253.0
2013-10-01,908055667.0
2013-11-01,916880677.0
2013-12-01,947130872.0
2014-01-01,964071671.0
2014-02-01,963164527.0
2014-03-01,963518314.0
2014-04-01,968265859.0
2014-05-01,964959702.0
2014-06-01,983722931.0
2014-07-01,1007783537.0
2014-08-01,1012439552.0
2014-09-01,1036634013.0
2014-10-01,1027698367.0
2014-11-01,1030729189.0
2014-12-01,1058375873.0
2015-01-01,1067721214.0
2015-02-01,1093829955.0
2015-03-01,1115449862.0
2015-04-01,1142556725.0
2015-05-01,1153804302.0
2015-06-01,1163824098.0
2015-07-01,1194155121.0
2015-08-01,1217300531.0
2015-09-01,1248430860.0
2015-10-01,1232121472.0
2015-11-01,1221870699.0
2015-12-01,1231372009.0
2016-01-01,1240770051.0
2016-02-01,1249511237.0
2016-03-01,1263781517.0
2016-04-01,1266570034.0
2016-05-01,1293525425.0
2016-06-01,1305271124.0
2016-07-01,1326359176.0
2016-08-01,1326305895.0
2016-09-01,1345575878.0
2016-10-01,1364923012.0
2016-11-01,1410613168.0
2016-12-01,1452191310.0
2017-01-01,1471483660.0
2017-02-01,1451833736.0
2017-03-01,1494229983.0
2017-04-01,1520251870.0
2017-05-01,1535734054.0
2017-06-01,1561834727.0
2017-07-01,1568368169.0
2017-08-01,1593951241.0
2017-09-01,1612732852.0
2017-10-01,1664183650.0
2017-11-01,1683352835.0
2017-12-01,1685940896.0
2018-01-01,1676807237.0
2018-02-01,1694609595.0
2018-03-01,1744353240.0
2018-04-01,1779293771.0
2018-05-01,1853417368.0
2018-06-01,1875400882.0
2018-07-01,1937450593.0
2018-08-01,2165096361.0
2018-09-01,2077660108.0
2018-10-01,2006393706.0
2018-11-01,1950916902.0
2018-12-01,1994730739.0
2019-01-01,2010342997.0
2019-02-01,2060021116.0
2019-03-01,2172621906.0
2019-04-01,2243229578.0
2019-05-01,2262201932.0
2019-06-01,2254688614.0
2019-07-01,2243881492.0
2019-08-01,2347639532.0
2019-09-01,2354711726.0
2019-10-01,2415733732.0
2019-11-01,2453389803.0
2019-12-01,2554361320.0
2020-01-01,2574629701.0
2020-02-01,2669569405.0
2020-03-01,2795598942.0
2020-04-01,3036983437.0
2020-05-01,3064957217.0
2020-06-01,3134310761.0
2020-07-01,3260200539.0
2020-08-01,3307273775.0
2020-09-01,3379206884.0
2020-10-01,3521824805.0
2020-11-01,3416797925.0
2020-12-01,3421903313.0
2021-01-01,3401455922.0
2021-02-01,3422130767.0
2021-03-01,3618987822.0
2021-04-01,3677393420.0
2021-05-01,3782521287.0
2021-06-01,3876874387.0
2021-07-01,3917262516.0
2021-08-01,3926701339.0
2021-09-01,4112493566.0
2021-10-01,4365787281.0
2021-11-01,5158076665.0
2021-12-01,5209545812.0
2022-01-01,5235972903.0
2022-02-01,5403380923.0
2022-03-01,5796602075.0
2022-04-01,5997344253.0
2022-05-01,6379097759.0
2022-06-01,6529719123.0
2022-07-01,7064825171.0
2022-08-01,7349937703.0
2022-09-01,7603202698.0
2022-10-01,7866893063.0
2022-11-01,8053625031.0
2022-12-01,8460684924.0
2023-01-01,8669477090.0
2023-02-01,8864728351.0
2023-03-01,9285376570.0
2023-04-01,9746466902.0
2023-05-01,9700373042.0
2023-06-01,11131819792.0
2023-07-01,11779895422.0
2023-08-01,12231040943.0
2023-09-01,12660259774.0
2023-10-01,13097974310.0
2023-11-01,13388504571.0
2023-12-01,14032110621.0
2024-01-01,14170571630.0
2024-02-01,14588406897.0
2024-03-01,14983979378.0
2024-04-01,15258924806.0
2024-05-01,15765568872.0
2024-06-01,16326825672.0
2024-07-01,16989570467.0
2024-08-01,17675432333.0
2024-09-01,18037927696.0
2024-10-01,18490024928.0
2024-11-01,18871576548.0
2024-12-01,19498736540.0
2025-01-01,20081206869.0
2025-02-01,20682730101.0
2025-03-01,21585230911.0
2025-04-01,22069913194.0
2025-05-01,22636159686.0
2025-06-01,23192225137.0
2025-07-01,23915664858.0
2025-08-01,24485754778.0
