Tarih,TP_PBD_G08
2000-01-01,38538278.0
2000-02-01,39770274.0
2000-03-01,41195513.0
2000-04-01,42687591.0
2000-05-01,43286852.0
2000-06-01,45474179.0
2000-07-01,47741480.0
2000-08-01,49138377.0
2000-09-01,50615992.0
2000-10-01,51753969.0
2000-11-01,55549709.0
2000-12-01,63223246.0
2001-01-01,62927847.0
2001-02-01,68173106.0
2001-03-01,74669288.0
2001-04-01,81021932.0
2001-05-01,91776217.0
2001-06-01,98419136.0
2001-07-01,102571461.0
2001-08-01,110283377.0
2001-09-01,116568068.0
2001-10-01,124632490.0
2001-11-01,124278843.0
2001-12-01,128439070.0
2002-01-01,124549614.0
2002-02-01,136748318.0
2002-03-01,137179022.0
2002-04-01,138830017.0
2002-05-01,137323358.0
2002-06-01,145283758.0
2002-07-01,152489631.0
2002-08-01,152766381.0
2002-09-01,155704237.0
2002-10-01,158476880.0
2002-11-01,156638850.0
2002-12-01,164742193.0
2003-01-01,167852688.0
2003-02-01,173021879.0
2003-03-01,177981261.0
2003-04-01,176977568.0
2003-05-01,172911303.0
2003-06-01,176420912.0
2003-07-01,177326458.0
2003-08-01,174070815.0
2003-09-01,178281543.0
2003-10-01,187537534.0
2003-11-01,194832416.0
2003-12-01,198691861.0
2004-01-01,203668391.0
2004-02-01,205811054.0
2004-03-01,208296152.0
2004-04-01,214324701.0
2004-05-01,222643618.0
2004-06-01,219161913.0
2004-07-01,220215238.0
2004-08-01,226350281.0
2004-09-01,230611755.0
2004-10-01,235308134.0
2004-11-01,244359268.0
2004-12-01,241654096.0
2005-01-01,240746233.0
2005-02-01,241218276.0
2005-03-01,249096027.0
2005-04-01,256371265.0
2005-05-01,257580729.0
2005-06-01,258263045.0
2005-07-01,260082044.0
2005-08-01,269510520.0
2005-09-01,271477429.0
2005-10-01,277015102.0
2005-11-01,277862968.0
2005-12-01,309075505.5
2006-01-01,302142875.5
2006-02-01,309793677.5
2006-03-01,318700821.2
2006-04-01,327146569.7
2006-05-01,337957677.5
2006-06-01,340187461.7
2006-07-01,334730669.9
2006-08-01,335336972.4
2006-09-01,340132800.7
2006-10-01,343593798.2
2006-11-01,345434008.7
2006-12-01,353400819.5
2007-01-01,353566202.3
2007-02-01,356487227.68
2007-03-01,359149658.82
2007-04-01,363548735.59
2007-05-01,363909509.36
2007-06-01,373731181.13
2007-07-01,380362594.4
2007-08-01,387765894.7
2007-09-01,392753130.25
2007-10-01,401238983.0
2007-11-01,407887196.0
2007-12-01,419664814.0
2008-01-01,415954786.0
2008-02-01,422349863.0
2008-03-01,441755154.0
2008-04-01,448490610.0
2008-05-01,441414116.0
2008-06-01,452363643.0
2008-07-01,456359907.0
2008-08-01,457854033.0
2008-09-01,476122515.0
2008-10-01,479223076.0
2008-11-01,481371967.0
2008-12-01,492349695.0
2009-01-01,487208160.0
2009-02-01,492452694.0
2009-03-01,503629239.0
2009-04-01,506328377.0
2009-05-01,506853765.0
2009-06-01,522779755.0
2009-07-01,527112649.0
2009-08-01,535054375.0
2009-09-01,553824375.0
2009-10-01,560222119.0
2009-11-01,573194339.0
