Tarih,TP_PBD_H21
2013-10-01,10555189.0
2013-11-01,10482242.0
2013-12-01,10256661.0
2014-01-01,11137102.0
2014-02-01,10498081.0
2014-03-01,10603332.0
2014-04-01,10959600.0
2014-05-01,11085844.0
2014-06-01,11142037.0
2014-07-01,11442228.0
2014-08-01,11978962.0
2014-09-01,11795120.0
2014-10-01,11751711.0
2014-11-01,11962219.0
2014-12-01,12336284.0
2015-01-01,12867254.0
2015-02-01,13112510.0
2015-03-01,12871057.0
2015-04-01,12860782.0
2015-05-01,12478259.0
2015-06-01,12732350.0
2015-07-01,13148950.0
2015-08-01,13633363.0
2015-09-01,13526771.0
2015-10-01,12942458.0
2015-11-01,12294287.0
2015-12-01,12079088.0
2016-01-01,12181055.0
2016-02-01,11817430.0
2016-03-01,11469855.0
2016-04-01,11768625.0
2016-05-01,12388267.0
2016-06-01,11929946.0
2016-07-01,12894940.0
2016-08-01,12357527.0
2016-09-01,12555808.0
2016-10-01,12645737.0
2016-11-01,12482795.0
2016-12-01,12634902.0
2017-01-01,12692241.0
2017-02-01,12258316.0
2017-03-01,12551404.0
2017-04-01,12854695.0
2017-05-01,12420103.0
2017-06-01,12591618.0
2017-07-01,12840076.0
2017-08-01,13217830.0
2017-09-01,13368142.0
2017-10-01,14756444.0
2017-11-01,14297217.0
2017-12-01,13875478.0
2018-01-01,13891095.0
2018-02-01,14446353.0
2018-03-01,14646182.0
2018-04-01,14644500.0
2018-05-01,15516603.0
2018-06-01,14275333.0
2018-07-01,14917277.0
2018-08-01,14827691.0
2018-09-01,12484326.0
2018-10-01,11695773.0
2018-11-01,11917205.0
2018-12-01,9235703.0
2019-01-01,15501249.0
2019-02-01,25201340.0
2019-03-01,28984016.0
2019-04-01,31832109.0
2019-05-01,32731643.0
2019-06-01,34112758.0
2019-07-01,27355576.0
2019-08-01,35488309.0
2019-09-01,35636366.0
2019-10-01,39917212.0
2019-11-01,41419360.0
2019-12-01,39787181.0
2020-01-01,38734484.0
2020-02-01,36636339.0
2020-03-01,35467162.0
2020-04-01,36541501.0
2020-05-01,40429684.0
2020-06-01,41094333.0
2020-07-01,28227874.0
2020-08-01,32084452.0
2020-09-01,28935887.0
2020-10-01,28955943.0
2020-11-01,27228467.0
2020-12-01,26633148.0
2021-01-01,28975578.0
2021-02-01,31422807.0
2021-03-01,39278295.0
2021-04-01,39485128.0
2021-05-01,40445581.0
2021-06-01,46427246.0
2021-07-01,47424877.0
2021-08-01,48673431.0
2021-09-01,53476106.0
2021-10-01,55912563.0
2021-11-01,60677202.0
2021-12-01,41843398.0
2022-01-01,38862547.0
2022-02-01,42804131.0
2022-03-01,46881737.0
2022-04-01,50288326.0
2022-05-01,50381621.0
2022-06-01,49894369.0
2022-07-01,52131099.0
2022-08-01,64093395.0
2022-09-01,74727578.0
2022-10-01,83561523.0
2022-11-01,92353644.0
2022-12-01,100435377.0
2023-01-01,108460570.0
2023-02-01,105590106.0
2023-03-01,101946622.0
2023-04-01,94678876.0
2023-05-01,80155517.0
2023-06-01,92696887.0
2023-07-01,125799685.0
2023-08-01,142486342.0
2023-09-01,130614055.0
2023-10-01,141588338.0
2023-11-01,143036023.0
2023-12-01,148370047.0
2024-01-01,198113873.0
2024-02-01,278248013.0
2024-03-01,294869575.0
2024-04-01,344939971.0
2024-05-01,446220006.0
2024-06-01,530921144.0
2024-07-01,695437155.0
2024-08-01,829031794.0
2024-09-01,936882888.0
2024-10-01,1070283824.0
2024-11-01,1248187581.0
2024-12-01,1303254115.0
2025-01-01,1600925160.0
2025-02-01,1456078992.0
2025-03-01,781783226.0
2025-04-01,879523534.0
2025-05-01,1057566516.0
2025-06-01,1047835437.0
2025-07-01,1168412233.0
2025-08-01,1290761821.0
