Tarih,TP_PBD_H04
2000-01-01,561.0
2000-02-01,487.0
2000-03-01,368.0
2000-04-01,468.0
2000-05-01,953.0
2000-06-01,1058.0
2000-07-01,1199.0
2000-08-01,1323.0
2000-09-01,918.0
2000-10-01,1154.0
2000-11-01,1237.0
2000-12-01,1289.0
2001-01-01,1453.0
2001-02-01,11291.0
2001-03-01,42173.0
2001-04-01,1339.0
2001-05-01,4185.0
2001-06-01,1347.0
2001-07-01,2987.0
2001-08-01,4511.0
2001-09-01,1849.0
2001-10-01,1302.0
2001-11-01,6781.0
2001-12-01,3679.0
2002-01-01,5800.0
2002-02-01,17440.0
2002-03-01,1263.0
2002-04-01,1477.0
2002-05-01,6522.0
2002-06-01,33844.0
2002-07-01,17117.0
2002-08-01,21827.0
2002-09-01,22729.0
2002-10-01,16240.0
2002-11-01,18171.0
2002-12-01,23951.0
2003-01-01,19346.0
2003-02-01,26359.0
2003-03-01,27386.0
2003-04-01,20470.0
2003-05-01,19089.0
2003-06-01,22679.0
2003-07-01,12110.0
2003-08-01,30123.0
2003-09-01,27326.0
2003-10-01,35454.0
2003-11-01,31721.0
2003-12-01,33920.0
2004-01-01,39216.0
2004-02-01,36459.0
2004-03-01,38917.0
2004-04-01,43079.0
2004-05-01,81408.0
2004-06-01,46036.0
2004-07-01,56957.0
2004-08-01,77716.0
2004-09-01,74066.0
2004-10-01,74776.0
2004-11-01,57351.0
2004-12-01,139148.0
2005-01-01,116680.0
2005-02-01,147482.0
2005-03-01,105472.0
2005-04-01,111311.0
2005-05-01,141038.0
2005-06-01,72760.0
2005-07-01,134599.0
2005-08-01,154920.0
2005-09-01,128660.0
2005-10-01,184914.0
2005-11-01,168533.0
2005-12-01,88556.1
2006-01-01,26927.2
2006-02-01,20847.3
2006-03-01,19615.9
2006-04-01,13720.9
2006-05-01,15077.5
2006-06-01,10543.3
2006-07-01,33468.0
2006-08-01,14255.8
2006-09-01,16510.3
2006-10-01,19819.0
2006-11-01,22502.1
2006-12-01,102801.4
2007-01-01,13007.3
2007-02-01,11618.7
2007-03-01,13451.3
2007-04-01,13860.4
2007-05-01,26551.5
2007-06-01,17718.3
2007-07-01,22932.9
2007-08-01,14897.9
2007-09-01,7641.4
2007-10-01,15370.0
2007-11-01,20103.0
2007-12-01,99441.0
2008-01-01,19604.0
2008-02-01,19504.0
2008-03-01,27909.0
2008-04-01,17917.0
2008-05-01,15713.0
2008-06-01,13954.0
2008-07-01,51639.0
2008-08-01,15893.0
2008-09-01,12297.0
2008-10-01,33890.0
2008-11-01,13915.0
2008-12-01,133391.0
2009-01-01,19539.0
2009-02-01,10428.0
2009-03-01,6739.0
2009-04-01,18597.0
2009-05-01,14163.0
2009-06-01,14563.0
2009-07-01,11128.0
2009-08-01,8128.0
2009-09-01,9977.0
2009-10-01,9178.0
2009-11-01,14501.0
2009-12-01,61570.0
2010-01-01,14453.0
2010-02-01,9997.0
2010-03-01,8695.0
2010-04-01,16952.0
2010-05-01,9165.0
2010-06-01,15197.0
2010-07-01,11413.0
2010-08-01,9890.0
2010-09-01,10011.0
2010-10-01,15772.0
2010-11-01,9266.0
2010-12-01,131721.0
2011-01-01,8622.0
2011-02-01,8066.0
2011-03-01,10330.0
2011-04-01,17100.0
2011-05-01,16299.0
2011-06-01,11061.0
2011-07-01,11743.0
2011-08-01,9573.0
2011-09-01,12104.0
2011-10-01,13417.0
2011-11-01,9628.0
2011-12-01,51804.0
2012-01-01,5403.0
2012-02-01,10864.0
2012-03-01,9822.0
2012-04-01,21080.0
2012-05-01,6821.0
2012-06-01,10410.0
2012-07-01,9851.0
2012-08-01,6211.0
2012-09-01,6793.0
2012-10-01,17283.0
2012-11-01,7048.0
2012-12-01,48685.0
2013-01-01,17156.0
2013-02-01,10645.0
2013-03-01,8820.0
2013-04-01,17034.0
2013-05-01,12488.0
2013-06-01,9233.0
2013-07-01,18472.0
2013-08-01,18208.0
2013-09-01,8694.0
2013-10-01,8913.0
2013-11-01,8915.0
2013-12-01,164307.0
2014-01-01,98035.0
2014-02-01,103638.0
2014-03-01,104862.0
2014-04-01,127367.0
2014-05-01,149599.0
2014-06-01,179729.0
2014-07-01,208444.0
2014-08-01,219293.0
2014-09-01,251950.0
2014-10-01,262897.0
2014-11-01,295138.0
2014-12-01,279031.0
2015-01-01,383423.0
2015-02-01,382859.0
2015-03-01,339642.0
2015-04-01,327725.0
2015-05-01,340122.0
2015-06-01,342721.0
2015-07-01,339246.0
2015-08-01,357229.0
2015-09-01,365318.0
2015-10-01,359498.0
2015-11-01,365141.0
2015-12-01,352935.0
2016-01-01,427437.0
2016-02-01,429175.0
2016-03-01,433713.0
2016-04-01,440951.0
2016-05-01,481350.0
2016-06-01,498111.0
2016-07-01,492571.0
2016-08-01,447867.0
2016-09-01,413526.0
2016-10-01,407116.0
2016-11-01,434955.0
2016-12-01,458888.0
2017-01-01,422901.0
2017-02-01,444571.0
2017-03-01,459735.0
2017-04-01,425657.0
2017-05-01,411761.0
2017-06-01,427212.0
2017-07-01,411241.0
2017-08-01,403846.0
2017-09-01,386730.0
2017-10-01,394814.0
2017-11-01,412325.0
2017-12-01,443875.0
2018-01-01,433625.0
2018-02-01,421700.0
2018-03-01,391500.0
2018-04-01,398151.0
2018-05-01,444857.0
2018-06-01,476760.0
2018-07-01,466604.0
2018-08-01,303229.0
2018-09-01,327242.0
2018-10-01,307005.0
2018-11-01,302068.0
2018-12-01,309427.0
2019-01-01,303161.0
2019-02-01,220088.0
2019-03-01,199627.0
2019-04-01,174938.0
2019-05-01,178785.0
2019-06-01,19877.0
2019-07-01,3257.0
2019-08-01,2716.0
2019-09-01,2747.0
2019-10-01,5615.0
2019-11-01,3095.0
2019-12-01,8635.0
2020-01-01,1554.0
2020-02-01,1562.0
2020-03-01,1791.0
2020-04-01,1778.0
2020-05-01,1755.0
2020-06-01,1745.0
2020-07-01,1764.0
2020-08-01,1687.0
2020-09-01,1661.0
2020-10-01,4257.0
2020-11-01,10616.0
2020-12-01,22389.0
2021-01-01,29292.0
2021-02-01,19574.0
2021-03-01,25964.0
2021-04-01,46982.0
2021-05-01,29214.0
2021-06-01,45122.0
2021-07-01,17921.0
2021-08-01,11013.0
2021-09-01,21767.0
2021-10-01,15194.0
2021-11-01,14789.0
2021-12-01,54471.0
2022-01-01,67813.0
2022-02-01,55212.0
2022-03-01,88588.0
2022-04-01,84453.0
2022-05-01,215676.0
2022-06-01,1213875.0
2022-07-01,1665560.0
2022-08-01,1629847.0
2022-09-01,1736411.0
2022-10-01,2070709.0
2022-11-01,2245317.0
2022-12-01,2461286.0
2023-01-01,2999779.0
2023-02-01,2994197.0
2023-03-01,3409206.0
2023-04-01,3889939.0
2023-05-01,4272346.0
2023-06-01,4275404.0
2023-07-01,4597882.0
2023-08-01,4797293.0
2023-09-01,4783009.0
2023-10-01,5005240.0
2023-11-01,4883422.0
2023-12-01,5296073.0
2024-01-01,5856202.0
2024-02-01,5752997.0
2024-03-01,5877903.0
2024-04-01,6155116.0
2024-05-01,5995692.0
2024-06-01,5873220.0
2024-07-01,6163816.0
2024-08-01,6144985.0
2024-09-01,6113523.0
2024-10-01,6377885.0
2024-11-01,6498479.0
2024-12-01,6918553.0
2025-01-01,7849832.0
2025-02-01,7777348.0
2025-03-01,8063773.0
2025-04-01,8276058.0
2025-05-01,8490833.0
2025-06-01,9268292.0
2025-07-01,9215777.0
2025-08-01,9321045.0
