Tarih,TP_PBD_H09
2000-01-01,22870329.0
2000-02-01,22159198.0
2000-03-01,22440989.0
2000-04-01,23188237.0
2000-05-01,23096794.0
2000-06-01,24508902.0
2000-07-01,26642948.0
2000-08-01,26014559.0
2000-09-01,26490251.0
2000-10-01,27287078.0
2000-11-01,28503813.0
2000-12-01,31912095.0
2001-01-01,32202029.0
2001-02-01,35311355.0
2001-03-01,38487237.0
2001-04-01,38941957.0
2001-05-01,39096847.0
2001-06-01,40377691.0
2001-07-01,38282033.0
2001-08-01,40805064.0
2001-09-01,42112694.0
2001-10-01,42857471.0
2001-11-01,43879923.0
2001-12-01,47241075.0
2002-01-01,45756181.0
2002-02-01,48485606.0
2002-03-01,49514926.0
2002-04-01,50777834.0
2002-05-01,51794752.0
2002-06-01,53112804.0
2002-07-01,53982055.0
2002-08-01,53777195.0
2002-09-01,56180930.0
2002-10-01,57924441.0
2002-11-01,58874391.0
2002-12-01,61879759.0
2003-01-01,61000599.0
2003-02-01,61670537.0
2003-03-01,63775968.0
2003-04-01,62804208.0
2003-05-01,64664714.0
2003-06-01,67813827.0
2003-07-01,69912019.0
2003-08-01,71376431.0
2003-09-01,74970925.0
2003-10-01,77111813.0
2003-11-01,78796201.0
2003-12-01,82712966.0
2004-01-01,90436316.0
2004-02-01,89510444.0
2004-03-01,92551907.0
2004-04-01,95203537.0
2004-05-01,95633521.0
2004-06-01,97409577.0
2004-07-01,98373716.0
2004-08-01,100808321.0
2004-09-01,102914186.0
2004-10-01,104511632.0
2004-11-01,105450430.0
2004-12-01,108539246.0
2005-01-01,106096434.0
2005-02-01,108470081.0
2005-03-01,113719133.0
2005-04-01,117735754.0
2005-05-01,120541574.0
2005-06-01,126567918.0
2005-07-01,130646026.0
2005-08-01,134089319.0
2005-09-01,138520405.0
2005-10-01,144406974.0
2005-11-01,146553461.0
2005-12-01,238801377.5
2006-01-01,234781577.5
2006-02-01,239340348.1
2006-03-01,247906895.6
2006-04-01,252556462.6
2006-05-01,274641762.3
2006-06-01,278518255.4
2006-07-01,271258116.3
2006-08-01,275056947.3
2006-09-01,281859755.1
2006-10-01,283901921.6
2006-11-01,289899747.4
2006-12-01,297734742.6
2007-01-01,299256415.4
2007-02-01,301320358.4
2007-03-01,305514500.6
2007-04-01,310154079.1
2007-05-01,314302110.4
2007-06-01,320006674.7
2007-07-01,324278665.2
2007-08-01,329380436.0
2007-09-01,327465954.2
2007-10-01,328448264.0
2007-11-01,332502206.0
2007-12-01,344376752.0
2008-01-01,345039820.0
2008-02-01,351541277.0
