Tarih,TP_PBD_F02
2000-01-01,1774172.1
2000-02-01,1892805.8
2000-03-01,1951389.1
2000-04-01,2051093.7
2000-05-01,2057585.6
2000-06-01,2287778.6
2000-07-01,2428456.2
2000-08-01,2535151.4
2000-09-01,2670065.2
2000-10-01,2563518.6
2000-11-01,2517654.0
2000-12-01,3196941.9
2001-01-01,2385402.1
2001-02-01,2947917.6
2001-03-01,3057713.1
2001-04-01,3220649.4
2001-05-01,3338587.5
2001-06-01,3835182.1
2001-07-01,3785027.6
2001-08-01,4132396.2
2001-09-01,4467366.4
2001-10-01,4008942.7
2001-11-01,4224770.3
2001-12-01,4462912.6
2002-01-01,4107171.2
2002-02-01,5054597.0
2002-03-01,4922484.6
2002-04-01,4924165.8
2002-05-01,5229370.7
2002-06-01,5911344.6
2002-07-01,5779291.0
2002-08-01,6219901.9
2002-09-01,6131837.4
2002-10-01,6266840.9
2002-11-01,7288046.2
2002-12-01,6899360.3
2003-01-01,6886566.2
2003-02-01,7438429.8
2003-03-01,7496072.1
2003-04-01,7394338.9
2003-05-01,7699446.6
2003-06-01,8204917.6
2003-07-01,8667928.0
2003-08-01,9143381.8
2003-09-01,9149590.9
2003-10-01,9907175.4
2003-11-01,11013125.7
2003-12-01,9775115.5
2004-01-01,12287151.1
2004-02-01,10866425.6
2004-03-01,10861570.5
2004-04-01,11909217.9
2004-05-01,11731379.6
2004-06-01,12025936.2
2004-07-01,12589895.1
2004-08-01,12699013.8
2004-09-01,12853445.2
2004-10-01,13428095.2
2004-11-01,12366780.6
2004-12-01,12443527.6
2005-01-01,12336288.6
2005-02-01,12665672.4
2005-03-01,13473621.2
2005-04-01,14826670.8
2005-05-01,14472797.6
2005-06-01,15171903.4
2005-07-01,16359241.3
2005-08-01,16344498.4
2005-09-01,17284664.9
2005-10-01,18972839.6
2005-11-01,17231588.3
2005-12-01,18193450.3
2006-01-01,17923102.4
2006-02-01,17916322.7
2006-03-01,18872606.9
2006-04-01,20161785.2
2006-05-01,20755422.1
2006-06-01,21620534.3
2006-07-01,21002895.1
2006-08-01,21311703.0
2006-09-01,21934191.2
2006-10-01,21757847.4
2006-11-01,20695085.0
2006-12-01,24439415.7
2007-01-01,19892181.0
2007-02-01,19787771.9
2007-03-01,20704685.7
2007-04-01,21226678.3
2007-05-01,21461397.9
2007-06-01,23180863.1
2007-07-01,22806320.0
2007-08-01,23831634.0
2007-09-01,24610289.9
2007-10-01,24155484.0
2007-11-01,24545634.0
2007-12-01,25008370.0
2008-01-01,24093978.0
2008-02-01,24741680.0
2008-03-01,26125712.0
2008-04-01,26724710.0
2008-05-01,27058386.0
2008-06-01,27070287.0
2008-07-01,27386606.0
2008-08-01,27883338.0
2008-09-01,32077854.0
2008-10-01,30547460.0
2008-11-01,31287112.0
2008-12-01,29271922.0
2009-01-01,28985062.0
2009-02-01,30643580.0
2009-03-01,30963737.0
2009-04-01,31176223.0
