Tarih,TP_PBD_D08
2000-01-01,36784010.7
2000-02-01,37428147.6
2000-03-01,39168625.6
2000-04-01,40954363.0
2000-05-01,41327995.5
2000-06-01,43200961.0
2000-07-01,45225660.1
2000-08-01,47063136.4
2000-09-01,48599086.4
2000-10-01,49222725.6
2000-11-01,52743630.6
2000-12-01,61253920.49
2001-01-01,60005061.5
2001-02-01,65691046.8
2001-03-01,71788792.1
2001-04-01,77825607.2
2001-05-01,87836096.2
2001-06-01,96437434.1
2001-07-01,99189120.1
2001-08-01,105147590.8
2001-09-01,113511863.5
2001-10-01,121203608.5
2001-11-01,119503235.0
2001-12-01,125206393.38
2002-01-01,120226935.75
2002-02-01,131225812.99
2002-03-01,133030592.43
2002-04-01,133822561.49
2002-05-01,133057945.3
2002-06-01,140727466.0
2002-07-01,146019598.7
2002-08-01,145832988.4
2002-09-01,149710039.3
2002-10-01,152430549.8
2002-11-01,149211657.3
2002-12-01,159793773.24
2003-01-01,160071950.0
2003-02-01,163495377.1
2003-03-01,171681675.2
2003-04-01,167936788.4
2003-05-01,164629735.3
2003-06-01,168069246.5
2003-07-01,168390502.2
2003-08-01,166533649.6
2003-09-01,168888894.7
2003-10-01,177659988.8
2003-11-01,185255991.1
2003-12-01,190454427.81
2004-01-01,195307169.8
2004-02-01,195479732.04
2004-03-01,198364209.6
2004-04-01,203433283.7
2004-05-01,209231300.3
2004-06-01,208943299.4
2004-07-01,209631358.2
2004-08-01,215179227.0
2004-09-01,220248999.2
2004-10-01,226020606.4
2004-11-01,230419609.6
2004-12-01,231579772.96
2005-01-01,227023650.7
2005-02-01,228598349.4
2005-03-01,236430764.9
2005-04-01,243783916.1
2005-05-01,242467394.1
2005-06-01,244262256.4
2005-07-01,246309515.8
2005-08-01,253300492.1
2005-09-01,256969637.1
2005-10-01,263529880.3
2005-11-01,260466134.0
2005-12-01,309473659.05
2006-01-01,302504913.35
2006-02-01,310176421.4
2006-03-01,319049128.29
2006-04-01,327477081.77
2006-05-01,338394370.66
2006-06-01,340694485.47
2006-07-01,335178018.71
2006-08-01,335890025.07
2006-09-01,340653405.89
2006-10-01,344056866.28
2006-11-01,345974851.53
2006-12-01,354010562.05
2007-01-01,353566294.3
2007-02-01,356487318.68
2007-03-01,359149748.82
2007-04-01,363548824.59
2007-05-01,363909597.36
2007-06-01,373731268.13
2007-07-01,380362680.4
2007-08-01,387765979.7
2007-09-01,392753214.25
2007-10-01,401238983.0
2007-11-01,407887196.0
2007-12-01,419664814.0
2008-01-01,415954786.0
2008-02-01,422349863.0
2008-03-01,441755154.0
2008-04-01,448490610.0
2008-05-01,441414116.0
2008-06-01,452363643.0
2008-07-01,456359907.0
2008-08-01,457854033.0
2008-09-01,476122515.0
2008-10-01,479223076.0
2008-11-01,481371967.0
2008-12-01,492349695.0
2009-01-01,487208160.0
2009-02-01,492452694.0
2009-03-01,503629239.0
2009-04-01,506328377.0
2009-05-01,506853765.0
2009-06-01,522779755.0
2009-07-01,527112649.0
2009-08-01,535054375.0
2009-09-01,553824375.0
2009-10-01,560222119.0
2009-11-01,573194339.0
2009-12-01,591587946.0
2010-01-01,595708600.0
2010-02-01,613260992.0
2010-03-01,631174921.0
2010-04-01,635773583.0
2010-05-01,643017181.0
2010-06-01,667423909.0
2010-07-01,669800903.0
2010-08-01,672571833.0
2010-09-01,693676451.0
2010-10-01,699837358.0
2010-11-01,716442844.0
2010-12-01,748241643.0
2011-01-01,751463078.0
2011-02-01,763199858.0
2011-03-01,773210743.0
2011-04-01,779465166.0
2011-05-01,798108543.0
2011-06-01,813599808.0
2011-07-01,815171829.0
2011-08-01,825831976.0
2011-09-01,845512147.0
2011-10-01,853113494.0
2011-11-01,857009434.0
2011-12-01,866004245.0
2012-01-01,867857310.0
2012-02-01,879559068.0
2012-03-01,895486524.0
2012-04-01,910620975.0
2012-05-01,919106658.0
2012-06-01,931903618.0
2012-07-01,937744902.0
2012-08-01,940703137.0
2012-09-01,945837454.0
2012-10-01,958966811.0
2012-11-01,960705261.0
2012-12-01,985036356.0
2013-01-01,989572534.0
2013-02-01,1008699756.0
2013-03-01,1024602686.0
2013-04-01,1034926620.0
2013-05-01,1065981235.0
2013-06-01,1091830171.0
2013-07-01,1128901691.0
2013-08-01,1129090928.0
2013-09-01,1168176344.0
2013-10-01,1172357489.0
2013-11-01,1182937038.0
2013-12-01,1232261424.0
2014-01-01,1256961345.0
2014-02-01,1259919550.0
2014-03-01,1276157518.0
2014-04-01,1287690292.0
2014-05-01,1288543118.0
2014-06-01,1317190414.0
2014-07-01,1341255805.0
2014-08-01,1334141627.0
2014-09-01,1385404099.0
2014-10-01,1385113663.0
2014-11-01,1395471593.0
2014-12-01,1435504518.0
2015-01-01,1446928272.0
2015-02-01,1470526110.0
2015-03-01,1518791738.0
2015-04-01,1544670748.0
2015-05-01,1552415720.0
2015-06-01,1590833446.0
2015-07-01,1625486568.0
2015-08-01,1636240841.0
2015-09-01,1674476180.0
2015-10-01,1662537938.0
2015-11-01,1669766859.0
2015-12-01,1690162672.0
2016-01-01,1705401730.0
2016-02-01,1725359502.0
2016-03-01,1731730236.0
2016-04-01,1722977727.0
2016-05-01,1747197047.0
2016-06-01,1779106897.0
2016-07-01,1778674290.0
2016-08-01,1788896549.0
2016-09-01,1823797527.0
2016-10-01,1847887890.0
2016-11-01,1896503637.0
2016-12-01,1936326243.0
2017-01-01,1984540447.0
2017-02-01,1996673121.0
2017-03-01,2043566572.0
2017-04-01,2076947799.0
2017-05-01,2091650401.0
2017-06-01,2133772871.0
2017-07-01,2153363330.0
2017-08-01,2156247585.0
2017-09-01,2181638305.0
2017-10-01,2230843185.0
2017-11-01,2274507472.0
2017-12-01,2304287724.0
2018-01-01,2315075092.0
2018-02-01,2351074454.0
2018-03-01,2425028570.0
2018-04-01,2465418004.0
2018-05-01,2542887999.0
2018-06-01,2593289210.0
2018-07-01,2656036670.0
2018-08-01,2902277299.0
2018-09-01,2829257258.0
2018-10-01,2741996042.0
2018-11-01,2685307932.0
2018-12-01,2708710728.0
2019-01-01,2687902705.0
2019-02-01,2720331456.0
2019-03-01,2845674098.0
2019-04-01,2926273653.0
2019-05-01,2945125197.0
2019-06-01,2951033278.0
2019-07-01,2899421371.0
2019-08-01,2932321305.0
2019-09-01,2969508948.0
2019-10-01,3017853973.0
2019-11-01,3049584731.0
2019-12-01,3146652306.0
2020-01-01,3170964743.0
2020-02-01,3245735750.0
2020-03-01,3413274588.0
2020-04-01,3702156215.0
2020-05-01,3825359467.0
2020-06-01,3951089315.0
2020-07-01,4084501228.0
2020-08-01,4177299123.0
2020-09-01,4288626442.0
2020-10-01,4400795087.0
2020-11-01,4378386068.0
2020-12-01,4353787027.0
2021-01-01,4344333214.0
2021-02-01,4395935287.0
2021-03-01,4554190485.0
2021-04-01,4609301146.0
2021-05-01,4655661292.0
2021-06-01,4754369493.0
2021-07-01,4740063273.0
2021-08-01,4746030522.0
2021-09-01,4862309979.0
2021-10-01,5018289706.0
2021-11-01,5647441709.0
2021-12-01,5969129378.0
2022-01-01,6083463937.0
2022-02-01,6250991652.0
2022-03-01,6761146340.0
2022-04-01,6980362650.0
2022-05-01,7441772090.0
2022-06-01,7729274263.0
2022-07-01,8106348566.0
2022-08-01,8329077700.0
2022-09-01,8659430577.0
2022-10-01,8944671325.0
2022-11-01,9184384721.0
2022-12-01,9598200858.0
2023-01-01,9849247391.0
2023-02-01,10234872699.0
2023-03-01,10765392639.0
2023-04-01,11303671910.0
2023-05-01,11598233961.0
2023-06-01,12876126445.0
2023-07-01,13327007373.0
2023-08-01,13376990630.0
2023-09-01,13747009398.0
2023-10-01,14097700876.0
2023-11-01,14362493701.0
2023-12-01,14987474432.0
2024-01-01,15478753167.0
2024-02-01,16174559291.0
2024-03-01,16968110022.0
2024-04-01,17319973827.0
2024-05-01,17360213102.0
2024-06-01,17839077148.0
2024-07-01,18212489860.0
2024-08-01,18862961673.0
2024-09-01,19319747971.0
2024-10-01,19375391572.0
2024-11-01,19740743278.0
2024-12-01,20734892287.0
2025-01-01,21062067812.0
2025-02-01,21680773429.0
2025-03-01,22714988968.0
2025-04-01,23797600320.0
2025-05-01,23984016610.0
2025-06-01,24977751590.0
2025-07-01,25282445606.0
2025-08-01,25599647375.0
