Tarih,TP_PBD_D11
2000-01-01,-211053.9
2000-02-01,84515.1
2000-03-01,-11156.0
2000-04-01,-95616.6
2000-05-01,-163206.2
2000-06-01,-214397.0
2000-07-01,-295972.9
2000-08-01,-373659.8
2000-09-01,-455743.0
2000-10-01,-565747.9
2000-11-01,-424605.1
2000-12-01,871056.6
2001-01-01,815201.0
2001-02-01,1133947.0
2001-03-01,445138.89
2001-04-01,2903958.7
2001-05-01,15090714.3
2001-06-01,18569619.2
2001-07-01,23243056.5
2001-08-01,24277176.8
2001-09-01,26900689.6
2001-10-01,29726734.3
2001-11-01,33784210.2
2001-12-01,34523915.26
2002-01-01,32924449.35
2002-02-01,41095669.19
2002-03-01,41994845.53
2002-04-01,44170994.59
2002-05-01,42838266.2
2002-06-01,46348026.8
2002-07-01,49260215.9
2002-08-01,50544258.9
2002-09-01,50886430.2
2002-10-01,52244672.4
2002-11-01,50822424.5
2002-12-01,52814339.3
2003-01-01,53920440.9
2003-02-01,53851386.6
2003-03-01,55654596.1
2003-04-01,56169689.7
2003-05-01,51849031.0
2003-06-01,51562275.9
2003-07-01,50220852.9
2003-08-01,49561761.8
2003-09-01,49944348.5
2003-10-01,52511346.1
2003-11-01,52247790.0
2003-12-01,52385567.1
2004-01-01,51391694.8
2004-02-01,50796958.1
2004-03-01,50009412.9
2004-04-01,51707363.9
2004-05-01,51594954.4
2004-06-01,51301181.9
2004-07-01,50185810.5
2004-08-01,51461406.0
2004-09-01,51110155.3
2004-10-01,51554876.9
2004-11-01,51855313.7
2004-12-01,50333752.1
2005-01-01,49448460.6
2005-02-01,48652527.7
2005-03-01,48902060.2
2005-04-01,48922069.0
2005-05-01,46577523.6
2005-06-01,45678045.8
2005-07-01,44760880.2
2005-08-01,42957973.0
2005-09-01,42106522.0
2005-10-01,42189122.4
2005-11-01,40448838.5
2005-12-01,41730413.8
2006-01-01,41578072.9
2006-02-01,39958640.2
2006-03-01,38946747.7
2006-04-01,39021419.8
2006-05-01,33213628.9
2006-06-01,32206697.4
2006-07-01,32283888.1
2006-08-01,34714800.1
2006-09-01,33843181.6
2006-10-01,35853774.9
2006-11-01,33921888.6
2006-12-01,35871872.2
2007-01-01,34895009.0
2007-02-01,33217738.3
2007-03-01,32918976.7
2007-04-01,33128802.5
2007-05-01,32207998.3
2007-06-01,32141084.7
2007-07-01,31171136.1
2007-08-01,29851347.8
2007-09-01,31174221.8
2007-10-01,31529481.0
2007-11-01,30973663.0
2007-12-01,30713927.0
2008-01-01,29753160.0
2008-02-01,28760348.0
2008-03-01,25358765.0
2008-04-01,25642610.0
2008-05-01,29056901.0
2008-06-01,28794680.0
2008-07-01,28555631.0
2008-08-01,28945245.0
2008-09-01,27010237.0
2008-10-01,21641747.0
2008-11-01,21223909.0
2008-12-01,21059558.0
2009-01-01,17809775.0
2009-02-01,16259365.0
2009-03-01,15184902.0
2009-04-01,18976419.0
2009-05-01,16518428.0
2009-06-01,17639450.0
2009-07-01,18263362.0
2009-08-01,17916371.0
2009-09-01,19223998.0
2009-10-01,19273335.0
2009-11-01,19898203.0
2009-12-01,18440345.0
2010-01-01,20264861.0
2010-02-01,20395214.0
2010-03-01,21907640.0
2010-04-01,24011382.0
2010-05-01,17321863.0
2010-06-01,16455201.0
2010-07-01,17589917.0
2010-08-01,17854642.0
2010-09-01,17782541.0
2010-10-01,18747962.0
2010-11-01,16937472.0
2010-12-01,12638755.0
2011-01-01,10306790.0
2011-02-01,9353873.0
2011-03-01,10626061.0
2011-04-01,11444619.0
2011-05-01,7914093.0
2011-06-01,5465005.0
2011-07-01,3679928.0
2011-08-01,-1135615.0
2011-09-01,-5158017.0
2011-10-01,2370846.0
2011-11-01,-2822665.0
2011-12-01,-2412195.0
2012-01-01,1580172.0
2012-02-01,2218866.0
2012-03-01,1908058.0
2012-04-01,2755979.0
2012-05-01,36975.0
2012-06-01,586920.0
2012-07-01,1159952.0
2012-08-01,-97590.0
2012-09-01,12497.0
2012-10-01,34091.0
2012-11-01,-17068.0
2012-12-01,120982.0
2013-01-01,746812.0
2013-02-01,-705882.0
2013-03-01,-408013.0
2013-04-01,1450305.0
2013-05-01,-3284166.0
2013-06-01,-4553321.0
2013-07-01,-4640431.0
2013-08-01,-10144883.0
2013-09-01,-7654894.0
2013-10-01,-5021900.0
2013-11-01,-4321704.0
2013-12-01,-8799270.0
2014-01-01,-12126501.0
2014-02-01,-10681619.0
2014-03-01,-8973751.0
2014-04-01,-5304881.0
2014-05-01,-3470887.0
2014-06-01,-5308704.0
2014-07-01,-3354533.0
2014-08-01,-5096400.0
2014-09-01,-9468338.0
2014-10-01,-5351365.0
2014-11-01,-4566806.0
2014-12-01,-8972191.0
2015-01-01,-12037355.0
2015-02-01,-14138092.0
2015-03-01,-16496460.0
2015-04-01,-17783384.0
2015-05-01,-17330700.0
2015-06-01,-18833541.0
2015-07-01,-20267986.0
2015-08-01,-25103354.0
2015-09-01,-27880609.0
2015-10-01,-21124079.0
2015-11-01,-19939307.0
2015-12-01,-18023151.0
2016-01-01,-20629769.0
2016-02-01,-20479687.0
2016-03-01,-16642025.0
2016-04-01,-15836282.0
2016-05-01,-18828503.0
2016-06-01,-16582805.0
2016-07-01,-20623863.0
2016-08-01,-16942792.0
2016-09-01,-17913127.0
2016-10-01,-19948907.0
2016-11-01,-31055499.0
2016-12-01,-32946472.0
2017-01-01,-41923523.0
2017-02-01,-27798363.0
2017-03-01,-33888759.0
2017-04-01,-29457832.0
2017-05-01,-28988556.0
2017-06-01,-26499816.0
2017-07-01,-27490141.0
2017-08-01,-23580410.0
2017-09-01,-28619116.0
2017-10-01,-36790138.0
2017-11-01,-44319355.0
2017-12-01,-35022278.0
2018-01-01,-28453745.0
2018-02-01,-21695774.0
2018-03-01,-26408346.0
