Tarih,TP_PBD_D31
2000-01-01,716558.0
2000-02-01,938854.0
2000-03-01,917455.0
2000-04-01,874764.0
2000-05-01,929632.0
2000-06-01,1354728.0
2000-07-01,1499337.0
2000-08-01,1549964.0
2000-09-01,1478422.0
2000-10-01,1529566.0
2000-11-01,1520967.0
2000-12-01,1838264.0
2001-01-01,1739743.0
2001-02-01,1900257.0
2001-03-01,2002659.0
2001-04-01,1739215.0
2001-05-01,1801956.0
2001-06-01,1766075.0
2001-07-01,1540023.0
2001-08-01,1671550.0
2001-09-01,1578634.0
2001-10-01,1664278.0
2001-11-01,1760051.0
2001-12-01,1694000.0
2002-01-01,1772948.0
2002-02-01,1707364.0
2002-03-01,1783323.0
2002-04-01,1814099.0
2002-05-01,1729377.0
2002-06-01,1719648.0
2002-07-01,2330200.0
2002-08-01,2409884.0
2002-09-01,2646757.0
2002-10-01,2586471.0
2002-11-01,2694541.0
2002-12-01,2198002.0
2003-01-01,2400200.0
2003-02-01,2274334.8
2003-03-01,2129633.9
2003-04-01,2034031.0
2003-05-01,2102027.0
2003-06-01,2077493.0
2003-07-01,2032566.0
2003-08-01,2163654.0
2003-09-01,2563347.0
2003-10-01,2664931.0
2003-11-01,2735859.0
2003-12-01,2653705.0
2004-01-01,2666174.0
2004-02-01,2935502.7
2004-03-01,3167505.0
2004-04-01,3330765.0
2004-05-01,3134341.0
2004-06-01,3085020.0
2004-07-01,3882665.0
2004-08-01,3696420.0
2004-09-01,3440445.0
2004-10-01,3504703.0
2004-11-01,3526305.0
2004-12-01,3661229.0
2005-01-01,3686059.7
2005-02-01,3630861.7
2005-03-01,3476270.8
2005-04-01,3353230.8
2005-05-01,3113246.0
2005-06-01,3338295.0
2005-07-01,3401368.0
2005-08-01,3622658.0
2005-09-01,3747226.0
2005-10-01,3678974.0
2005-11-01,3858686.0
2005-12-01,4359841.0
2006-01-01,4907076.0
2006-02-01,4992341.0
2006-03-01,4712193.0
2006-04-01,5153136.0
2006-05-01,4885404.0
2006-06-01,4607277.0
2006-07-01,4710187.0
2006-08-01,4642543.0
2006-09-01,4852860.0
2006-10-01,4897841.0
2006-11-01,4892746.0
2006-12-01,4862169.0
2007-01-01,5637449.0
2007-02-01,5710183.0
2007-03-01,6195705.0
2007-04-01,5858695.0
2007-05-01,6124501.0
2007-06-01,6686147.0
2007-07-01,6728941.0
2007-08-01,6473065.0
2007-09-01,6987728.0
2007-10-01,7507376.0
2007-11-01,7704374.0
2007-12-01,8590925.0
2008-01-01,7405645.0
2008-02-01,7673354.0
