Tarih,TP_PBD_F10
2000-01-01,19328706.7
2000-02-01,20435672.4
2000-03-01,21421973.6
2000-04-01,22240700.4
2000-05-01,23586904.8
2000-06-01,23919361.0
2000-07-01,24487014.8
2000-08-01,25443736.8
2000-09-01,26555978.8
2000-10-01,26999756.3
2000-11-01,26766832.5
2000-12-01,25420143.51
2001-01-01,25737780.5
2001-02-01,30312861.8
2001-03-01,34256393.6
2001-04-01,37112429.9
2001-05-01,38780752.3
2001-06-01,44846054.2
2001-07-01,48493057.6
2001-08-01,52359657.7
2001-09-01,59861410.5
2001-10-01,63707574.2
2001-11-01,60371642.8
2001-12-01,60127312.74
2002-01-01,53718582.4
2002-02-01,56106949.4
2002-03-01,54209949.4
2002-04-01,54556789.3
2002-05-01,58491256.5
2002-06-01,64257640.8
2002-07-01,70179038.0
2002-08-01,68396397.6
2002-09-01,70087407.3
2002-10-01,71308543.1
2002-11-01,67116689.5
2002-12-01,72320636.57
2003-01-01,72242057.2
2003-02-01,69603278.8
2003-03-01,68955049.1
2003-04-01,65574186.4
2003-05-01,61976744.0
2003-06-01,62275931.0
2003-07-01,62397288.3
2003-08-01,62034265.3
2003-09-01,63138591.8
2003-10-01,68323818.9
2003-11-01,68881485.5
2003-12-01,68844560.35
2004-01-01,63649718.2
2004-02-01,62445312.7
2004-03-01,61760775.2
2004-04-01,64383182.1
2004-05-01,67699754.9
2004-06-01,68241992.9
2004-07-01,68428357.6
2004-08-01,71764100.6
2004-09-01,74459552.2
2004-10-01,75662547.4
2004-11-01,75822002.2
2004-12-01,76407519.92
2005-01-01,72064518.2
2005-02-01,70103394.3
2005-03-01,72414019.6
2005-04-01,73505183.6
2005-05-01,71241697.5
2005-06-01,71660552.3
2005-07-01,71662847.0
2005-08-01,74160683.4
2005-09-01,76537947.6
2005-10-01,73812408.6
2005-11-01,73571966.4
2005-12-01,79751802.11
2006-01-01,79493289.9
2006-02-01,78505172.1
2006-03-01,79650200.8
2006-04-01,80126214.5
2006-05-01,95295240.7
2006-06-01,94328891.8
2006-07-01,91148542.2
2006-08-01,94537283.5
2006-09-01,97657805.6
2006-10-01,99797438.2
2006-11-01,103071950.3
2006-12-01,106212502.45
2007-01-01,107937983.1
2007-02-01,109948102.8
2007-03-01,110618877.6
2007-04-01,112136561.4
2007-05-01,112778025.0
2007-06-01,112354429.3
2007-07-01,112655728.3
2007-08-01,112033787.1
2007-09-01,109638124.9
2007-10-01,109062650.0
2007-11-01,108799818.0
2007-12-01,110513863.0
2008-01-01,109450582.0
2008-02-01,112555323.0
2008-03-01,122692048.0
2008-04-01,122546517.0
2008-05-01,121247221.0
2008-06-01,122875953.0
2008-07-01,120444115.0
2008-08-01,119931399.0
2008-09-01,121316889.0
2008-10-01,129396458.0
2008-11-01,130262853.0
2008-12-01,136344446.0
2009-01-01,136990957.0
2009-02-01,140124660.0
2009-03-01,144179541.0
2009-04-01,140423439.0
2009-05-01,142884457.0
2009-06-01,142526273.0
2009-07-01,142288517.0
2009-08-01,145526477.0
2009-09-01,149154513.0
2009-10-01,149474148.0
2009-11-01,149842311.0
2009-12-01,148627277.0
2010-01-01,149625132.0
2010-02-01,146851605.0
2010-03-01,147213764.0
2010-04-01,147835460.0
2010-05-01,142651389.0
2010-06-01,143602903.0
2010-07-01,147715058.0
2010-08-01,150840734.0
2010-09-01,154175654.0
2010-10-01,155651421.0
2010-11-01,155523586.0
2010-12-01,154749530.0
2011-01-01,155197556.0
2011-02-01,160395519.0
2011-03-01,165441890.0
2011-04-01,165882621.0
2011-05-01,167177082.0
2011-06-01,169389703.0
2011-07-01,175502442.0
2011-08-01,183252313.0
2011-09-01,191763090.0
2011-10-01,192202475.0
2011-11-01,196355188.0
2011-12-01,201978784.0
2012-01-01,196913240.0
2012-02-01,199341251.0
2012-03-01,203096333.0
2012-04-01,203835239.0
2012-05-01,209996355.0
2012-06-01,210658438.0
2012-07-01,208687102.0
2012-08-01,210354624.0
2012-09-01,210976662.0
2012-10-01,212121363.0
2012-11-01,212836546.0
2012-12-01,217575885.0
2013-01-01,223319959.0
2013-02-01,220898177.0
2013-03-01,222380651.0
2013-04-01,228356563.0
2013-05-01,225469575.0
2013-06-01,225090981.0
2013-07-01,240350014.0
2013-08-01,258825418.0
2013-09-01,262222709.0
2013-10-01,265212165.0
2013-11-01,272914187.0
2013-12-01,289388238.0
2014-01-01,312463282.0
2014-02-01,318066100.0
2014-03-01,319219497.0
2014-04-01,319060217.0
2014-05-01,313764147.0
2014-06-01,305834866.0
2014-07-01,314208795.0
2014-08-01,322524288.0
2014-09-01,334144253.0
2014-10-01,340298904.0
2014-11-01,338782708.0
2014-12-01,328491229.0
2015-01-01,338292504.0
2015-02-01,354177530.0
2015-03-01,371229164.0
2015-04-01,394128065.0
2015-05-01,409312480.0
2015-06-01,422809930.0
2015-07-01,432168415.0
2015-08-01,453845786.0
2015-09-01,468888928.0
2015-10-01,465527462.0
2015-11-01,452309638.0
2015-12-01,439154158.0
2016-01-01,439433475.0
2016-02-01,444026295.0
2016-03-01,458255394.0
2016-04-01,456651208.0
2016-05-01,454502790.0
2016-06-01,450451162.0
2016-07-01,442401709.0
2016-08-01,440978677.0
2016-09-01,438053143.0
2016-10-01,447360087.0
2016-11-01,497266422.0
2016-12-01,517555463.0
2017-01-01,553532685.0
2017-02-01,545145449.0
2017-03-01,564984768.0
2017-04-01,578855004.0
2017-05-01,584352638.0
2017-06-01,585471566.0
2017-07-01,577846363.0
2017-08-01,588288497.0
2017-09-01,603255254.0
2017-10-01,619980151.0
2017-11-01,639267885.0
2017-12-01,631417343.0
2018-01-01,638829366.0
2018-02-01,647369690.0
2018-03-01,658392514.0
2018-04-01,678393057.0
2018-05-01,755565486.0
2018-06-01,752780017.0
2018-07-01,793484567.0
2018-08-01,1000725854.0
2018-09-01,932174232.0
2018-10-01,878727529.0
2018-11-01,827429714.0
2018-12-01,862134889.0
2019-01-01,885372846.0
2019-02-01,932192910.0
2019-03-01,1045705206.0
2019-04-01,1090129497.0
2019-05-01,1092221389.0
2019-06-01,1082506802.0
2019-07-01,1043705823.0
2019-08-01,1093075037.0
2019-09-01,1085506011.0
2019-10-01,1112323407.0
2019-11-01,1112851361.0
2019-12-01,1152207328.0
2020-01-01,1163577729.0
2020-02-01,1247169528.0
2020-03-01,1286900056.0
2020-04-01,1363725292.0
2020-05-01,1369147164.0
2020-06-01,1379640026.0
2020-07-01,1485700152.0
2020-08-01,1600536448.0
2020-09-01,1689744351.0
2020-10-01,1839341002.0
2020-11-01,1780341081.0
2020-12-01,1746067300.0
2021-01-01,1724225749.0
2021-02-01,1720238689.0
2021-03-01,1834381746.0
2021-04-01,1863364671.0
2021-05-01,1940693576.0
2021-06-01,1962436892.0
2021-07-01,1960032117.0
2021-08-01,1973250030.0
2021-09-01,2069584961.0
2021-10-01,2234098913.0
2021-11-01,3007677875.0
2021-12-01,3143243279.0
2022-01-01,3033627021.0
2022-02-01,2976189277.0
2022-03-01,3168778854.0
2022-04-01,3169446251.0
2022-05-01,3511520182.0
2022-06-01,3502948519.0
2022-07-01,3810930531.0
2022-08-01,3849897563.0
2022-09-01,3904502304.0
2022-10-01,3945928043.0
2022-11-01,3790836858.0
2022-12-01,3598304222.0
2023-01-01,3691434995.0
2023-02-01,3538673165.0
2023-03-01,3554217441.0
2023-04-01,3662141558.0
2023-05-01,3654259533.0
2023-06-01,4399274784.0
2023-07-01,4627975588.0
2023-08-01,4773935645.0
2023-09-01,4724556557.0
2023-10-01,4951100902.0
2023-11-01,5091792609.0
2023-12-01,5219800184.0
2024-01-01,5371199510.0
2024-02-01,5517542391.0
2024-03-01,5979374904.0
2024-04-01,5702868609.0
2024-05-01,5366935431.0
2024-06-01,5333969346.0
2024-07-01,5423267458.0
2024-08-01,5799939385.0
2024-09-01,5806259198.0
2024-10-01,5778409195.0
2024-11-01,5723051216.0
2024-12-01,5754536557.0
2025-01-01,5873426743.0
2025-02-01,6234926137.0
2025-03-01,7067542190.0
2025-04-01,7497148731.0
2025-05-01,7558277196.0
2025-06-01,7702723975.0
2025-07-01,7882186771.0
2025-08-01,7990734665.0
