Tarih,TP_PBD_D14
2013-04-01,-23264845.0
2013-05-01,-28238579.0
2013-06-01,-27991962.0
2013-07-01,-18501184.0
2013-08-01,-35751240.0
2013-09-01,-28950581.0
2013-10-01,-33435960.0
2013-11-01,-41257872.0
2013-12-01,-29109599.0
2014-01-01,-32261495.0
2014-02-01,-34113440.0
2014-03-01,-31266442.0
2014-04-01,-23145413.0
2014-05-01,-36892167.0
2014-06-01,-24284136.0
2014-07-01,-10246299.0
2014-08-01,-31364097.0
2014-09-01,-27187217.0
2014-10-01,-25555897.0
2014-11-01,-33248661.0
2014-12-01,-24750792.0
2015-01-01,-32135441.0
2015-02-01,-28374184.0
2015-03-01,-25165462.0
2015-04-01,-31822634.0
2015-05-01,-37606176.0
2015-06-01,-38686608.0
2015-07-01,-19084125.0
2015-08-01,-45822118.0
2015-09-01,-23559527.0
2015-10-01,-42477996.0
2015-11-01,-34451740.0
2015-12-01,-31301956.0
2016-01-01,-34512963.0
2016-02-01,-23174782.0
2016-03-01,-28960596.0
2016-04-01,-35239253.0
2016-05-01,-47713571.0
2016-06-01,-40894403.0
2016-07-01,-41220500.0
2016-08-01,-49641024.0
2016-09-01,-31670643.0
2016-10-01,-36537334.0
2016-11-01,-33509710.0
2016-12-01,-26997576.0
2017-01-01,-50367889.0
2017-02-01,-33043283.0
2017-03-01,-27070630.0
2017-04-01,-29549772.0
2017-05-01,-44397821.0
2017-06-01,-40416991.0
2017-07-01,-41305294.0
2017-08-01,-52121829.0
2017-09-01,-57171092.0
2017-10-01,-59941273.0
2017-11-01,-71162083.0
2017-12-01,-49823705.0
2018-01-01,-60906238.0
2018-02-01,-52107792.0
2018-03-01,-40586039.0
2018-04-01,-33891498.0
2018-05-01,-59378577.0
2018-06-01,-36877319.0
2018-07-01,-47458470.0
2018-08-01,-54419100.0
2018-09-01,-51831712.0
2018-10-01,-54495654.0
2018-11-01,-55821663.0
2018-12-01,-50717631.0
2019-01-01,-74087682.0
2019-02-01,-88059850.0
2019-03-01,-72141618.0
2019-04-01,-62465999.0
2019-05-01,-48372407.0
2019-06-01,-47800022.0
2019-07-01,-68306324.0
2019-08-01,-83407900.0
2019-09-01,-72338433.0
2019-10-01,-69524636.0
2019-11-01,-94022836.0
2019-12-01,-85605080.0
2020-01-01,-107669118.0
2020-02-01,-135286378.0
2020-03-01,-130583630.0
2020-04-01,-152307089.0
2020-05-01,-171290586.0
2020-06-01,-145572974.0
2020-07-01,-135173109.0
2020-08-01,-194303848.0
2020-09-01,-128339752.0
2020-10-01,-132563236.0
2020-11-01,-142138044.0
2020-12-01,-148077318.0
2021-01-01,-159927417.0
2021-02-01,-189225185.0
2021-03-01,-237460788.0
2021-04-01,-213123441.0
2021-05-01,-187776259.0
2021-06-01,-204131361.0
2021-07-01,-170903398.0
2021-08-01,-306206845.0
2021-09-01,-313867262.0
2021-10-01,-316141654.0
2021-11-01,-413479695.0
2021-12-01,-336121214.0
2022-01-01,-319638533.0
2022-02-01,-419886459.0
2022-03-01,-380633153.0
2022-04-01,-359883580.0
2022-05-01,-532544161.0
2022-06-01,-524936766.0
2022-07-01,-404157778.0
2022-08-01,-447738389.0
2022-09-01,-340112476.0
2022-10-01,-361841250.0
2022-11-01,-529031241.0
2022-12-01,-510250131.0
2023-01-01,-569416132.0
2023-02-01,-456166992.0
2023-03-01,-514217820.0
2023-04-01,-481403404.0
2023-05-01,-625037113.0
2023-06-01,-727136164.0
2023-07-01,-761442339.0
2023-08-01,-938086219.0
2023-09-01,-971667648.0
2023-10-01,-913794320.0
2023-11-01,-1164281890.0
2023-12-01,-985815191.0
2024-01-01,-924575742.0
2024-02-01,-1038775674.0
2024-03-01,-989859532.0
2024-04-01,-876606371.0
2024-05-01,-1249566314.0
2024-06-01,-1042361297.0
2024-07-01,-1046634133.0
2024-08-01,-932017152.0
2024-09-01,-847433440.0
2024-10-01,-956334148.0
2024-11-01,-1163982605.0
2024-12-01,-1002926769.0
2025-01-01,-1059166789.0
2025-02-01,-895180392.0
2025-03-01,-707431023.0
2025-04-01,-806926760.0
2025-05-01,-1275739835.0
2025-06-01,-1119076399.0
2025-07-01,-1501167105.0
2025-08-01,-1796409052.0
