Tarih,TP_PBD_D13
2000-01-01,-5641340.3
2000-02-01,-5462550.9
2000-03-01,-4934376.8
2000-04-01,-4970521.6
2000-05-01,-5240811.8
2000-06-01,-5882280.5
2000-07-01,-7052155.6
2000-08-01,-5596978.5
2000-09-01,-5803472.8
2000-10-01,-6253526.1
2000-11-01,-7380933.8
2000-12-01,-6531516.22
2001-01-01,-7417071.1
2001-02-01,-6979218.6
2001-03-01,-7526659.7
2001-04-01,-8012085.4
2001-05-01,-8665356.7
2001-06-01,-7318399.2
2001-07-01,-10677872.1
2001-08-01,-11353618.6
2001-09-01,-10447210.7
2001-10-01,-9203729.0
2001-11-01,-12147499.4
2001-12-01,-9636152.07
2002-01-01,-11010806.3
2002-02-01,-11505313.4
2002-03-01,-10836747.5
2002-04-01,-13602792.6
2002-05-01,-12816561.3
2002-06-01,-11776676.6
2002-07-01,-14777708.4
2002-08-01,-18478389.2
2002-09-01,-17235362.8
2002-10-01,-18048848.9
2002-11-01,-17560664.5
2002-12-01,-15277628.17
2003-01-01,-19308262.8
2003-02-01,-18012193.8
2003-03-01,-15330014.8
2003-04-01,-19561390.1
2003-05-01,-18340448.8
2003-06-01,-18727814.7
2003-07-01,-17502242.4
2003-08-01,-18742110.7
2003-09-01,-20783286.6
2003-10-01,-20657938.0
2003-11-01,-20424115.7
2003-12-01,-21518594.95
2004-01-01,-20784682.6
2004-02-01,-21158823.25
2004-03-01,-21932123.5
2004-04-01,-22783755.3
2004-05-01,-24971551.8
2004-06-01,-23877754.6
2004-07-01,-22297892.1
2004-08-01,-24710241.0
2004-09-01,-24393483.6
2004-10-01,-25321142.8
2004-11-01,-27979205.1
2004-12-01,-23099753.39
2005-01-01,-28768723.2
2005-02-01,-30925115.6
2005-03-01,-29612092.7
2005-04-01,-28554073.0
2005-05-01,-29779522.5
2005-06-01,-31229167.4
2005-07-01,-30668000.4
2005-08-01,-33032615.9
2005-09-01,-33768236.9
2005-10-01,-31512671.1
2005-11-01,-37107574.5
2005-12-01,-30092162.98
2006-01-01,-35554135.6
2006-02-01,-34358243.7
2006-03-01,-33671535.3
2006-04-01,-30687551.4
2006-05-01,-35070772.0
2006-06-01,-34239501.7
2006-07-01,-37255991.2
2006-08-01,-38727597.8
2006-09-01,-35261963.8
2006-10-01,-33918717.7
2006-11-01,-37417651.8
2006-12-01,-33383474.79
2007-01-01,-36631448.0
2007-02-01,-41556524.6
2007-03-01,-44391820.0
2007-04-01,-41274272.5
2007-05-01,-40853349.1
2007-06-01,-39293450.0
2007-07-01,-38633066.9
2007-08-01,-41460571.8
2007-09-01,-36393968.3
2007-10-01,-34026391.0
2007-11-01,-36759701.0
2007-12-01,-31139727.0
2008-01-01,-34917873.0
2008-02-01,-38500894.0
2008-03-01,-35990174.0
2008-04-01,-36555735.0
2008-05-01,-42675789.0
2008-06-01,-46122611.0
2008-07-01,-41231607.0
2008-08-01,-44387017.0
2008-09-01,-39229478.0
2008-10-01,-42386985.0
2008-11-01,-40879365.0
2008-12-01,-31998259.0
2009-01-01,-36376490.0
2009-02-01,-37252141.0
2009-03-01,-31792610.0
2009-04-01,-36451584.0
2009-05-01,-42722387.0
2009-06-01,-37664328.0
2009-07-01,-38894757.0
2009-08-01,-44881904.0
2009-09-01,-42127396.0
2009-10-01,-45953306.0
2009-11-01,-44658132.0
2009-12-01,-39960899.0
2010-01-01,-46172856.0
2010-02-01,-46833861.0
2010-03-01,-42349660.0
2010-04-01,-44076936.0
2010-05-01,-48126704.0
2010-06-01,-42860843.0
2010-07-01,-43500588.0
2010-08-01,-50115791.0
2010-09-01,-43915948.0
2010-10-01,-42274201.0
2010-11-01,-46766591.0
2010-12-01,-37972682.0
2011-01-01,-39385529.0
2011-02-01,-43112363.0
2011-03-01,-41789389.0
2011-04-01,-42996543.0
2011-05-01,-47264890.0
2011-06-01,-49490041.0
2011-07-01,-49187736.0
2011-08-01,-55137689.0
2011-09-01,-53269713.0
2011-10-01,-53626501.0
2011-11-01,-53855083.0
2011-12-01,-45017896.0
2012-01-01,-49507034.0
2012-02-01,-51380246.0
2012-03-01,-46330546.0
2012-04-01,-44555028.0
2012-05-01,-52460135.0
2012-06-01,-49721063.0
2012-07-01,-49423612.0
2012-08-01,-53820053.0
