Tarih,TP_PBD_D24
2017-07-01,9615720.0
2017-08-01,9813202.0
2017-09-01,9742442.0
2017-10-01,10877466.0
2017-11-01,10902366.0
2017-12-01,11550768.0
2018-01-01,11219835.0
2018-02-01,11925362.0
2018-03-01,12112566.0
2018-04-01,11955429.0
2018-05-01,12664449.0
2018-06-01,14657740.0
2018-07-01,13630269.0
2018-08-01,16133196.0
2018-09-01,15927124.0
2018-10-01,16558741.0
2018-11-01,17337475.0
2018-12-01,19305352.0
2019-01-01,22399465.0
2019-02-01,22786368.0
2019-03-01,23265880.0
2019-04-01,22921182.0
2019-05-01,28690722.0
2019-06-01,28665494.0
2019-07-01,24343130.0
2019-08-01,30779092.0
2019-09-01,30318544.0
2019-10-01,32686324.0
2019-11-01,33543637.0
2019-12-01,31492523.0
2020-01-01,34308385.0
2020-02-01,33501950.0
2020-03-01,33834462.0
2020-04-01,44736613.0
2020-05-01,32085679.0
2020-06-01,35283817.0
2020-07-01,34814603.0
2020-08-01,35660535.0
2020-09-01,39408693.0
2020-10-01,39568453.0
2020-11-01,38916816.0
2020-12-01,35137456.0
2021-01-01,35121794.0
2021-02-01,37248271.0
2021-03-01,39210417.0
2021-04-01,42628920.0
2021-05-01,41904522.0
2021-06-01,42470211.0
2021-07-01,42818157.0
2021-08-01,45625580.0
2021-09-01,49430767.0
2021-10-01,53589036.0
2021-11-01,64354364.0
2021-12-01,70862577.0
2022-01-01,70290489.0
2022-02-01,75503694.0
2022-03-01,79548594.0
2022-04-01,88973367.0
2022-05-01,103768390.0
2022-06-01,104425718.0
2022-07-01,111596012.0
2022-08-01,117769622.0
2022-09-01,132518523.0
2022-10-01,141606145.0
2022-11-01,163819631.0
2022-12-01,163328543.0
2023-01-01,163589789.0
2023-02-01,161858170.0
2023-03-01,157265212.0
2023-04-01,148294463.0
2023-05-01,127692212.0
2023-06-01,141011697.0
2023-07-01,152731998.0
2023-08-01,164382388.0
2023-09-01,177488132.0
2023-10-01,196584991.0
2023-11-01,202756916.0
2023-12-01,197861096.0
2024-01-01,177758446.0
2024-02-01,158541786.0
2024-03-01,150860164.0
2024-04-01,206906263.0
2024-05-01,191033167.0
2024-06-01,224429550.0
2024-07-01,227343949.0
2024-08-01,289777095.0
2024-09-01,300835936.0
2024-10-01,298733836.0
2024-11-01,343935030.0
2024-12-01,374200611.0
2025-01-01,369416428.0
2025-02-01,388373357.0
2025-03-01,399405940.0
2025-04-01,415739822.0
2025-05-01,412079120.0
2025-06-01,545326994.0
2025-07-01,563122984.0
2025-08-01,603091721.0
