Tarih,TP_PBD_D24
2000-01-01,584512.0
2000-02-01,488570.0
2000-03-01,459432.0
2000-04-01,386500.0
2000-05-01,368120.0
2000-06-01,418399.0
2000-07-01,439066.0
2000-08-01,470626.0
2000-09-01,570331.0
2000-10-01,588772.0
2000-11-01,537446.0
2000-12-01,540897.0
2001-01-01,691434.0
2001-02-01,541517.0
2001-03-01,540764.0
2001-04-01,565803.0
2001-05-01,502272.0
2001-06-01,459653.0
2001-07-01,508090.0
2001-08-01,506586.0
2001-09-01,415551.0
2001-10-01,428067.0
2001-11-01,413158.0
2001-12-01,389750.0
2002-01-01,240102.0
2002-02-01,302722.0
2002-03-01,213095.0
2002-04-01,194175.0
2002-05-01,251723.0
2002-06-01,249800.0
2002-07-01,281383.0
2002-08-01,246098.0
2002-09-01,196405.0
2002-10-01,181986.0
2002-11-01,153082.0
2002-12-01,51094.0
2003-01-01,34074.0
2003-02-01,31173.0
2003-03-01,964211.0
2003-04-01,16595.0
2003-05-01,10084.0
2003-06-01,15369.0
2003-07-01,23452.0
2003-08-01,35922.0
2003-09-01,49582.0
2003-10-01,46200.0
2003-11-01,40212.0
2003-12-01,193106.0
2004-01-01,97654.0
2004-02-01,47182.0
2004-03-01,41619.0
2004-04-01,52938.0
2004-05-01,66601.0
2004-06-01,78649.0
2004-07-01,84329.0
2004-08-01,44847.0
2004-09-01,44694.0
2004-10-01,60183.0
2004-11-01,71079.0
2004-12-01,353200.0
2005-01-01,374253.0
2005-02-01,269013.0
2005-03-01,260646.0
2005-04-01,304357.0
2005-05-01,341267.0
2005-06-01,366434.0
2005-07-01,400250.0
2005-08-01,396270.0
2005-09-01,349828.0
2005-10-01,361570.0
2005-11-01,383095.0
2005-12-01,955424.0
2006-01-01,805025.0
2006-02-01,540469.0
2006-03-01,725611.0
2006-04-01,506318.0
2006-05-01,730536.0
2006-06-01,857430.0
2006-07-01,832695.0
2006-08-01,686256.0
2006-09-01,782290.0
2006-10-01,1298850.0
2006-11-01,1305659.0
2006-12-01,1326308.0
2007-01-01,1044178.0
2007-02-01,911283.0
2007-03-01,1600970.0
2007-04-01,1294837.0
2007-05-01,1139395.0
2007-06-01,1157365.0
2007-07-01,1046647.0
2007-08-01,1495428.0
2007-09-01,1730476.0
2007-10-01,1730364.0
2007-11-01,1767886.0
2007-12-01,1949925.0
2008-01-01,2045195.0
2008-02-01,2107785.0
2008-03-01,1636994.0
2008-04-01,1746371.0
2008-05-01,1879324.0
2008-06-01,2210159.0
2008-07-01,2217993.0
2008-08-01,2353979.0
2008-09-01,2963487.0
2008-10-01,2986748.0
2008-11-01,3408983.0
2008-12-01,3983836.0
2009-01-01,5227922.0
2009-02-01,5559064.0
2009-03-01,5538515.0
2009-04-01,4428483.0
2009-05-01,4489406.0
2009-06-01,4149581.0
2009-07-01,4075160.0
2009-08-01,4003947.0
2009-09-01,3872792.0
2009-10-01,3723296.0
2009-11-01,3928378.0
2009-12-01,3155328.0
2010-01-01,3351954.0
2010-02-01,3419212.0
2010-03-01,3243676.0
2010-04-01,2458076.0
2010-05-01,2400866.0
2010-06-01,2494926.0
2010-07-01,2469521.0
2010-08-01,2398570.0
2010-09-01,2516194.0
2010-10-01,2717904.0
2010-11-01,3176015.0
2010-12-01,2668486.0
2011-01-01,2755496.0
2011-02-01,2931320.0
2011-03-01,2682873.0
2011-04-01,2697098.0
2011-05-01,2148426.0
2011-06-01,2186456.0
2011-07-01,2170515.0
2011-08-01,2240889.0
2011-09-01,2191115.0
2011-10-01,2085932.0
2011-11-01,2160516.0
2011-12-01,1872426.0
2012-01-01,1911749.0
2012-02-01,1977434.0
2012-03-01,1900330.0
2012-04-01,2203155.0
2012-05-01,2328342.0
2012-06-01,2188646.0
2012-07-01,2817291.0
2012-08-01,2384896.0
2012-09-01,2458092.0
2012-10-01,2536816.0
2012-11-01,2267538.0
2012-12-01,2032569.0
2013-01-01,1858081.0
2013-02-01,1864798.0
2013-03-01,1635848.0
2013-04-01,1664105.0
2013-05-01,1747043.0
2013-06-01,1790110.0
2013-07-01,2003436.0
2013-08-01,1936925.0
2013-09-01,2212303.0
2013-10-01,2454101.0
2013-11-01,2265220.0
2013-12-01,2327398.0
2014-01-01,2578580.0
2014-02-01,2780913.0
2014-03-01,4502994.0
2014-04-01,4639160.0
2014-05-01,3942485.0
2014-06-01,4349595.0
2014-07-01,5191071.0
2014-08-01,4422987.0
2014-09-01,4544225.0
2014-10-01,4765147.0
2014-11-01,4662338.0
2014-12-01,4713832.0
2015-01-01,4372032.0
2015-02-01,4692859.0
2015-03-01,4837711.0
2015-04-01,4973543.0
2015-05-01,4786779.0
2015-06-01,4915048.0
2015-07-01,5790656.0
2015-08-01,6014885.0
2015-09-01,6567594.0
2015-10-01,6763596.0
2015-11-01,6953722.0
2015-12-01,7643299.0
2016-01-01,8823565.0
2016-02-01,9140275.0
2016-03-01,6324993.0
2016-04-01,5871896.0
2016-05-01,5738193.0
2016-06-01,6116783.0
2016-07-01,6749936.0
2016-08-01,8000940.0
2016-09-01,8152723.0
2016-10-01,8576365.0
2016-11-01,9099085.0
2016-12-01,9414176.0
2017-01-01,8713957.0
2017-02-01,9455847.0
2017-03-01,9418531.0
2017-04-01,9162945.0
2017-05-01,9098319.0
2017-06-01,9487994.0
