Tarih,TP_PBD_F30
2000-01-01,42875693.1
2000-02-01,43238431.3
2000-03-01,45514483.0
2000-04-01,46702456.7
2000-05-01,47088052.9
2000-06-01,49664173.2
2000-07-01,52727826.1
2000-08-01,53412258.3
2000-09-01,55069685.5
2000-10-01,55635266.7
2000-11-01,55580217.8
2000-12-01,63657838.1
2001-01-01,63346085.6
2001-02-01,66651905.1
2001-03-01,72284691.5
2001-04-01,76567776.1
2001-05-01,87619312.6
2001-06-01,94423107.9
2001-07-01,96383596.8
2001-08-01,102508825.5
2001-09-01,110464017.1
2001-10-01,116489266.3
2001-11-01,115048385.9
2001-12-01,122775383.36
2002-01-01,117938975.0
2002-02-01,126274630.4
2002-03-01,127452581.0
2002-04-01,127831010.5
2002-05-01,125323156.4
2002-06-01,128829955.8
2002-07-01,134767414.2
2002-08-01,136454996.3
2002-09-01,140963493.2
2002-10-01,144095362.5
2002-11-01,142648294.1
2002-12-01,152641213.6
2003-01-01,153015142.3
2003-02-01,152889784.1
2003-03-01,155314545.1
2003-04-01,152584517.3
2003-05-01,152481384.7
2003-06-01,157387502.0
2003-07-01,158197404.6
2003-08-01,159517805.5
2003-09-01,163341631.0
2003-10-01,171742932.0
2003-11-01,178230885.6
2003-12-01,182562947.06
2004-01-01,187723333.9
2004-02-01,186695265.65
2004-03-01,189774567.3
2004-04-01,194342098.8
2004-05-01,199567922.0
2004-06-01,200495409.8
2004-07-01,203400613.9
2004-08-01,210035876.2
2004-09-01,216214482.7
2004-10-01,222778915.0
2004-11-01,226768111.6
2004-12-01,229769714.52
2005-01-01,227122189.9
2005-02-01,229099398.8
2005-03-01,234806871.4
2005-04-01,241925361.5
2005-05-01,241704538.4
2005-06-01,247982784.8
2005-07-01,252677964.8
2005-08-01,260485661.2
2005-09-01,265828523.9
2005-10-01,270334200.7
2005-11-01,274241879.0
2005-12-01,322704789.55
2006-01-01,321035289.25
2006-02-01,329844473.3
2006-03-01,338039205.09
2006-04-01,342844584.67
2006-05-01,361255152.97
2006-06-01,364787502.16
2006-07-01,358778353.61
2006-08-01,365338261.77
2006-09-01,370650932.62
2006-10-01,377639875.48
2006-11-01,384607455.13
2006-12-01,394284134.26
2007-01-01,399385327.1
2007-02-01,405485264.85
2007-03-01,411221958.37
2007-04-01,416632011.69
2007-05-01,420109695.32
2007-06-01,429002049.48
2007-07-01,437972270.7
2007-08-01,446243288.67
2007-09-01,445780095.84
2007-10-01,451485486.0
2007-11-01,456763162.0
2007-12-01,469595439.0
2008-01-01,466110311.0
2008-02-01,473510537.0
2008-03-01,498389568.0
2008-04-01,499944808.0
2008-05-01,492013779.0
2008-06-01,505687525.0
2008-07-01,508637130.0
2008-08-01,508887340.0
2008-09-01,528456925.0
2008-10-01,545901117.0
2008-11-01,552100779.0
2008-12-01,565964856.0
2009-01-01,566920792.0
2009-02-01,577653309.0
2009-03-01,588473393.0
2009-04-01,586239912.0
2009-05-01,587909974.0
2009-06-01,599412444.0
2009-07-01,603651471.0
2009-08-01,615565978.0
2009-09-01,627852745.0
2009-10-01,633883897.0
2009-11-01,645444869.0
2009-12-01,659778941.0
2010-01-01,660828811.0
2010-02-01,673074713.0
2010-03-01,685820181.0
2010-04-01,685380039.0
2010-05-01,693727159.0
2010-06-01,711451705.0
2010-07-01,713270630.0
2010-08-01,721787088.0
2010-09-01,734035341.0
2010-10-01,737320860.0
2010-11-01,750787457.0
2010-12-01,777513244.0
2011-01-01,781592513.0
2011-02-01,800161347.0
2011-03-01,811519250.0
2011-04-01,812935965.0
2011-05-01,832180269.0
2011-06-01,848580584.0
2011-07-01,853111639.0
2011-08-01,861620518.0
2011-09-01,879418604.0
2011-10-01,881515874.0
2011-11-01,886314329.0
2011-12-01,898710689.0
2012-01-01,893897351.0
2012-02-01,900178612.0
2012-03-01,916434948.0
2012-04-01,923168222.0
2012-05-01,928069381.0
2012-06-01,945488479.0
2012-07-01,959323616.0
2012-08-01,970048157.0
2012-09-01,980420568.0
2012-10-01,997948126.0
2012-11-01,1001354106.0
2012-12-01,1027752231.0
2013-01-01,1028867798.0
2013-02-01,1044948514.0
2013-03-01,1053175996.0
2013-04-01,1065154482.0
2013-05-01,1087830910.0
2013-06-01,1097942936.0
2013-07-01,1134951776.0
2013-08-01,1148337006.0
2013-09-01,1182338747.0
2013-10-01,1185486096.0
2013-11-01,1189540208.0
2013-12-01,1228507307.0
2014-01-01,1252437025.0
2014-02-01,1255958083.0
2014-03-01,1266105952.0
2014-04-01,1270575376.0
2014-05-01,1268046141.0
2014-06-01,1303238844.0
2014-07-01,1328708595.0
2014-08-01,1322179554.0
2014-09-01,1366783849.0
2014-10-01,1359465390.0
2014-11-01,1363044543.0
2014-12-01,1394131344.0
2015-01-01,1405336308.0
2015-02-01,1432389309.0
2015-03-01,1467753262.0
2015-04-01,1490898489.0
2015-05-01,1497865660.0
2015-06-01,1529920722.0
2015-07-01,1565501845.0
2015-08-01,1588622938.0
2015-09-01,1626992120.0
2015-10-01,1612884452.0
2015-11-01,1621545946.0
2015-12-01,1624408412.0
2016-01-01,1637725170.0
2016-02-01,1657425458.0
2016-03-01,1679774862.0
2016-04-01,1672935657.0
2016-05-01,1705275766.0
2016-06-01,1735138626.0
2016-07-01,1739575141.0
2016-08-01,1756943824.0
2016-09-01,1783134936.0
2016-10-01,1809398083.0
2016-11-01,1858102269.0
2016-12-01,1893978674.0
2017-01-01,1926744688.0
2017-02-01,1924471802.0
2017-03-01,1962834421.0
2017-04-01,1986172235.0
2017-05-01,2010768349.0
2017-06-01,2047963808.0
2017-07-01,2066456979.0
2017-08-01,2077125143.0
2017-09-01,2116192709.0
2017-10-01,2183414121.0
2017-11-01,2214883830.0
2017-12-01,2224719963.0
2018-01-01,2234910004.0
2018-02-01,2268729980.0
2018-03-01,2326150941.0
2018-04-01,2358777640.0
2018-05-01,2432750534.0
2018-06-01,2466647005.0
2018-07-01,2544064247.0
2018-08-01,2791591476.0
2018-09-01,2756120396.0
2018-10-01,2700858208.0
2018-11-01,2655700783.0
2018-12-01,2705491490.0
2019-01-01,2711738287.0
2019-02-01,2763941263.0
2019-03-01,2867523984.0
2019-04-01,2990744972.0
2019-05-01,3012647249.0
2019-06-01,3012181870.0
2019-07-01,2991299535.0
2019-08-01,3058143498.0
2019-09-01,3106741135.0
2019-10-01,3169895909.0
2019-11-01,3211009221.0
2019-12-01,3334430782.0
2020-01-01,3346850571.0
2020-02-01,3438292256.0
2020-03-01,3542617415.0
2020-04-01,3813965379.0
2020-05-01,3945888591.0
2020-06-01,4055681479.0
2020-07-01,4166634157.0
2020-08-01,4230523004.0
2020-09-01,4328402293.0
2020-10-01,4443072436.0
2020-11-01,4425547434.0
2020-12-01,4438557982.0
2021-01-01,4473130659.0
2021-02-01,4489803898.0
2021-03-01,4680333286.0
2021-04-01,4726830209.0
2021-05-01,4844318291.0
2021-06-01,5004653200.0
2021-07-01,5049072614.0
2021-08-01,5102533269.0
