Tarih,TP_PBD_F05
2000-01-01,2405506.0
2000-02-01,2450016.0
2000-03-01,2637138.0
2000-04-01,2669012.0
2000-05-01,2844460.0
2000-06-01,3049466.0
2000-07-01,3295798.0
2000-08-01,3073012.0
2000-09-01,3436778.0
2000-10-01,3319426.0
2000-11-01,3365358.0
2000-12-01,4187375.0
2001-01-01,3695740.0
2001-02-01,4653868.0
2001-03-01,4689562.0
2001-04-01,4721241.0
2001-05-01,4808567.0
2001-06-01,5418903.0
2001-07-01,5432218.0
2001-08-01,5582355.0
2001-09-01,5280763.0
2001-10-01,5203957.0
2001-11-01,5025263.0
2001-12-01,6338666.0
2002-01-01,5160858.0
2002-02-01,5811816.0
2002-03-01,5599263.0
2002-04-01,5535827.0
2002-05-01,5479251.0
2002-06-01,6167922.0
2002-07-01,6164787.0
2002-08-01,5996189.0
2002-09-01,6810097.0
2002-10-01,6853101.0
2002-11-01,6537731.0
2002-12-01,7859692.0
2003-01-01,6318969.0
2003-02-01,6414501.0
2003-03-01,6343195.0
2003-04-01,6317022.0
2003-05-01,6824248.0
2003-06-01,7822163.0
2003-07-01,7935623.0
2003-08-01,8107313.0
2003-09-01,8974849.0
2003-10-01,8880438.0
2003-11-01,9747268.0
2003-12-01,11357452.0
2004-01-01,9966957.0
2004-02-01,10161273.0
2004-03-01,10296657.0
2004-04-01,10600757.0
2004-05-01,10875318.0
2004-06-01,12010025.0
2004-07-01,12225369.0
2004-08-01,12570856.0
2004-09-01,12900970.0
2004-10-01,13223797.0
2004-11-01,12599245.0
2004-12-01,14167855.0
2005-01-01,12652849.0
2005-02-01,13758323.0
2005-03-01,13871164.0
2005-04-01,15050072.0
2005-05-01,14410991.0
2005-06-01,16323926.0
2005-07-01,16547004.0
2005-08-01,16241494.0
2005-09-01,17220946.0
2005-10-01,17497648.0
2005-11-01,17543430.0
2005-12-01,25187402.0
2006-01-01,20990921.0
2006-02-01,21827262.0
2006-03-01,22940847.0
2006-04-01,22722092.0
2006-05-01,24916027.0
2006-06-01,25620565.0
2006-07-01,23875628.0
2006-08-01,24288137.0
2006-09-01,24525081.0
2006-10-01,23444396.0
