Tarih,TP_PBD_F16
2000-01-01,0.0
2000-02-01,0.0
2000-03-01,0.0
2000-04-01,0.0
2000-05-01,0.0
2000-06-01,0.0
2000-07-01,0.0
2000-08-01,0.0
2000-09-01,0.0
2000-10-01,0.0
2000-11-01,0.0
2000-12-01,0.0
2001-01-01,0.0
2001-02-01,0.0
2001-03-01,0.0
2001-04-01,0.0
2001-05-01,0.0
2001-06-01,0.0
2001-07-01,0.0
2001-08-01,0.0
2001-09-01,0.0
2001-10-01,0.0
2001-11-01,0.0
2001-12-01,0.0
2002-01-01,0.0
2002-02-01,5481265.0
2002-03-01,5732107.0
2002-04-01,5338231.0
2002-05-01,6178232.0
2002-06-01,6148907.0
2002-07-01,5663959.0
2002-08-01,5875855.0
2002-09-01,5231814.0
2002-10-01,4300915.0
2002-11-01,5131255.0
2002-12-01,4636966.0
2003-01-01,4916663.0
2003-02-01,6372064.0
2003-03-01,6063916.0
2003-04-01,5518110.0
2003-05-01,6002256.0
2003-06-01,5721186.0
2003-07-01,5661037.0
2003-08-01,6142442.0
2003-09-01,4965352.0
2003-10-01,5236636.0
2003-11-01,7633720.0
2003-12-01,7664143.0
2004-01-01,8049554.0
2004-02-01,7475558.0
2004-03-01,7405130.0
2004-04-01,7168293.0
2004-05-01,9193509.0
2004-06-01,7730834.0
2004-07-01,9496921.0
2004-08-01,9436306.0
2004-09-01,9216777.0
2004-10-01,8760998.0
2004-11-01,9891305.0
2004-12-01,7820667.0
2005-01-01,8565552.0
2005-02-01,8772695.0
2005-03-01,8939241.0
2005-04-01,10951260.0
2005-05-01,10934241.0
2005-06-01,8633912.0
2005-07-01,8965790.0
2005-08-01,9853477.0
2005-09-01,7589228.0
2005-10-01,7226947.0
2005-11-01,7043241.0
2005-12-01,2514739.23
2006-01-01,2119046.05
2006-02-01,2524217.9
2006-03-01,2218354.89
2006-04-01,2371073.38
2006-05-01,2828752.76
2006-06-01,2911991.18
2006-07-01,2865279.81
2006-08-01,2504970.77
2006-09-01,2253066.31
2006-10-01,2318562.14
2006-11-01,1890920.18
2006-12-01,2815349.83
2007-01-01,2486738.32
2007-02-01,2821097.72
2007-03-01,2917255.47
2007-04-01,3312339.9
2007-05-01,4338373.48
2007-06-01,4335624.86
2007-07-01,4062228.8
2007-08-01,4161077.7
2007-09-01,3608269.75
2007-10-01,4373085.0
2007-11-01,3978731.0
2007-12-01,3136404.0
2008-01-01,3990053.0
2008-02-01,3468788.0
2008-03-01,3483569.0
2008-04-01,3218208.0
2008-05-01,3559248.0
2008-06-01,2947248.0
2008-07-01,3494309.0
2008-08-01,3740449.0
2008-09-01,3387426.0
2008-10-01,4407893.0
2008-11-01,4020134.0
2008-12-01,2386240.0
2009-01-01,3151100.0
2009-02-01,2755120.0
2009-03-01,2484029.0
2009-04-01,3746369.0
2009-05-01,3308604.0
2009-06-01,2028454.0
2009-07-01,2440763.0
2009-08-01,2446318.0
2009-09-01,2512732.0
2009-10-01,3111763.0
2009-11-01,3222952.0
2009-12-01,2727001.0
2010-01-01,3231621.0
2010-02-01,3784503.0
2010-03-01,2767385.0
2010-04-01,3102530.0
2010-05-01,2936081.0
2010-06-01,1885584.0
2010-07-01,1960637.0
2010-08-01,2440743.0
2010-09-01,2957919.0
2010-10-01,4341394.0
2010-11-01,2731702.0
2010-12-01,3541831.0
2011-01-01,3857927.0
2011-02-01,3351790.0
2011-03-01,2970042.0
2011-04-01,4002113.0
2011-05-01,3506902.0
2011-06-01,2602228.0
2011-07-01,2895906.0
2011-08-01,2309059.0
2011-09-01,2977073.0
2011-10-01,2714241.0
2011-11-01,4517670.0
2011-12-01,3406632.0
2012-01-01,3343222.0
2012-02-01,3362723.0
2012-03-01,3883016.0
2012-04-01,5573479.0
2012-05-01,3185148.0
2012-06-01,3188958.0
2012-07-01,3352909.0
2012-08-01,4542812.0
2012-09-01,4875225.0
2012-10-01,3817972.0
2012-11-01,3189785.0
2012-12-01,4454817.0
2013-01-01,3068065.0
2013-02-01,3445514.0
2013-03-01,5237987.0
2013-04-01,4982554.0
2013-05-01,5097205.0
2013-06-01,6871515.0
2013-07-01,5585856.0
2013-08-01,8945326.0
2013-09-01,3364293.0
2013-10-01,4465031.0
2013-11-01,4055024.0
2013-12-01,4282999.0
2014-01-01,7960411.0
2014-02-01,5872623.0
2014-03-01,5214154.0
2014-04-01,5913631.0
2014-05-01,4825638.0
2014-06-01,4687829.0
2014-07-01,3839115.0
2014-08-01,6714633.0
2014-09-01,3427446.0
2014-10-01,5616470.0
2014-11-01,4905714.0
2014-12-01,3650020.0
2015-01-01,6510764.0
2015-02-01,6373214.0
2015-03-01,4402541.0
2015-04-01,3929571.0
2015-05-01,4910554.0
2015-06-01,4158943.0
2015-07-01,4280363.0
2015-08-01,3356038.0
2015-09-01,2405080.0
2015-10-01,2880562.0
2015-11-01,2249193.0
2015-12-01,2418151.0
2016-01-01,2837503.0
2016-02-01,3406382.0
2016-03-01,3822686.0
2016-04-01,3094017.0
2016-05-01,3757641.0
2016-06-01,4055272.0
2016-07-01,3883439.0
2016-08-01,2930151.0
2016-09-01,4266427.0
2016-10-01,3561212.0
2016-11-01,4013969.0
