Tarih,TP_PBD_D34
2021-09-01,5282893416.0
2021-10-01,5511547082.0
2021-11-01,6319485433.0
2021-12-01,6557500116.0
2022-01-01,6655360440.0
2022-02-01,6857151676.0
2022-03-01,7356754173.0
2022-04-01,7560375761.0
2022-05-01,8067802415.0
2022-06-01,8361902523.0
2022-07-01,8891644465.0
2022-08-01,9242429362.0
2022-09-01,9563498983.0
2022-10-01,9897930906.0
2022-11-01,10174378533.0
2022-12-01,10616065459.0
2023-01-01,10807385684.0
2023-02-01,10999028990.0
2023-03-01,11429283967.0
2023-04-01,11778192814.0
2023-05-01,11748749315.0
2023-06-01,13342808559.0
2023-07-01,13941460249.0
2023-08-01,14096986019.0
2023-09-01,14459523668.0
2023-10-01,14871040237.0
2023-11-01,15317840459.0
2023-12-01,16048737796.0
2024-01-01,16352917248.0
2024-02-01,16883504134.0
2024-03-01,17409136884.0
2024-04-01,17856983246.0
2024-05-01,18293402257.0
2024-06-01,18837671769.0
2024-07-01,19440802681.0
2024-08-01,20203585580.0
2024-09-01,20725417736.0
2024-10-01,20942698063.0
2024-11-01,21157353722.0
2024-12-01,21966118250.0
2025-01-01,22467493084.0
2025-02-01,23111708458.0
2025-03-01,24126835691.0
2025-04-01,24638553458.0
2025-05-01,24896776354.0
2025-06-01,25804997699.0
2025-07-01,26569524583.0
2025-08-01,27002741254.0
