Tarih,TP_PBD_D34
2000-01-01,42875693.1
2000-02-01,43238431.3
2000-03-01,45514483.3
2000-04-01,46702457.4
2000-05-01,47088052.7
2000-06-01,49664172.8
2000-07-01,52727826.1
2000-08-01,53412258.0
2000-09-01,55069685.7
2000-10-01,55635266.9
2000-11-01,55580217.7
2000-12-01,63657838.45
2001-01-01,63346086.0
2001-02-01,66651904.5
2001-03-01,72284691.9
2001-04-01,76567776.2
2001-05-01,87619312.9
2001-06-01,94423107.7
2001-07-01,96383596.5
2001-08-01,102508826.0
2001-09-01,110464017.4
2001-10-01,116489266.2
2001-11-01,115048386.0
2001-12-01,122775383.47
2002-01-01,117938974.9
2002-02-01,126274629.9
2002-03-01,127452580.5
2002-04-01,127831010.8
2002-05-01,125323156.1
2002-06-01,128829956.1
2002-07-01,134767414.4
2002-08-01,136454995.7
2002-09-01,140963493.3
2002-10-01,144095363.0
2002-11-01,142648294.3
2002-12-01,152641214.38
2003-01-01,153015142.4
2003-02-01,152889784.1
2003-03-01,155314545.1
2003-04-01,152584517.0
2003-05-01,152481384.6
2003-06-01,157387501.8
2003-07-01,158197405.3
2003-08-01,159517806.0
2003-09-01,163341630.6
2003-10-01,171742931.7
2003-11-01,178230885.8
2003-12-01,182562946.83
2004-01-01,187723333.9
2004-02-01,186695266.34
2004-03-01,189774567.0
2004-04-01,194342098.6
2004-05-01,199567921.8
2004-06-01,200495409.9
2004-07-01,203400614.4
2004-08-01,210035876.1
2004-09-01,216214483.0
2004-10-01,222778914.9
2004-11-01,226768111.6
2004-12-01,229769714.52
2005-01-01,227122190.04
2005-02-01,229099399.4
2005-03-01,234806871.38
2005-04-01,241925361.64
2005-05-01,241704538.45
2005-06-01,247982784.81
2005-07-01,252677964.75
2005-08-01,260485661.36
2005-09-01,265828523.85
2005-10-01,270334200.87
2005-11-01,274241879.17
2005-12-01,322704790.56
2006-01-01,321035290.23
2006-02-01,329844474.47
2006-03-01,338039206.41
2006-04-01,342844585.08
2006-05-01,361255153.91
2006-06-01,364787502.85
2006-07-01,358778354.82
2006-08-01,365338262.85
2006-09-01,370650932.88
2006-10-01,377639875.64
2006-11-01,384607456.15
2006-12-01,394284135.76
2007-01-01,399385326.48
2007-02-01,405485263.85
2007-03-01,411221958.37
2007-04-01,416632013.69
2007-05-01,420109697.32
2007-06-01,429002047.48
2007-07-01,437972272.7
2007-08-01,446243289.67
2007-09-01,445780096.84
2007-10-01,451485490.0
2007-11-01,456763168.0
2007-12-01,469595442.0
2008-01-01,466110315.0
2008-02-01,473510532.0
2008-03-01,498389554.0
2008-04-01,499944804.0
2008-05-01,492013780.0
2008-06-01,505687536.0
2008-07-01,508637137.0
2008-08-01,508887330.0
2008-09-01,528456940.0
2008-10-01,545901109.0
2008-11-01,552100776.0
2008-12-01,565964852.0
2009-01-01,566920798.0
2009-02-01,577653310.0
2009-03-01,588473393.0
2009-04-01,586239911.0
2009-05-01,587909986.0
2009-06-01,599412444.0
2009-07-01,603651467.0
2009-08-01,615565987.0
2009-09-01,627852756.0
2009-10-01,633883913.0
2009-11-01,645444873.0
2009-12-01,659778946.0
2010-01-01,660828803.0
2010-02-01,673074709.0
2010-03-01,685820183.0
2010-04-01,685380049.0
2010-05-01,693727172.0
2010-06-01,711451709.0
2010-07-01,713270635.0
2010-08-01,721787106.0
2010-09-01,734035332.0
2010-10-01,737320862.0
2010-11-01,750787464.0
2010-12-01,777513244.0
2011-01-01,781592520.0
2011-02-01,800161341.0
2011-03-01,811519268.0
2011-04-01,812935979.0
2011-05-01,832180266.0
2011-06-01,848580585.0
2011-07-01,853111639.0
2011-08-01,861620516.0
2011-09-01,879418615.0
2011-10-01,881515874.0
2011-11-01,886314323.0
2011-12-01,898710696.0
2012-01-01,893897354.0
2012-02-01,900178628.0
2012-03-01,916434933.0
2012-04-01,923168216.0
2012-05-01,928069384.0
2012-06-01,945488507.0
2012-07-01,959323624.0
2012-08-01,970048148.0
2012-09-01,980420562.0
2012-10-01,997948127.0
2012-11-01,1001354105.0
2012-12-01,1027752236.0
2013-01-01,1028867775.0
2013-02-01,1044948518.0
2013-03-01,1053175983.0
2013-04-01,1065154453.0
2013-05-01,1087830909.0
2013-06-01,1097942919.0
2013-07-01,1134951751.0
2013-08-01,1148337014.0
2013-09-01,1182338756.0
2013-10-01,1185486098.0
2013-11-01,1189540218.0
2013-12-01,1228507297.0
2014-01-01,1252437005.0
2014-02-01,1255958091.0
2014-03-01,1266105958.0
2014-04-01,1270575358.0
2014-05-01,1268046124.0
2014-06-01,1303238847.0
2014-07-01,1328708591.0
2014-08-01,1322179577.0
2014-09-01,1366783863.0
2014-10-01,1359465390.0
2014-11-01,1363044560.0
2014-12-01,1394131342.0
2015-01-01,1405336321.0
2015-02-01,1432389331.0
2015-03-01,1467753269.0
2015-04-01,1490898507.0
2015-05-01,1497865668.0
2015-06-01,1529920779.0
2015-07-01,1565501855.0
2015-08-01,1588622950.0
2015-09-01,1626992136.0
2015-10-01,1612884448.0
2015-11-01,1621545941.0
2015-12-01,1624408402.0
2016-01-01,1637725161.0
2016-02-01,1657425450.0
2016-03-01,1679774853.0
2016-04-01,1672935634.0
2016-05-01,1705275768.0
2016-06-01,1735138615.0
2016-07-01,1739575134.0
2016-08-01,1756943823.0
2016-09-01,1783134935.0
2016-10-01,1809398079.0
2016-11-01,1858102251.0
2016-12-01,1893978664.0
2017-01-01,1926744683.0
2017-02-01,1924471811.0
2017-03-01,1962834420.0
2017-04-01,1986172242.0
2017-05-01,2010768343.0
2017-06-01,2047963822.0
2017-07-01,2066456977.0
2017-08-01,2077125132.0
2017-09-01,2116192703.0
2017-10-01,2183414319.0
2017-11-01,2214884004.0
2017-12-01,2224720059.0
2018-01-01,2234909985.0
2018-02-01,2268729953.0
2018-03-01,2326150943.0
2018-04-01,2358777630.0
2018-05-01,2432750509.0
2018-06-01,2466646917.0
2018-07-01,2544063767.0
2018-08-01,2791591456.0
2018-09-01,2756120363.0
2018-10-01,2700858191.0
2018-11-01,2655700761.0
2018-12-01,2705491487.0
2019-01-01,2711738768.0
2019-02-01,2763941264.0
2019-03-01,2867523985.0
2019-04-01,2990744962.0
2019-05-01,3012647260.0
2019-06-01,3012181855.0
2019-07-01,2991299413.0
2019-08-01,3058143496.0
2019-09-01,3106741122.0
2019-10-01,3169895904.0
2019-11-01,3211009215.0
2019-12-01,3334430781.0
2020-01-01,3346850561.0
2020-02-01,3438292251.0
2020-03-01,3542617531.0
2020-04-01,3813965379.0
2020-05-01,3945888587.0
2020-06-01,4055681477.0
2020-07-01,4166634156.0
2020-08-01,4230523015.0
2020-09-01,4328402194.0
2020-10-01,4443072442.0
2020-11-01,4425547446.0
2020-12-01,4438558021.0
2021-01-01,4473130657.0
2021-02-01,4489803895.0
2021-03-01,4680333289.0
2021-04-01,4726830206.0
2021-05-01,4844318294.0
2021-06-01,5004653199.0
2021-07-01,5049072614.0
2021-08-01,5102533275.0
