Tarih,TP_PBD_D03
2000-01-01,14091309.3
2000-02-01,14559862.8
2000-03-01,14960549.1
2000-04-01,15062584.0
2000-05-01,15625881.2
2000-06-01,16754063.8
2000-07-01,17124427.9
2000-08-01,17589127.3
2000-09-01,17750229.5
2000-10-01,17786974.2
2000-11-01,14586937.4
2000-12-01,16607805.8
2001-01-01,18551692.0
2001-02-01,21741487.8
2001-03-01,22190750.0
2001-04-01,24259670.5
2001-05-01,25977310.7
2001-06-01,24131478.8
2001-07-01,25957772.0
2001-08-01,29127249.2
2001-09-01,32956626.2
2001-10-01,33557775.9
2001-11-01,29465926.7
2001-12-01,30782124.2
2002-01-01,28488425.1
2002-02-01,32243340.1
2002-03-01,30534200.3
2002-04-01,33236756.6
2002-05-01,34539609.7
2002-06-01,39590284.8
2002-07-01,43240962.5
2002-08-01,44733396.6
2002-09-01,45347177.4
2002-10-01,46876271.1
2002-11-01,43930411.7
2002-12-01,48220838.7
2003-01-01,52367224.5
2003-02-01,48692476.7
2003-03-01,49931049.5
2003-04-01,46874962.6
2003-05-01,44797589.7
2003-06-01,44582163.1
2003-07-01,45216328.7
2003-08-01,45453424.1
2003-09-01,50385087.8
2003-10-01,53109990.0
2003-11-01,49814225.0
2003-12-01,51058649.3
2004-01-01,48933594.5
2004-02-01,48098985.5
2004-03-01,47066848.7
2004-04-01,52837969.7
2004-05-01,53748309.3
2004-06-01,54511143.8
2004-07-01,51704796.3
2004-08-01,54693476.9
2004-09-01,56341847.4
2004-10-01,57141389.1
2004-11-01,54227926.9
2004-12-01,52384046.87
2005-01-01,53319968.34
2005-02-01,51122706.3
2005-03-01,56180692.48
2005-04-01,55316227.14
2005-05-01,52992255.25
2005-06-01,57636915.81
2005-07-01,61088343.35
2005-08-01,59659192.86
2005-09-01,60192455.95
2005-10-01,64620617.67
2005-11-01,68862365.37
2005-12-01,72194862.5
2006-01-01,74321354.28
2006-02-01,78458143.66
2006-03-01,83040658.11
2006-04-01,83551860.41
2006-05-01,97259883.04
2006-06-01,96815893.38
2006-07-01,90752318.41
2006-08-01,90534886.98
2006-09-01,92774952.48
2006-10-01,88667066.76
2006-11-01,90343804.02
2006-12-01,90980524.99
2007-01-01,95068158.48
2007-02-01,95340047.26
2007-03-01,99001373.45
2007-04-01,94573231.2
2007-05-01,93060212.55
2007-06-01,94850680.95
2007-07-01,96083184.2
2007-08-01,100350498.67
2007-09-01,91930766.99
2007-10-01,90756934.0
2007-11-01,90830724.0
2007-12-01,90789631.0
2008-01-01,92582252.0
2008-02-01,93605911.0
2008-03-01,104019331.0
2008-04-01,101785126.0
2008-05-01,96110076.0
2008-06-01,99016114.0
2008-07-01,95817031.0
2008-08-01,95662264.0
2008-09-01,101397132.0
2008-10-01,114947593.0
2008-11-01,119011125.0
2008-12-01,114613731.0
2009-01-01,117164237.0
2009-02-01,121603424.0
2009-03-01,121697723.0
2009-04-01,110666819.0
2009-05-01,113039948.0
2009-06-01,108505818.0
2009-07-01,106379004.0
2009-08-01,112379617.0
2009-09-01,112924756.0
2009-10-01,113870831.0
2009-11-01,113842329.0
2009-12-01,115020999.0
2010-01-01,113532474.0
2010-02-01,113029044.0
2010-03-01,114341356.0
2010-04-01,116441350.0
2010-05-01,121014693.0
2010-06-01,121569446.0
2010-07-01,120865349.0
2010-08-01,125412934.0
2010-09-01,122053672.0
2010-10-01,122289095.0
2010-11-01,127150051.0
2010-12-01,135350163.0
2011-01-01,142048177.0
2011-02-01,142980435.0
2011-03-01,145100208.0
2011-04-01,146605754.0
2011-05-01,157448451.0
2011-06-01,164529732.0
2011-07-01,167358598.0
2011-08-01,168013281.0
2011-09-01,175606451.0
2011-10-01,163840425.0
2011-11-01,176985075.0
2011-12-01,169831269.0
2012-01-01,158857402.0
2012-02-01,159542965.0
2012-03-01,164607773.0
2012-04-01,165892603.0
2012-05-01,169572277.0
2012-06-01,176176096.0
2012-07-01,183116488.0
2012-08-01,199250631.0
2012-09-01,202530139.0
2012-10-01,212925746.0
2012-11-01,213439812.0
2012-12-01,215207560.0
2013-01-01,221693180.0
2013-02-01,225697913.0
2013-03-01,233097400.0
2013-04-01,243848992.0
2013-05-01,243850289.0
2013-06-01,239715686.0
2013-07-01,242467925.0
2013-08-01,272308247.0
2013-09-01,269716192.0
2013-10-01,270464411.0
2013-11-01,275145795.0
2013-12-01,283475279.0
2014-01-01,287311404.0
2014-02-01,289328056.0
2014-03-01,280096171.0
2014-04-01,278634414.0
2014-05-01,277053990.0
2014-06-01,287400364.0
2014-07-01,281318428.0
2014-08-01,293803455.0
2014-09-01,304571793.0
2014-10-01,297339384.0
2014-11-01,299600620.0
2014-12-01,299403224.0
